Source,Target,Transaction_Price,Publication_Time,Type
zzzhonghua,任务编号：289561,5000.0,2014-06-10,发布
乐天一笑,任务编号：289551,200.0,2014-06-10,发布
wofla010300,任务编号：289549,2800.0,2014-06-09,发布
xiedejin,任务编号：289020,10000.0,2014-06-06,发布
sxkj,任务编号：288583,30000.0,2014-06-03,发布
lsdiy,任务编号：287873,1000.0,2014-05-28,发布
shangwubao,任务编号：287479,150.0,2014-05-25,发布
onlyoneying,任务编号：287292,800.0,2014-05-23,发布
o537e045b2c908,任务编号：287199,800.0,2014-05-22,发布
y1123****,任务编号：287244,1000.0,2014-05-23,发布
o5373****e049a,任务编号：286389,5000.0,2014-05-17,发布
hyylhyyl,任务编号：286317,15000.0,2014-05-16,发布
jiang615,任务编号：286288,800.0,2014-05-16,发布
微笑使者,任务编号：285428,850.0,2014-05-12,发布
hangiaoo,任务编号：285214,2200.0,2014-05-09,发布
simontomato,任务编号：285134,2000.0,2014-05-09,发布
mjsrq,任务编号：284881,4000.0,2014-05-07,发布
londoncha,任务编号：284394,5000.0,2014-05-05,发布
zikaxu,任务编号：284198,1000.0,2014-05-03,发布
Ariel0123,任务编号：283938,1200.0,2014-04-30,发布
melodystone,任务编号：283934,600.0,2014-04-30,发布
melodystone,任务编号：283469,200.0,2014-04-28,发布
华阳信通,任务编号：283448,3000.0,2014-04-28,发布
征征,任务编号：283439,350.0,2014-04-28,发布
li70wu,任务编号：258341,1000.0,2014-04-24,发布
nanst,任务编号：258293,700.0,2014-04-23,发布
youqian,任务编号：257914,400.0,2014-04-21,发布
樱桃丶Creative,任务编号：257194,1000.0,2014-04-16,发布
jiashengwen,任务编号：255795,800.0,2014-04-10,发布
gdtcwh,任务编号：253998,1000.0,2014-03-27,发布
chaowei_xj,任务编号：253691,500.0,2014-03-25,发布
shteck,任务编号：253402,20000.0,2014-03-23,发布
sonys26c,任务编号：253037,800.0,2014-03-20,发布
simontomato,任务编号：253006,1000.0,2014-03-20,发布
bf887****3,任务编号：252244,5000.0,2014-03-15,发布
zealzeal,任务编号：251708,3000.0,2014-03-12,发布
o531daa4784b46,任务编号：251471,800.0,2014-03-10,发布
刑天1,任务编号：249578,3500.0,2014-02-25,发布
nmgllx,任务编号：249270,1000.0,2014-02-23,发布
open28,任务编号：249198,500.0,2014-02-22,发布
szwlyc,任务编号：249173,600.0,2014-02-21,发布
solo1****719,任务编号：248555,8000.0,2014-02-18,发布
kevinhu,任务编号：248230,3500.0,2014-02-14,发布
想法好,任务编号：248113,4000.0,2014-02-13,发布
zyz3616,任务编号：248018,550.0,2014-02-13,发布
Aprildancer,任务编号：247269,550.0,2014-02-06,发布
lovez24,任务编号：246955,550.0,2014-01-26,发布
huanan,任务编号：246766,2000.0,2014-01-24,发布
liushao87,任务编号：246628,300.0,2014-01-23,发布
胖胖2013,任务编号：246359,500.0,2014-01-21,发布
yijin4244,任务编号：246287,1800.0,2014-01-20,发布
szwlyc,任务编号：244859,800.0,2014-01-08,发布
冷十四,任务编号：244857,888.0,2014-01-08,发布
A任务编号：316179,任务编号：316179,2000.0,2014-11-13,发布
A任务编号：315162,任务编号：315162,100.0,2014-11-07,发布
A任务编号：314834,任务编号：314834,700.0,2014-11-06,发布
A任务编号：304744,任务编号：304744,3000.0,2014-09-07,发布
三月初十二,任务编号：325368,10000.0,2014-12-31,发布
qdqqqg,任务编号：325342,300.0,2014-12-31,发布
mf150****0363,任务编号：325214,1500.0,2014-12-30,发布
Mr189****0217,任务编号：324615,5000.0,2014-12-26,发布
open111,任务编号：324573,1500.0,2014-12-26,发布
tommykk,任务编号：324570,2500.0,2014-12-26,发布
mf139****0770,任务编号：324529,2300.0,2014-12-26,发布
mf180****8665,任务编号：324486,1000.0,2014-12-26,发布
jiexiko,任务编号：324233,1500.0,2014-12-25,发布
Danielong,任务编号：323878,10000.0,2014-12-23,发布
智胜技术,任务编号：323810,3000.0,2014-12-23,发布
mf137****6599,任务编号：323732,500.0,2014-12-23,发布
fancinesty,任务编号：323661,575.0,2014-12-22,发布
o548908d9f3d97,任务编号：323649,4200.0,2014-12-22,发布
m_4252owz2it,任务编号：323631,5000.0,2014-12-22,发布
北京瑞思明,任务编号：323618,3000.0,2014-12-22,发布
andyli783,任务编号：323604,800.0,2014-12-22,发布
o5497bb0fe7c43,任务编号：323546,300.0,2014-12-22,发布
渔人码头,任务编号：323347,600.0,2014-12-21,发布
mf540c1f7b9d817,任务编号：323229,1500.0,2014-12-20,发布
hqs316,任务编号：323096,800.0,2014-12-19,发布
小猪11,任务编号：323013,800.0,2014-12-19,发布
Danielong,任务编号：322907,15000.0,2014-12-18,发布
wangkun888,任务编号：322788,2000.0,2014-12-18,发布
o5491****b004f,任务编号：322725,4000.0,2014-12-18,发布
o538572ba6884f,任务编号：322639,300.0,2014-12-17,发布
mf189****9110,任务编号：322213,500.0,2014-12-16,发布
大甲,任务编号：321958,200.0,2014-12-14,发布
Mr137****9868,任务编号：321976,200.0,2014-12-15,发布
南京蜂蚁网络,任务编号：321748,500.0,2014-12-12,发布
大甲,任务编号：321633,100.0,2014-12-12,发布
青年牛,任务编号：321559,10000.0,2014-12-11,发布
bofor0808,任务编号：321402,841.0,2014-12-11,发布
吹花小筑,任务编号：321203,6000.0,2014-12-10,发布
mf186****3501,任务编号：321037,6000.0,2014-12-09,发布
o53bccef83eace,任务编号：320894,100.0,2014-12-08,发布
Swgswg,任务编号：320831,12800.0,2014-12-08,发布
jhmax720,任务编号：320737,100.0,2014-12-08,发布
foundthink,任务编号：320710,1800.0,2014-12-08,发布
wykooo,任务编号：320687,350.0,2014-12-07,发布
Mr189****0217,任务编号：320475,13000.0,2014-12-05,发布
mf151****0912,任务编号：320337,400.0,2014-12-05,发布
mf189****9946,任务编号：320229,2000.0,2014-12-04,发布
reasoo,任务编号：320191,200.0,2014-12-04,发布
xlx0223,任务编号：320017,3000.0,2014-12-03,发布
清风寨,任务编号：320062,800.0,2014-12-03,发布
hjjanfcu,任务编号：319879,1500.0,2014-12-02,发布
clp33****003,任务编号：319882,100.0,2014-12-02,发布
hzresen,任务编号：319792,350.0,2014-12-02,发布
萧瑟,任务编号：319764,500.0,2014-12-02,发布
小笼包不是包,任务编号：319608,1500.0,2014-12-01,发布
致青春0,任务编号：319561,20000.0,2014-12-01,发布
o547346a137e64,任务编号：319434,230.0,2014-11-30,发布
yqy0619,任务编号：319487,600.0,2014-12-01,发布
小冰冰,任务编号：319422,4000.0,2014-11-30,发布
mf131****0177,任务编号：319207,2500.0,2014-11-28,发布
id88,任务编号：319253,4600.0,2014-11-29,发布
渔人码头,任务编号：319229,3000.0,2014-11-28,发布
gkzhuling,任务编号：319122,3000.0,2014-11-28,发布
thymol,任务编号：318960,200.0,2014-11-27,发布
杭州客,任务编号：318883,200.0,2014-11-27,发布
moczhu,任务编号：318809,200.0,2014-11-27,发布
mf136****5028,任务编号：318828,50000.0,2014-11-27,发布
zhaoqi913,任务编号：318760,400.0,2014-11-26,发布
liushao87,任务编号：318756,300.0,2014-11-26,发布
cuzcloud,任务编号：318739,500.0,2014-11-26,发布
weiweiaida,任务编号：318723,24800.0,2014-11-26,发布
北京宏灿,任务编号：318670,1000.0,2014-11-26,发布
還未,任务编号：318599,500.0,2014-11-26,发布
坐如钟,任务编号：318236,930.0,2014-11-24,发布
tzxueming,任务编号：318200,505.0,2014-11-24,发布
ouyangqi,任务编号：318136,8000.0,2014-11-24,发布
pictcool,任务编号：318040,200.0,2014-11-23,发布
mf53f572771b074,任务编号：317832,1500.0,2014-11-21,发布
hjjanfcu,任务编号：317846,400.0,2014-11-21,发布
boluobao,任务编号：317637,100.0,2014-11-21,发布
chitian000,任务编号：317543,500.0,2014-11-20,发布
mf182****6487,任务编号：317510,5000.0,2014-11-20,发布
zhong1988,任务编号：317408,100.0,2014-11-20,发布
heku123,任务编号：317459,2700.0,2014-11-20,发布
Dyan叮叮,任务编号：317233,500.0,2014-11-19,发布
helloworld123,任务编号：317130,100.0,2014-11-18,发布
helloworld123,任务编号：316836,150.0,2014-11-17,发布
Devil1,任务编号：316754,2500.0,2014-11-17,发布
春花秋月,任务编号：316714,2200.0,2014-11-17,发布
xcgqhbx,任务编号：316637,4000.0,2014-11-16,发布
解开腰带,任务编号：316660,500.0,2014-11-16,发布
mf187****7265,任务编号：316608,600.0,2014-11-15,发布
hellboyvto,任务编号：316636,2000.0,2014-11-16,发布
mf187****7265,任务编号：316568,200.0,2014-11-15,发布
oldsong,任务编号：316454,800.0,2014-11-14,发布
轩辕使者,任务编号：316412,5000.0,2014-11-14,发布
没昵称也有,任务编号：316363,5000.0,2014-11-14,发布
wei116,任务编号：316018,1000.0,2014-11-12,发布
helloworld123,任务编号：315725,200.0,2014-11-11,发布
点亮心灯,任务编号：315571,12000.0,2014-11-10,发布
Hank1,任务编号：315465,500.0,2014-11-10,发布
Hi老板创业团队,任务编号：315402,4500.0,2014-11-09,发布
牛二顿,任务编号：314717,100.0,2014-11-05,发布
牛二顿,任务编号：314718,101.0,2014-11-05,发布
轩辕使者,任务编号：314668,1500.0,2014-11-05,发布
o545971cc9cfff,任务编号：314476,5000.0,2014-11-05,发布
neurosky,任务编号：314423,5000.0,2014-11-04,发布
o53bccef83eace,任务编号：314200,500.0,2014-11-03,发布
牛二顿,任务编号：313986,100.0,2014-11-02,发布
helloworld123,任务编号：313989,200.0,2014-11-02,发布
mf159****6649,任务编号：313919,400.0,2014-11-02,发布
Mr135****1213,任务编号：313842,800.0,2014-11-01,发布
xingjiboy570,任务编号：313724,1500.0,2014-10-31,发布
事业会计所,任务编号：313739,2000.0,2014-10-31,发布
e价查询,任务编号：313658,200.0,2014-10-31,发布
zazqwe,任务编号：313236,300.0,2014-10-29,发布
sxkj,任务编号：313220,40000.0,2014-10-29,发布
opcclpc,任务编号：313185,3500.0,2014-10-29,发布
mf136****0531,任务编号：313092,500.0,2014-10-28,发布
tcbci,任务编号：313005,800.0,2014-10-28,发布
mf133****4123,任务编号：312751,200.0,2014-10-27,发布
致青春1,任务编号：312805,200.0,2014-10-27,发布
轩辕使者,任务编号：312782,2000.0,2014-10-27,发布
mf130****7063,任务编号：312300,30000.0,2014-10-23,发布
mf133****4123,任务编号：312211,200.0,2014-10-23,发布
mf151****7641,任务编号：312087,1500.0,2014-10-22,发布
大莫小莫,任务编号：311583,5200.0,2014-10-20,发布
shpowersky,任务编号：311569,1600.0,2014-10-20,发布
春花秋月,任务编号：311560,1000.0,2014-10-20,发布
刘芒果,任务编号：311411,100.0,2014-10-20,发布
你现在还好吗,任务编号：311099,200.0,2014-10-17,发布
mf137****9367,任务编号：311125,2000.0,2014-10-17,发布
luoyeputao,任务编号：311103,3000.0,2014-10-17,发布
致青春1,任务编号：310941,100.0,2014-10-16,发布
迩的幸福需要莪,任务编号：310924,300.0,2014-10-16,发布
mf185****1189,任务编号：310888,500.0,2014-10-16,发布
hzresen,任务编号：310464,235.0,2014-10-14,发布
劳鸣谦,任务编号：310421,100.0,2014-10-14,发布
七上八不下,任务编号：310147,500.0,2014-10-13,发布
greatium,任务编号：310164,500.0,2014-10-13,发布
o543a1f2eb869c,任务编号：310059,1000.0,2014-10-12,发布
yzwxp1972,任务编号：310015,4500.0,2014-10-11,发布
网络遨游,任务编号：309452,1000.0,2014-10-09,发布
lancam,任务编号：309612,500.0,2014-10-09,发布
mf136****6981,任务编号：309283,360.0,2014-10-07,发布
o53bccef83eace,任务编号：309035,100.0,2014-10-04,发布
o53c20c0b20830,任务编号：308755,18000.0,2014-09-30,发布
一天一地,任务编号：308593,1000.0,2014-09-29,发布
pengyu729,任务编号：308578,2000.0,2014-09-29,发布
gyoungest,任务编号：308546,1500.0,2014-09-29,发布
恒一恒,任务编号：308481,600.0,2014-09-29,发布
澳深环保,任务编号：308413,300.0,2014-09-29,发布
技术刘,任务编号：308355,800.0,2014-09-28,发布
小容,任务编号：308160,500.0,2014-09-27,发布
e价查询,任务编号：307628,300.0,2014-09-24,发布
o538572ba6884f,任务编号：307636,500.0,2014-09-24,发布
将军与士兵,任务编号：307452,2000.0,2014-09-23,发布
晴空1,任务编号：307442,500.0,2014-09-23,发布
mf136****6820,任务编号：307329,2500.0,2014-09-22,发布
mf540e7d91cd04b,任务编号：306861,8000.0,2014-09-19,发布
o53bccef83eace,任务编号：306703,100.0,2014-09-19,发布
uuCollins,任务编号：306700,5950.0,2014-09-19,发布
温州天互网络,任务编号：306634,100.0,2014-09-18,发布
o53bf6c9d4b6b8,任务编号：306453,1500.0,2014-09-18,发布
瓯越,任务编号：306371,8000.0,2014-09-17,发布
锐拓网络,任务编号：306082,2000.0,2014-09-16,发布
o54096dbc7b36f,任务编号：306024,3000.0,2014-09-16,发布
luoyeputao,任务编号：305838,300.0,2014-09-15,发布
zhanghanger,任务编号：305738,500.0,2014-09-14,发布
M1300****268,任务编号：305551,1000.0,2014-09-12,发布
fuwacn,任务编号：305457,2000.0,2014-09-12,发布
o538572ba6884f,任务编号：305187,300.0,2014-09-11,发布
佛山宇森医疗器械,任务编号：305041,1000.0,2014-09-10,发布
o540ebdd17ddab,任务编号：304875,1500.0,2014-09-09,发布
mf540e7d91cd04b,任务编号：304837,4000.0,2014-09-09,发布
MeDong,任务编号：304639,200.0,2014-09-06,发布
jasonduxl,任务编号：304314,5000.0,2014-09-04,发布
旅程1,任务编号：304316,2000.0,2014-09-04,发布
都市牛仔,任务编号：304220,1000.0,2014-09-04,发布
jxcjndi,任务编号：303778,1400.0,2014-09-02,发布
明知山有虎,任务编号：303488,15000.0,2014-08-31,发布
krain,任务编号：303460,3000.0,2014-08-30,发布
o53ff48fa64eb0,任务编号：303181,200.0,2014-08-29,发布
守望晨星,任务编号：302994,500.0,2014-08-28,发布
北京恒盛科技,任务编号：302922,500.0,2014-08-27,发布
炽天网络,任务编号：302853,500.0,2014-08-27,发布
o53bf6c9d4b6b8,任务编号：302831,800.0,2014-08-27,发布
capslock,任务编号：302812,500.0,2014-08-27,发布
open_no9cazzm,任务编号：302686,300.0,2014-08-26,发布
将军与士兵,任务编号：302639,3000.0,2014-08-26,发布
zao2009,任务编号：302588,100.0,2014-08-26,发布
yaojunhua,任务编号：302565,3000.0,2014-08-26,发布
hzresen,任务编号：302509,1181.0,2014-08-25,发布
samske,任务编号：302242,500.0,2014-08-24,发布
风花在重庆,任务编号：302203,1000.0,2014-08-23,发布
U2014,任务编号：302062,3000.0,2014-08-22,发布
cuzcloud,任务编号：301651,100.0,2014-08-20,发布
loveM5211,任务编号：301298,3000.0,2014-08-19,发布
ml824****,任务编号：301001,1200.0,2014-08-17,发布
krain,任务编号：300723,3000.0,2014-08-14,发布
东瓜,任务编号：300665,1500.0,2014-08-14,发布
理性的高度,任务编号：300613,600.0,2014-08-14,发布
OYEnana,任务编号：300470,1000.0,2014-08-13,发布
zt高手,任务编号：300375,300.0,2014-08-13,发布
xcgqhbx,任务编号：299942,1500.0,2014-08-11,发布
大无双,任务编号：299587,300.0,2014-08-08,发布
奔驰de骏马,任务编号：299637,200.0,2014-08-08,发布
光能,任务编号：299174,200.0,2014-08-07,发布
发财地,任务编号：299072,10000.0,2014-08-06,发布
o53b376d7365e5,任务编号：298953,300.0,2014-08-06,发布
olddisc,任务编号：298753,5000.0,2014-08-05,发布
ml824****,任务编号：298345,2000.0,2014-08-02,发布
albrich,任务编号：298057,100.0,2014-08-01,发布
zhaohuijun,任务编号：297620,500.0,2014-07-30,发布
duduyx,任务编号：297482,500.0,2014-07-29,发布
o53b0e1538e9de,任务编号：297441,1000.0,2014-07-29,发布
o5385****337fb,任务编号：297360,300.0,2014-07-29,发布
xcgqhbx,任务编号：297131,200.0,2014-07-28,发布
hegaofeng,任务编号：297032,600.0,2014-07-26,发布
拒绝奔跑的马,任务编号：297045,800.0,2014-07-27,发布
苏爷,任务编号：296942,9100.0,2014-07-26,发布
众神黄昏,任务编号：296606,450.0,2014-07-24,发布
KooRay,任务编号：296545,200.0,2014-07-24,发布
寻网页设计,任务编号：296445,1000.0,2014-07-23,发布
o53674a01512d1,任务编号：296388,12500.0,2014-07-23,发布
sunshine1016,任务编号：296339,500.0,2014-07-23,发布
boluobao,任务编号：296279,800.0,2014-07-22,发布
帛伦,任务编号：296175,1000.0,2014-07-22,发布
a6355****1,任务编号：296140,4000.0,2014-07-22,发布
cuzcloud,任务编号：296054,2110.0,2014-07-21,发布
蓝天白云飞啊,任务编号：295985,150.0,2014-07-21,发布
王秀栢,任务编号：295495,10000.0,2014-07-17,发布
过期的棒棒糖,任务编号：295384,2000.0,2014-07-17,发布
o53b0e1538e9de,任务编号：295458,1000.0,2014-07-17,发布
dingyayun,任务编号：295236,600.0,2014-07-16,发布
詹姆斯哈登,任务编号：295127,3500.0,2014-07-16,发布
ssyffito,任务编号：295084,1500.0,2014-07-15,发布
yanhua8,任务编号：295033,2000.0,2014-07-15,发布
一头老老牛,任务编号：294673,12000.0,2014-07-13,发布
萨龙龙,任务编号：294628,200.0,2014-07-12,发布
kykmzx,任务编号：294524,5000.0,2014-07-11,发布
shpowersky,任务编号：294489,3500.0,2014-07-11,发布
资环学院,任务编号：294471,2300.0,2014-07-11,发布
phpcms开发,任务编号：294457,300.0,2014-07-11,发布
shenzhipeng2007,任务编号：294288,5000.0,2014-07-10,发布
smdl,任务编号：294185,1600.0,2014-07-10,发布
西安汇华教育,任务编号：294052,1000.0,2014-07-09,发布
pingpangwangzi99,任务编号：293951,6000.0,2014-07-08,发布
gmjimmy,任务编号：293913,10000.0,2014-07-08,发布
a6355****1,任务编号：293799,5000.0,2014-07-07,发布
狼行一生,任务编号：293626,300.0,2014-07-07,发布
o53b4edb37caf3,任务编号：293130,500.0,2014-07-03,发布
mf537c0ddc314bd,任务编号：292762,1500.0,2014-07-01,发布
o53b0e1538e9de,任务编号：292529,15000.0,2014-06-30,发布
o53af779a00123,任务编号：292403,500.0,2014-06-29,发布
渔人码头,任务编号：292349,2925.0,2014-06-28,发布
渔人码头,任务编号：292333,650.0,2014-06-28,发布
caolaoshi2014,任务编号：292156,1500.0,2014-06-27,发布
Devil1,任务编号：292049,3000.0,2014-06-26,发布
chuaing,任务编号：291999,180.0,2014-06-26,发布
o53a99e42366c6,任务编号：291754,100.0,2014-06-24,发布
szc55,任务编号：291631,1000.0,2014-06-24,发布
艺术帮设计摄影,任务编号：291440,2000.0,2014-06-23,发布
oyzp1818,任务编号：291372,600.0,2014-06-22,发布
o548fc6f6ce978,任务编号：322368,510.0,2014-12-16,发布
epweike,任务编号：322336,3000.0,2014-12-16,发布
厦门希骏,任务编号：325378,1000.0,2014-12-31,发布
hbjsjdq,任务编号：251033,300.0,2014-03-07,发布
mf180****7933,任务编号：325384,100.0,2014-12-31,发布
mf182****7374,任务编号：324868,200.0,2014-12-29,发布
eag1e5,任务编号：324777,100.0,2014-12-28,发布
ly137****9961,任务编号：324522,100.0,2014-12-26,发布
o549d****45717,任务编号：324579,150.0,2014-12-26,发布
SixGod,任务编号：324338,138.0,2014-12-25,发布
zhangzili222,任务编号：324321,200.0,2014-12-25,发布
yalextiu,任务编号：324290,800.0,2014-12-25,发布
腾辉2014,任务编号：323946,300.0,2014-12-23,发布
guoxunl,任务编号：323864,100.0,2014-12-23,发布
mf135****9377,任务编号：323693,100.0,2014-12-23,发布
Yasuo,任务编号：323426,188.0,2014-12-22,发布
huananmaoyi,任务编号：322913,300.0,2014-12-18,发布
mf134****8383,任务编号：322439,250.0,2014-12-17,发布
mf137****7000,任务编号：322311,100.0,2014-12-16,发布
pang2012,任务编号：322172,250.0,2014-12-15,发布
mf139****7320,任务编号：321965,200.0,2014-12-15,发布
yuliwei7777,任务编号：321885,100.0,2014-12-13,发布
mf138****6202,任务编号：321759,800.0,2014-12-12,发布
dongbinhu,任务编号：321508,200.0,2014-12-11,发布
mf53fb17c76a362,任务编号：321129,300.0,2014-12-09,发布
mf136****5217,任务编号：320903,150.0,2014-12-08,发布
Mr185****5857,任务编号：320607,200.0,2014-12-07,发布
M1885****777,任务编号：320529,300.0,2014-12-06,发布
Mr180****2929,任务编号：320463,100.0,2014-12-05,发布
mumu181,任务编号：320459,150.0,2014-12-05,发布
tjtywy,任务编号：320246,100.0,2014-12-04,发布
Mr135****0912,任务编号：320227,200.0,2014-12-04,发布
o547c390c66f0a,任务编号：319655,500.0,2014-12-01,发布
mf187****9465,任务编号：319251,388.0,2014-11-29,发布
天佑传媒,任务编号：319203,100.0,2014-11-28,发布
Mr138****9127,任务编号：319129,200.0,2014-11-28,发布
mf186****0622,任务编号：319053,100.0,2014-11-28,发布
mf138****4478,任务编号：318765,100.0,2014-11-26,发布
mf180****7044,任务编号：318378,100.0,2014-11-25,发布
o53df4d015e8a0,任务编号：318082,100.0,2014-11-24,发布
A任务编号：317821,任务编号：317821,100.0,2014-11-21,发布
晨曦惜晨,任务编号：323613,1500.0,2014-12-22,发布
妮妮2014,任务编号：318568,150.0,2014-11-26,发布
Mr188****1213,任务编号：316181,600.0,2014-11-13,发布
mf540c37bd422cd,任务编号：315199,150.0,2014-11-07,发布
yantingji,任务编号：313866,400.0,2014-11-01,发布
M1803****152,任务编号：312264,500.0,2014-10-23,发布
topoke,任务编号：311548,2000.0,2014-10-20,发布
馒头销售,任务编号：310118,1000.0,2014-10-12,发布
Binyoshine,任务编号：304963,100.0,2014-09-10,发布
mackharris,任务编号：301927,100.0,2014-08-21,发布
职工服务中心,任务编号：301286,1100.0,2014-08-19,发布
宝妈部落,任务编号：299205,1000.0,2014-08-07,发布
