标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【法律文书】起草财务咨询顾问协议及合伙设立公司协议各一份,https://task.epwk.com/1009157/,351人,1人,¥200,圆满完成,雇佣,云嘉嘉HKCYA,起草财务咨询顾问协议一份，包含融资方案策划，代理融资，财务优化等合伙设立公司协议一份，技术方、资金方、运营方，三方合作,2022-08-08,2022.08.12,任务编号：1009157,200.0,3天,山东省-日照市-岚山区,君卿策划,https://shop.epwk.com/7lngq0pjrdmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,法律文书,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【网站UI设计】网站首页UI设计,https://task.epwk.com/1025384/,3361人,4人,¥500,圆满完成,,ganjue68,参考案例 :https://www.fudanfuxin.com/http://www.bjwpjs.com/index.htmlhttp://www.huaxijiance.com/index.html化工检测行业网站界面设计， 以上为3个同行网站案例。根据案例网站设计一个属于自己的网站风格出来。网站内容，检测项目等等这些均可以百度搜索参考同行的复制，因为都是行业词，只要网站LOGO，底部版权信息改成我们的即可。网站名称及LOGO在底部附件。1，要求网站内容充实。2，需要给网站设计一个颜色，LOGO的颜色也可以根据网站颜色再调整，可以穿插一个点睛色。,2022-12-19,2023.08.24,任务编号：1025384,500.0,,,艺行设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网站UI设计,,,4.0,https://shop.epwk.com/j7n38qj125e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【软件UI设计】需根据提供的APP功能设计出，风格不一样，功能一样的UI,https://task.epwk.com/1026206/,1134人,5人,3000-5000元,圆满完成,,TeFuir丶漫步,需根据提供的APP功能设计出，风格不一样，功能一样的UI，原APP界面 http://file.xianlaibang3.cn/task/download/index.html  ，所有的模块要看起来和这个APP不同，功能都是一样的,2022-12-31,2023.02.04,任务编号：1026206,4250.0,"15天,10天,25天","江苏省-盐城市-盐都区,河南省-安阳市-林州市,山东省-烟台市-芝罘区",江苏硕高网络,https://shop.epwk.com/0jnekv3ejnv3/,江苏硕高网络,出售服务,https://shop.epwk.com/0jnekv3ejnv3/chushou/,企业,四品,38分,,,江苏硕高网络,,快速建站/仿站/模板站/经济型网站/短时间建站,￥28888,企业网站建设/企业网站定制开发/PC站/PC+手机,￥28888,多店铺商城/多店铺电商平台开发/PC+手机端,￥18888,APP 小程序定制开发 网站定制开发,￥28888,OA系统定制OA系统开发,￥28888,,,,,,,,,软件UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】定制微信小程序,https://task.epwk.com/1026199/,2482人,23人,1万-2万元,圆满完成,,俫骄霸uswQC,"视频展示,文章内容展示地图功能，地图上标注地块，列表页地图显示所有地块，单地块在地图上展示和图文介绍表单提交内容，表单提交的结果前台展示首页设计已经切成html，所有功能要求就是完成首页所列功能及附件里的word文件的要求翻译搜索复制< iframe src="""">< /iframe>",2022-12-31,2023.02.16,任务编号：1026199,12000.0,"15天,30天,30天,30天,30天,30天,25天,40天","江苏省-南京市-市辖区,北京市-北京市-通州区,广东省-汕头市-潮阳区,山东省-淄博市,江苏省-淮安市-市辖区,福建省-厦门市-集美区,山东省-烟台市,山东省-潍坊市-青州市",江苏星宇梦创信息科技有限公司,https://shop.epwk.com/9w56eqll6dv1/,江苏星宇梦创信息科技有限公司,出售服务,https://shop.epwk.com/9w56eqll6dv1/chushou/,企业,一品,135分,总 31 次中标，交易总金额,￥37.94万,江苏星宇梦创信息科技有限公司,,VI设计,"￥1000
            /起",样本设计,"￥1000
            /起",UI设计,"￥10000
            /起",H5定制开发,"￥10000
            /起",软件定制开发-APP开发,"￥60000
            /起",小程序定制,"￥20000
            /起",,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【其他软件开发】生产计划管理系统,https://task.epwk.com/1026118/,1093人,13人,5000-10000元,圆满完成,,o5d662930dde81,设计开发一个计划管理系统代替纸单,2022-12-29,2023.08.17,任务编号：1026118,9000.0,"40天,10天,30天,30天,30天,30天,20天","江苏省-南京市,河北省-沧州市,吉林省-长春市-宽城区,江苏省-淮安市-市辖区,山东省-泰安市,河南省-信阳市,湖南省-长沙市-芙蓉区",南京领尚信息科技有限公司,https://shop.epwk.com/j7n38qml35e1/,南京领尚信息科技有限公司,出售服务,https://shop.epwk.com/j7n38qml35e1/chushou/,企业,四品,114分,,,南京领尚信息科技有限公司,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【其他软件开发】采集集天眼查全国企业数据,https://task.epwk.com/1025962/,1693人,4人,5000-10000元,圆满完成,,o5e630c8fcb287,1采集集天眼查全国企业数据(不是部分是全国，字段附文件，规则需要自己制定。采集完整全国企业数据可以 ）2.定期同步数据（设置时间）  如果采集过程中有什么限制（请标注协商，如会员账号个数）菜集入库去重因为有些新注册企业刚开始菜集无数据只有名字需要同步时候迭代更新数据（更新到最新数据）3.菜集频率一个星期或者半个月4.项目交付，数据+代码   数据验证完整性,2022-12-27,2023.03.22,任务编号：1025962,5000.0,10天,山东省-青岛市-黄岛区,菠菜软件定制工作室,https://shop.epwk.com/0z5o4x6glnjq/,菠菜软件定制工作室,出售服务,https://shop.epwk.com/0z5o4x6glnjq/chushou/,工作室,一品,60分,总 44 次中标，交易总金额,￥27.29万,菠菜软件定制工作室,,app协议网页协议脚本协议app开发抢购抢票,"￥300
            /起",脚本开发易语言autojs制作数据采集手机电脑网页协议,"￥500
            /起",采集软件python脚本开发定制/网站APP数据资料抓取搜集,"￥500
            /起",全网数据抓取/网站APP信息收集采集定制/数据分析/市场调研,"￥200
            /起",安卓模拟器按键精灵autojs免root手机脚本模拟抢单器,价格面议,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【产品原型设计】郑州需求分析+原型设计,https://task.epwk.com/1025956/,474人,1人,3000-5000元,圆满完成,,首智汇云,需要有原型设计经验，偶尔需要到现场沟通需求，需要在郑州,2022-12-27,2022.12.30,任务编号：1025956,3000.0,60天,河南省-郑州市,谷微智能科技,https://shop.epwk.com/89dvg1kvzdl2/,谷微智能科技,出售服务,https://shop.epwk.com/89dvg1kvzdl2/chushou/,企业,六品,44分,,,谷微智能科技,,APP定制开发,"￥1999
            /次",前端程序开发,"￥1999
            /次",综合服务平台,"￥1999
            /次",微信小程序开发,"￥1999
            /次",,,,,,,,,,,产品原型设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【APP开发】新能源设备销售系统 尾款,https://task.epwk.com/1025703/,379人,1人,5万-10万元,圆满完成,,o5fa0e663319ad,项目尾款结算，已明确服务商,2022-12-22,2022.12.25,任务编号：1025703,7000.0,10天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】微信小游戏开发,https://task.epwk.com/1025700/,1462人,1人,1万-2万元,圆满完成,,尊鉴zlISk,微信/短视频点赞小游戏，足球竞技，参考（5人足球）（足球快斗）需要联机匹配模式，好友对战模式，人机模式。预算15000，不联机8000。个人项目，预算有限，请理解。,2022-12-22,2023.01.16,任务编号：1025700,10000.0,30天,广东省-广州市-海珠区,睿博品牌策划（品牌设计 、互联网开发）,https://shop.epwk.com/78dlj280x5lx/,睿博品牌策划（品牌设计 、互联网开发）,出售服务,https://shop.epwk.com/78dlj280x5lx/chushou/,企业,三品,41分,,,睿博品牌策划（品牌设计 、互联网开发）,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【APP开发】新能源设备销售系统，可组合配置产品,https://task.epwk.com/1025387/,262人,1人,2万-5万元,圆满完成,,o5fa0e663319ad,新能源生产厂，需要销售产品，产品是可灵活组成的，要求中英双语，有相关经验的服务商联系。,2022-12-19,2022.12.19,任务编号：1025387,26000.0,30天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【企业官网】求购校园或企业网站源码,https://task.epwk.com/1025374/,709人,2人,5000-10000元,圆满完成,,基数科技,现在我们要制作一个校园官网，想找现有的官网源码的基础上更改。有校园官网源码可以联系我，如果能提供更改，价格可根据工作量商议。,2022-12-19,2023.01.04,任务编号：1025374,8100.0,"7天,15天","四川省-成都市,河北省-沧州市",四川创恒星辰科技有限责任公司,https://shop.epwk.com/3gd2mvjpener/,四川创恒星辰科技有限责任公司,出售服务,https://shop.epwk.com/3gd2mvjpener/chushou/,企业,六品,54分,,,四川创恒星辰科技有限责任公司,,公众号定制化开发,价格面议,小程序设计与开发,价格面议,APP设计与开发,价格面议,LOGO设计品牌形象,价格面议,网站设计与开发,价格面议,定制化软件开发,价格面议,,,,,,,企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
"【APP开发】求购类似""东郊到家""app软件源码（源码购买！）",https://task.epwk.com/1025315/,875人,1人,1万-2万元,圆满完成,,创心c94I1,要求有用户端、技师端，小程序，价格可谈，但是一定要有案例,2022-12-19,2023.03.09,任务编号：1025315,13000.0,1天,江苏省-苏州市-吴江市,苏州誉宸数字科技有限公司,https://shop.epwk.com/2j5xogxkx5xm/,苏州誉宸数字科技有限公司,出售服务,https://shop.epwk.com/2j5xogxkx5xm/chushou/,企业,四品,69分,,,苏州誉宸数字科技有限公司,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】房车停车信息共享小程序,https://task.epwk.com/1025216/,1586人,13人,5000-10000元,圆满完成,,o5f140bd490e78,共享房车的停车信息，功能和“遨驰露营”小程序和“窝友自驾”app相似,2022-12-16,2023.02.12,任务编号：1025216,8000.0,"30天,60天,30天,40天,30天,25天","江苏省-南京市,山东省-泰安市,云南省-昆明市-五华区,湖南省-长沙市-岳麓区,江苏省-淮安市-市辖区,山东省-烟台市",绍鸣科技,https://shop.epwk.com/qgdmjo1lodke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【定制开发】定制开发网站,https://task.epwk.com/1024828/,356人,1人,1000-3000元,圆满完成,,o5be16cd4a5c4d,定制开发网站，已谈好合作,2022-12-13,2022.12.25,任务编号：1024828,1500.0,5天,陕西省-西安市-新城区,西安微宇宙工作室,https://shop.epwk.com/4rn8q3ro3ngm/,西安微宇宙工作室,出售服务,https://shop.epwk.com/4rn8q3ro3ngm/chushou/,工作室,五品,39分,,,西安微宇宙工作室,,App定制开发,"￥1
            /年",软件定制开发,"￥1
            /年",软件定制开发,"￥1
            /年",软件定制开发,"￥1
            /年",自动化办公，爬虫定制,"￥1
            /年",小程序，公众号，App专业定制,"￥1
            /年",,,,,,,定制开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【嵌入式软件】c++ 协议调试,https://task.epwk.com/1024814/,423人,2人,3000-5000元,圆满完成,,bjsztd,1、接口调试2、数据存储,2022-12-13,2022.12.26,任务编号：1024814,3000.0,4天,广东省-深圳市,橙子科技工作室,https://shop.epwk.com/p05qj3zy1dev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嵌入式软件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【其他软件开发】竞拍平台脚本开发,https://task.epwk.com/1024671/,608人,1人,5000-10000元,圆满完成,,o5e1bd80854ae6,有个竞拍平台，需要使用脚本来模拟鼠标键盘操作，有经验的联系。,2022-12-12,2023.01.13,任务编号：1024671,8000.0,10天,山东省-青岛市-黄岛区,菠菜软件定制工作室,https://shop.epwk.com/0z5o4x6glnjq/,菠菜软件定制工作室,出售服务,https://shop.epwk.com/0z5o4x6glnjq/chushou/,工作室,一品,60分,总 44 次中标，交易总金额,￥27.29万,菠菜软件定制工作室,,app协议网页协议脚本协议app开发抢购抢票,"￥300
            /起",脚本开发易语言autojs制作数据采集手机电脑网页协议,"￥500
            /起",采集软件python脚本开发定制/网站APP数据资料抓取搜集,"￥500
            /起",全网数据抓取/网站APP信息收集采集定制/数据分析/市场调研,"￥200
            /起",安卓模拟器按键精灵autojs免root手机脚本模拟抢单器,价格面议,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【嵌入式软件】qt页面开发,https://task.epwk.com/1024559/,758人,2人,5000-10000元,圆满完成,,bjsztd,1、使用qt另外页面开发2、流程梳理3、按照给定的流程完成业务逻辑,2022-12-11,2022.12.29,任务编号：1024559,6000.0,4天,湖南省-长沙市-开福区,湖南派族网络科技有限公司,https://shop.epwk.com/z2nkzpgzxnqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嵌入式软件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】类似商城小程序开发,https://task.epwk.com/1024311/,127人,1人,1000-3000元,圆满完成,,k9078****17,项目:类似商城小程序开发称呼:史女士地区:北京需求:类似商城小程序开发，雇主是做学生杂志和练习册，想要做一个类似点餐外卖系统模式的小程序，方便学生下单，功能不需要太复杂，越简单越好，有模板最好，预算2000-3000左右，上线时间：12月底1月初。备注 电话联系不上时   可先添加微信,2022-12-08,2022.12.20,任务编号：1024311,2500.0,10天,河南省-洛阳市,洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】报名新媒体运营小程序开发，微信沟通,https://task.epwk.com/1024218/,1280人,6人,3000-5000元,圆满完成,,k5963****06,项目：报名新媒体运营小程序开发，微信沟通称呼：殷先生地区: 深圳，服务商地域不限需求:我们需要制作一个小程序，类型为直播培训报课功能。小程序不需要多媒体在线直播功能和视频付费功能。类似简单的小商场功能，但要做后台数据分享和在线扫码验证会员功能。1.我们通过图文资讯方式，底部下挂“我要报名”实现9.9元非会员报名后，在线下课堂免费听课。2.所有9.9元报名免费听课人（为非会员）。只有通过二次付费成为标准会员后才有一年免费听课的会员权限。会员为为三种（听课会员，沙龙会员，私董会员）3.采用听课会员＜沙龙会员＜私董会员权限系统。4.沙龙板块，有产品橱窗的功能。5.后台有订单系统数据画像分析功能。6.了解其他具体功能，加我微信发demo小程序参考。预算: 3000-5000时间：尽快备注：微信注明预算范围,2022-12-07,2023.01.15,任务编号：1024218,3600.0,"10天,15天,60天,15天","湖北省-襄阳市-樊城区,河南省-洛阳市,山东省-泰安市,江苏省-淮安市-楚州区",襄阳弘创中睿软件开发技术有限公司,https://shop.epwk.com/z2nkzrkz4nqy/,襄阳弘创中睿软件开发技术有限公司,出售服务,https://shop.epwk.com/z2nkzrkz4nqy/chushou/,企业,一品,42分,,,襄阳弘创中睿软件开发技术有限公司,,VUE+SpringBoot 架构源码,"￥1000
            /起",短视频渠道加粉小程序定制开发,"￥1000
            /起",微信小程序定制开发,"￥1000
            /起",CRM/ERP企业管理系统定制开发,"￥1000
            /起",APP定制开发,"￥1000
            /起",公众号定制开发,"￥1000
            /起",PHP / H5定制开发,"￥1000
            /起",,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【APP开发】医美行业服务平台二期款,https://task.epwk.com/1024121/,304人,1人,1万-2万元,圆满完成,,o5fba71af10ebf,已有指定合作方，二期款,2022-12-06,2022.12.06,任务编号：1024121,15000.0,10天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】网站管理功能开发（尾款，已确定合作者）,https://task.epwk.com/1024069/,233人,1人,3000-5000元,圆满完成,,k3074****95,项目：网站管理功能开发（尾款，已确定合作者）称呼：胡先生地区: 福建泉州，服务商地域不限需求: 做一个简单的网站管理，能登陆（一个用户登陆即可）。只做附件中的第2项功能。预算: 看服务商报价时间：未定备注：微信是手机号,2022-12-06,2022.12.06,任务编号：1024069,3500.0,7天,广西壮族自治区-桂林市-七星区,广西优视智能科技有限公司,https://shop.epwk.com/m7d7w70jp5q8/,广西优视智能科技有限公司,出售服务,https://shop.epwk.com/m7d7w70jp5q8/chushou/,企业,四品,44分,,,广西优视智能科技有限公司,,网站定制化开发,价格面议,商城网站建设,价格面议,其它各类企业内部软件定制,价格面议,小程序开发服务,价格面议,H5开发服务,价格面议,App开发服务,价格面议,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
