需求方,设计师,任务编号,能力标签,交易价格,发布时间
东向科技,利宏营销策划,任务编号：955496,宣传策划,1500.0,2021-09-16
k8888****9,k839030371,任务编号：960093,文学创作,2000.0,2021-09-16
k8897****7,k739325196,任务编号：959864,百科/问答撰写,2500.0,2021-09-16
k2849****7,迟墨轻点创意工作室,任务编号：959848,百科/问答撰写,3000.0,2021-09-15
k6717****5,k625014554,任务编号：959664,百科/问答撰写,3000.0,2021-09-15
k9268****9,占心为王,任务编号：959202,编辑校对,500.0,2021-09-15
k9988****4,k407753230,任务编号：959961,文学创作,800.0,2021-09-15
k7477****5,k572002524,任务编号：959749,百科/问答撰写,1500.0,2021-09-15
k1284****7,k660550217,任务编号：959323,编辑校对,1000.0,2021-09-15
k3550****7,k485050611,任务编号：959551,百科/问答撰写,2500.0,2021-09-15
k3573****7,k591465706,任务编号：959227,编辑校对,700.0,2021-09-15
k7566****7,k324457943,任务编号：959675,百科/问答撰写,2500.0,2021-09-15
k6093****1,k231520784,任务编号：959863,文学创作,2000.0,2021-09-15
k8114****5,k345957346,任务编号：959663,文学创作,2000.0,2021-09-14
k8265****8,笑看人生策划,任务编号：958927,百科/问答撰写,3000.0,2021-09-14
k1750****3,k121380431,任务编号：959198,百科/问答撰写,3500.0,2021-09-14
k1060****1,凉辰梦瑾,任务编号：959550,文学创作,1500.0,2021-09-14
k9080****3,k918920411,任务编号：959050,百科/问答撰写,3500.0,2021-09-14
k8566****1,若梦飞扬,任务编号：958941,百科/问答撰写,2800.0,2021-09-14
东向科技,96元创商业文案策划,任务编号：954818,专业代笔,1100.0,2021-09-13
k8640****3,k628852689,任务编号：958690,百科/问答撰写,2500.0,2021-09-13
k1439****0,傲然星凌,任务编号：959225,文学创作,800.0,2021-09-13
k4790****7,田园归隐,任务编号：958923,文学创作,600.0,2021-09-12
k5553****0,霸气横秋,任务编号：958458,百科/问答撰写,1500.0,2021-09-12
k2856****5,k535579338,任务编号：958511,百科/问答撰写,3000.0,2021-09-12
k3305****4,k967216747,任务编号：958787,文学创作,2000.0,2021-09-12
k1127****2,k429943279,任务编号：958840,编辑校对,3000.0,2021-09-11
k4188****5,k142677312,任务编号：958635,文学创作,1000.0,2021-09-11
k6142****7,k768226943,任务编号：958408,百科/问答撰写,3000.0,2021-09-10
k6371****8,k384561997,任务编号：958685,编辑校对,600.0,2021-09-10
k4280****7,k979822415,任务编号：958786,编辑校对,1000.0,2021-09-10
k7005****5,k939168756,任务编号：958457,文学创作,2500.0,2021-09-10
k3992****6,k321230158,任务编号：958634,编辑校对,3000.0,2021-09-10
k3526****3,k383025594,任务编号：960289,编辑校对,3000.0,2021-09-09
k3163****87,工厚研究院,任务编号：954189,商业提案,1000.0,2021-09-08
北京中视互联,阿瑞营销推广工作室,任务编号：953994,营销推广软文,3070.0,2021-09-07
FHD凡恩酒店设计,96元创商业文案策划,任务编号：953918,营销推广软文,700.0,2021-09-07
k3412****7,占心为王,任务编号：960095,编辑校对,3000.0,2021-09-07
k6220****9,k302577455,任务编号：960108,编辑校对,1000.0,2021-09-07
k1683****4,k133892333,任务编号：958619,编辑校对,500.0,2021-09-01
k1544****3,k184899490,任务编号：958407,文学创作,3000.0,2021-09-01
k7566****7,k142677312,任务编号：958507,编辑校对,3000.0,2021-09-01
k3356****6,k407753230,任务编号：958346,编辑校对,1000.0,2021-08-18
k6758****8,k795813426,任务编号：958273,文学创作,1000.0,2021-08-15
k7477****5,k323410996,任务编号：958235,文学创作,600.0,2021-08-13
k1323****1,k146547819,任务编号：958200,百科/问答撰写,1500.0,2021-08-10
k3602****80,北京幻视互娱,任务编号：948417,产品卖点,3000.0,2021-08-06
北京中视互联,阿瑞营销推广工作室,任务编号：945183,产品卖点,920.0,2021-07-19
o60f22d8379d7e,阿瑞营销推广工作室,任务编号：944951,商业提案,800.0,2021-07-17
lcc66521,木有文化传播有限公司,任务编号：942055,软文发布,100.0,2021-06-29
o60d6bcac87610,北京幻视互娱,任务编号：941573,专业代笔,150.0,2021-06-26
o60cb****61484,北京幻视互娱,任务编号：940181,专业代笔,500.0,2021-06-17
麦迪尔,腾际品牌管理,任务编号：939161,商业提案,900.0,2021-06-10
o60a71dacd4ef1,96元创商业文案策划,任务编号：935822,宣传策划,500.0,2021-05-21
o608f49af4da40,北京幻视互娱,任务编号：932699,专业代笔,800.0,2021-05-03
o608a58bf3462f,腾际品牌管理,任务编号：932295,宣传策划,280.0,2021-04-29
zczh0035,96元创商业文案策划,任务编号：931515,专业代笔,200.0,2021-04-25
o607e36d78a24b,北京幻视互娱,任务编号：930554,文学创作,400.0,2021-04-20
k5373****77,96元创商业文案策划,任务编号：930385,商业提案,2000.0,2021-04-19
heyp9555,96元创商业文案策划,任务编号：927491,宣传策划,3000.0,2021-04-01
风之圣恒,96元创商业文案策划,任务编号：926356,品牌故事,500.0,2021-03-26
o605ad3618e3cc,96元创商业文案策划,任务编号：925942,宣传策划,500.0,2021-03-24
Antia,吉林长春旭昱昇品牌设计有限公司,任务编号：924164,专业代笔,830.0,2021-03-15
o6017****a7311,利宏营销策划,任务编号：922770,百科/问答撰写,1000.0,2021-03-07
慧美丽,南京科研服务社,任务编号：921548,宣传策划,800.0,2021-03-01
o5fa389d82bee1,书澈广告,任务编号：902838,宣传策划,541.0,2020-11-05
o5f0d8933ac494,南京科研服务社,任务编号：900863,专业代笔,450.0,2020-10-27
o5f8f90e17f6d4,书澈广告,任务编号：899947,营销推广软文,5000.0,2020-10-22
o5f7d12c1f3256,书澈广告,任务编号：899238,宣传策划,100.0,2020-10-19
ty750****,竹迹工作室,任务编号：899237,商业提案,640.0,2020-10-19
o59b0eaee2669e,南京科研服务社,任务编号：898620,文学创作,150.0,2020-10-15
o5f71cdacc1a59,映善中国,任务编号：895660,宣传策划,600.0,2020-09-28
o5f6eb7d392c55,竹迹工作室,任务编号：895608,宣传策划,3000.0,2020-09-28
o5f6c606f067f9,南京科研服务社,任务编号：894838,编辑校对,800.0,2020-09-24
k2107****91,利宏营销策划,任务编号：894163,商业提案,2000.0,2020-09-22
dahuahuaya,青桐居士,任务编号：893677,专业代笔,600.0,2020-09-19
o5d22f9e0690ca,南京科研服务社,任务编号：891992,专业代笔,400.0,2020-09-12
zhiyuyg,南京科研服务社,任务编号：887702,产品卖点,3840.0,2020-08-25
陋瓷,九层工作室,任务编号：885361,文学创作,200.0,2020-08-14
k8693****49,乐心文策工作室 187-6845-9100,任务编号：882563,广告策划,1000.0,2020-08-04
o5efbdded2cb75,九层工作室,任务编号：876228,产品卖点,500.0,2020-07-08
k9148****32,慕容网络,任务编号：875805,宣传策划,300.0,2020-07-06
尚方宠物186,亿帆文创,任务编号：874836,商业提案,1000.0,2020-07-02
o5edc5cb95804b,南京科研服务社,任务编号：868310,专业代笔,360.0,2020-06-07
o5e842cce56ad1,利宏营销策划,任务编号：866837,百科/问答撰写,2000.0,2020-06-02
baidushengzhe,丁达尔工作室,任务编号：865060,文学创作,300.0,2020-05-27
o5ecb417201fb8,九层工作室,任务编号：864335,产品卖点,200.0,2020-05-25
o59d5e31fa083b,九层工作室,任务编号：862577,专业代笔,800.0,2020-05-19
zbjsteven,亿帆文创,任务编号：853089,商业提案,350.0,2020-04-15
不会写代码的程序猿,利宏营销策划,任务编号：852269,商业提案,1000.0,2020-04-13
o5e72eb3cde011,南京科研服务社,任务编号：845463,专业代笔,200.0,2020-03-19
o5dd75538a3a77,竹迹工作室,任务编号：844022,宣传策划,250.0,2020-03-14
o5de7c25eba129,南京科研服务社,任务编号：842767,百科/问答撰写,300.0,2020-03-10
o5e61dd119174d,撰文阁,任务编号：841502,专业代笔,150.0,2020-03-06
chtf5023,竹迹工作室,任务编号：839399,专业代笔,500.0,2020-02-27
北京道安科技,亿帆文创,任务编号：820935,宣传策划,280.0,2019-12-19
k1795****23,映善中国,任务编号：822990,宣传策划,600.0,2019-12-18
chenquanying,o5dd3e23b49101,任务编号：813818,编辑校对,100.0,2019-11-19
o5dcf93ce013e6,利宏营销策划,任务编号：813035,宣传策划,800.0,2019-11-16
o5bf4a3b86f114,映善中国,任务编号：809454,宣传策划,2000.0,2019-11-05
k5776****65,利宏营销策划,任务编号：807458,商业提案,800.0,2019-10-29
k5884****40,言成信网络工作室【cqycxin_com】⬅微,任务编号：802763,产品卖点,800.0,2019-10-15
k5527****88,光影品牌策划,任务编号：800758,商业提案,4000.0,2019-10-09
吴清玄,利宏营销策划,任务编号：794143,宣传策划,800.0,2019-09-16
云过无烟,利宏营销策划,任务编号：793736,商业提案,3000.0,2019-09-14
xyzshi,天府互联/四川天虎互联科技有限公司,任务编号：791469,百科/问答撰写,3000.0,2019-09-06
o5d6e44d5d8ab8,慕容网络,任务编号：790407,专业代笔,300.0,2019-09-03
o5d634d0e865af,慕容网络,任务编号：787119,专业代笔,800.0,2019-08-26
o59a51bb85a7de,言成信网络工作室【cqycxin_com】⬅微,任务编号：784186,专业代笔,240.0,2019-08-17
o5d287b6c6efdc,慕容网络,任务编号：778061,专业代笔,400.0,2019-07-31
o5d2c623d534c9,慕容网络,任务编号：771902,专业代笔,800.0,2019-07-15
k8808****40,利宏营销策划,任务编号：770467,宣传策划,400.0,2019-07-11
互联,利宏营销策划,任务编号：767203,营销推广软文,500.0,2019-07-03
k6021****86,利宏营销策划,任务编号：766191,宣传策划,288.0,2019-07-01
表嫂当厨,yh604291518,任务编号：763143,营销推广软文,500.0,2019-06-24
lala303,利宏营销策划,任务编号：751332,品牌故事,1000.0,2019-05-24
chtf5023,参知政事府,任务编号：750185,专业代笔,500.0,2019-05-22
o5cd4c76a0b945,猫诣广告传媒有限公司,任务编号：745202,产品卖点,450.0,2019-05-10
瑶十亿,光影品牌策划,任务编号：744605,专业代笔,800.0,2019-05-08
lala303,腾际品牌管理,任务编号：743998,品牌故事,1000.0,2019-05-07
o5c9ad83bdcf80,o5cacc87bc7b8d,任务编号：739559,营销推广软文,1800.0,2019-04-25
o5c4b423f48e49,光影品牌策划,任务编号：739008,商业提案,700.0,2019-04-24
o5c26****597a2,沐米的异想,任务编号：732194,宣传策划,800.0,2019-04-09
o5ca6de491049f,飔逸创意工作室,任务编号：731003,专业代笔,700.0,2019-04-05
西毒,广州叁人间广告传媒有限公司,任务编号：729918,产品卖点,300.0,2019-04-02
o5ca1e3a5a3c13,腾际品牌管理,任务编号：729375,宣传策划,300.0,2019-04-01
o5c9dbc86a8d84,杜尚丨中洲域设计影视工作室,任务编号：728601,编辑校对,3000.0,2019-03-30
k4731****88,光影品牌策划,任务编号：722467,商业提案,1000.0,2019-03-27
o59afce9f3e1e4,沐米的异想,任务编号：724370,宣传策划,500.0,2019-03-20
o5c4bd665cdcde,法律人在路上,任务编号：720635,营销推广软文,100.0,2019-03-12
mf139****3077,光影品牌策划,任务编号：715751,商业提案,800.0,2019-02-28
mf156****1114,光影品牌策划,任务编号：714981,宣传策划,500.0,2019-02-27
o5c4bd665cdcde,芝麻酱,任务编号：710202,专业代笔,100.0,2019-02-12
o5c10d61b9bc84,金芭蕉文案服务工作室,任务编号：692127,专业代笔,1100.0,2018-12-12
o5a93b6b6ce552,金芭蕉文案服务工作室,任务编号：691950,宣传策划,1000.0,2018-12-12
kjgs14BC,白刺猬工作室,任务编号：685014,产品卖点,1500.0,2018-11-23
分享券,helijing,任务编号：672789,营销推广软文,400.0,2018-10-22
k1203****21,利宏营销策划,任务编号：669878,宣传策划,500.0,2018-10-17
o5bc06e7d08719,mijunjie8的商铺,任务编号：669420,营销推广软文,100.0,2018-10-12
o5b92296e2d6be,猫诣广告传媒有限公司,任务编号：667178,宣传策划,500.0,2018-10-07
o5b92296e2d6be,猫诣广告传媒有限公司,任务编号：665439,宣传策划,500.0,2018-09-29
o5b92296e2d6be,猫诣广告传媒有限公司,任务编号：663666,产品卖点,500.0,2018-09-25
o5ba6e88929cdb,泰安尚水文化传媒有限公司,任务编号：663207,专业代笔,800.0,2018-09-23
yantingji,云起轩工作室,任务编号：662575,编辑校对,600.0,2018-09-21
o5ba07c96510a2,灯盏细辛,任务编号：661439,宣传策划,100.0,2018-09-18
o5b9720b0a8ddd,利宏营销策划,任务编号：658796,产品卖点,1500.0,2018-09-11
o5b92296e2d6be,泰安尚水文化传媒有限公司,任务编号：657743,产品卖点,500.0,2018-09-07
o5b2b7eec32d89,智慧诚心,任务编号：650377,宣传策划,600.0,2018-08-18
o5b44****9d611,金芭蕉文案服务工作室,任务编号：640314,其他内容创作,1000.0,2018-07-23
k3670****55,金芭蕉文案服务工作室,任务编号：638714,产品卖点,300.0,2018-07-19
k1076****22,广州观远文化,任务编号：638141,宣传策划,100.0,2018-07-17
o5b2c67b52960e,智通策划文案,任务编号：637908,宣传策划,700.0,2018-07-16
o5b48b2b6d68e4,泰安尚水文化传媒有限公司,任务编号：636919,营销推广软文,400.0,2018-07-14
无常游,云起轩工作室,任务编号：632417,商业提案,2000.0,2018-07-02
baidushengzhe,智通策划文案,任务编号：627473,产品卖点,1000.0,2018-06-19
冷漠如雪,泰安尚水文化传媒有限公司,任务编号：627453,文学创作,500.0,2018-06-19
long1982,泰安尚水文化传媒有限公司,任务编号：625686,商业提案,700.0,2018-06-13
o5b124ee9577d7,传奇网络软件开发,任务编号：621562,软文发布,250.0,2018-06-02
信天游009,智通策划文案,任务编号：621243,产品卖点,298.0,2018-06-01
mf135****9903,泰安尚水文化传媒有限公司,任务编号：619735,商业提案,500.0,2018-05-29
o5b03f496e8da9,智通策划文案,任务编号：617012,百科/问答撰写,168.0,2018-05-22
chdzh,云起轩工作室,任务编号：614044,商业提案,3000.0,2018-05-15
cambridge,智通策划文案,任务编号：613562,宣传策划,1250.0,2018-05-14
o5af3b010ea872,一悦企划,任务编号：612011,项目策划,800.0,2018-05-10
将心比心94,开罗和罗马,任务编号：608252,宣传策划,300.0,2018-04-29
o5ae51eeeba9e9,求精求细求实,任务编号：608263,宣传策划,150.0,2018-04-29
德鲁uncle,千军万马,任务编号：607957,宣传策划,200.0,2018-04-28
白神1995,尚可爱惜,任务编号：606946,文学创作,100.0,2018-04-26
o5ad1c9acde3f9,猫诣广告传媒有限公司,任务编号：602522,品牌故事,1000.0,2018-04-14
o5aab1faf60042,云思创意,任务编号：599133,宣传策划,1000.0,2018-04-05
一只拉风的猫,猫诣广告传媒有限公司,任务编号：597105,商业提案,5000.0,2018-03-30
k6495****00,顶真品牌策略设计,任务编号：594798,产品卖点,260.0,2018-03-26
o5a6a8a708999b,一起搞品牌策划  QQ  3370528179,任务编号：577784,品牌故事,2500.0,2018-01-26
mf159****0137,思睿观通创融服务,任务编号：569616,宣传策划,200.0,2018-01-03
k3649****31,威客阿D-软文新闻稿文案设计品牌推广,任务编号：560929,宣传策划,400.0,2017-12-08
一品通无忧,商务工作室,任务编号：559889,宣传策划,600.0,2017-12-04
o59e42a8011e32,紫彧营销咨询机构,任务编号：558827,宣传策划,1000.0,2017-12-01
hangery,思睿观通创融服务,任务编号：553607,商业提案,500.0,2017-11-15
o580b0945aa37f,紫彧营销咨询机构,任务编号：551175,宣传策划,1000.0,2017-11-07
chazi,专利代写,任务编号：550078,商业提案,2000.0,2017-11-03
mf153****7555,紫彧营销咨询机构,任务编号：549329,宣传策划,200.0,2017-11-01
o59dc8406d293c,mijunjie8的商铺,任务编号：542696,宣传策划,100.0,2017-10-12
天界涅槃,紫彧营销咨询机构,任务编号：541963,宣传策划,2000.0,2017-10-10
mf159****8368,威客阿D-软文新闻稿文案设计品牌推广,任务编号：541670,宣传策划,600.0,2017-10-09
franco85,B&G knowledge.(比格知识工作室),任务编号：540939,宣传策划,300.0,2017-10-05
天界涅槃,紫彧营销咨询机构,任务编号：539840,宣传策划,300.0,2017-09-29
zhwebs,殊同品牌策划设计,任务编号：539728,商业提案,800.0,2017-09-28
一品通无忧,戴小烦的字铺子,任务编号：539062,宣传策划,800.0,2017-09-27
o597a9e6c20fac,B&G knowledge.(比格知识工作室),任务编号：538548,宣传策划,200.0,2017-09-25
爱投易贷,B&G knowledge.(比格知识工作室),任务编号：538534,宣传策划,200.0,2017-09-25
o595902bbcbcec,liszky,任务编号：538258,专业代笔,8000.0,2017-09-24
o59c71187cab2e,奕辰文化,任务编号：538127,宣传策划,1000.0,2017-09-24
o59c23864c290e,猫诣广告传媒有限公司,任务编号：537106,宣传策划,450.0,2017-09-20
聚材通,殊同品牌策划设计,任务编号：534943,文学创作,500.0,2017-09-14
o59b733242a5b1,殊同品牌策划设计,任务编号：534497,宣传策划,300.0,2017-09-13
k5991****28,柒叁文化传媒有限公司,任务编号：534013,宣传策划,1000.0,2017-09-12
四海宜居,猫诣广告传媒有限公司,任务编号：532938,宣传策划,1900.0,2017-09-07
o59ae1d411c652,杰做,任务编号：532087,商业提案,888.0,2017-09-05
wydbz,思睿观通创融服务,任务编号：532095,商业提案,3000.0,2017-09-05
一品通无忧,殊同品牌策划设计,任务编号：531917,产品卖点,180.0,2017-09-04
o59a7970d0e9f3,紫彧营销咨询机构,任务编号：530821,专业代笔,500.0,2017-08-31
MrRaindrop,金融地产文案写作,任务编号：530812,专业代笔,6000.0,2017-08-31
k6853****29,思创聚意堂,任务编号：530344,产品卖点,1000.0,2017-08-30
shandongdavid,B&G knowledge.(比格知识工作室),任务编号：530522,宣传策划,300.0,2017-08-30
mf139****2539,思睿观通创融服务,任务编号：529715,商业提案,3000.0,2017-08-28
liszky,o59506f696af3e,任务编号：529071,宣传策划,7500.0,2017-08-25
weishengwl,宇欣文传,任务编号：529054,软文发布,300.0,2017-08-25
o595902bbcbcec,o59506f696af3e,任务编号：528122,专业代笔,8500.0,2017-08-22
liszky,o595902bbcbcec,任务编号：527465,产品卖点,4800.0,2017-08-20
o5995****33115,B&G knowledge.(比格知识工作室),任务编号：526928,宣传策划,200.0,2017-08-17
longgexing,思睿观通创融服务,任务编号：526848,商业提案,500.0,2017-08-17
o59952b0c29d29,紫彧营销咨询机构,任务编号：526822,宣传策划,500.0,2017-08-17
o596d7bd792e5c,乐心文策工作室 187-6845-9100,任务编号：526249,商业提案,1500.0,2017-08-15
robert408,思睿观通创融服务,任务编号：525969,商业提案,2000.0,2017-08-14
老罗00,紫彧营销咨询机构,任务编号：524582,宣传策划,4000.0,2017-08-09
大棚,o595902bbcbcec,任务编号：520539,软文发布,6450.0,2017-07-27
yangxiansheng2,杰斯设计工作室,任务编号：519899,宣传策划,7000.0,2017-07-25
大棚,o59506f696af3e,任务编号：519822,商业提案,3800.0,2017-07-24
大棚,liszky,任务编号：519850,宣传策划,8600.0,2017-07-25
大棚,o595902bbcbcec,任务编号：519666,商业提案,4600.0,2017-07-24
wangwen7977,思睿观通创融服务,任务编号：519420,商业提案,1000.0,2017-07-23
mf862****73,殊同品牌策划设计,任务编号：519075,宣传策划,200.0,2017-07-21
大棚,o595902bbcbcec,任务编号：518292,商业提案,9000.0,2017-07-18
迎着朝阳前进,思睿观通创融服务,任务编号：516030,商业提案,4000.0,2017-07-10
o5950e0bb32423,B&G knowledge.(比格知识工作室),任务编号：516007,商业提案,500.0,2017-07-10
大棚,liszky,任务编号：514049,软文发布,8500.0,2017-07-02
一品通无忧,一起搞品牌策划  QQ  3370528179,任务编号：513454,宣传策划,600.0,2017-06-29
o5936ba0664e38,紫彧营销咨询机构,任务编号：511630,宣传策划,500.0,2017-06-22
o58e703b8e8688,纳焱传媒,任务编号：511089,宣传策划,300.0,2017-06-20
o5904b1a5aa163,B&G knowledge.(比格知识工作室),任务编号：510753,宣传策划,150.0,2017-06-19
o590974a15799a,纳焱传媒,任务编号：507641,商业提案,2000.0,2017-06-07
mf180****0301,安建大创意小组,任务编号：507118,宣传策划,150.0,2017-06-05
franson,韶华shaohua,任务编号：507003,宣传策划,150.0,2017-06-04
o592bfbd72ef1d,杰斯设计工作室,任务编号：506238,品牌故事,100.0,2017-05-31
k4951****88,思睿观通创融服务,任务编号：499774,商业提案,3000.0,2017-05-28
o592834df5118d,B&G knowledge.(比格知识工作室),任务编号：505168,宣传策划,100.0,2017-05-26
Sandm_,泰安尚水文化传媒有限公司,任务编号：505116,宣传策划,400.0,2017-05-26
mf188****0148,女战士小N,任务编号：502746,宣传策划,400.0,2017-05-18
o5911****42911,思睿观通创融服务,任务编号：499786,商业提案,1600.0,2017-05-09
mf150****8890,飞天文化,任务编号：499704,其他,150.0,2017-05-09
o58a91b6f8953e,B&G knowledge.(比格知识工作室),任务编号：498862,产品卖点,400.0,2017-05-06
