需求方,设计师,任务编号,能力标签,交易价格,发布时间
cdjkingboy,阿瑞营销推广工作室,任务编号：936918,产品卖点,500.0,2021-05-27
vitorru,腾际品牌管理,任务编号：935133,商业提案,4000.0,2021-05-18
非比寻长,北京幻视互娱,任务编号：933510,专业代笔,150.0,2021-05-08
liao_shijianjidi,南京科研服务社,任务编号：931067,文学创作,5900.0,2021-04-22
朝阳007,北京幻视互娱,任务编号：930129,营销推广软文,100.0,2021-04-17
o5e86****48bfd,阿瑞营销推广工作室,任务编号：927769,宣传策划,200.0,2021-04-03
k8618****56,96元创商业文案策划,任务编号：926611,宣传策划,1600.0,2021-03-29
vitorru,利宏营销策划,任务编号：926156,宣传策划,1920.0,2021-03-25
liao_shijianjidi,南京科研服务社,任务编号：925676,专业代笔,1000.0,2021-03-23
liao_shijianjidi,南京科研服务社,任务编号：925673,专业代笔,1000.0,2021-03-23
ty750****,南京科研服务社,任务编号：924268,专业代笔,200.0,2021-03-15
vitorru,工厚研究院,任务编号：921570,商业提案,1400.0,2021-03-01
vitorru,工厚研究院,任务编号：917669,商业提案,600.0,2021-01-27
o5d78632bb4b94,吉林长春旭昱昇品牌设计有限公司,任务编号：913715,专业代笔,200.0,2021-01-06
vitorru,竹迹工作室,任务编号：912843,宣传策划,1350.0,2020-12-31
vitorru,初创网络传媒有限公司,任务编号：910302,宣传策划,330.0,2020-12-16
o5f6d607cb1281,初创网络传媒有限公司,任务编号：910083,产品卖点,1000.0,2020-12-15
vitorru,利宏营销策划,任务编号：902138,商业提案,4800.0,2020-11-02
o5f94f7916a8f6,创优咨询策划,任务编号：900530,专业代笔,200.0,2020-10-25
o5f7c53af9a97d,南京科研服务社,任务编号：899939,专业代笔,600.0,2020-10-22
o5f8977b33c63b,壹品伯爵设计工作室,任务编号：898984,专业代笔,100.0,2020-10-16
厦门银固美,映善中国,任务编号：895812,商业提案,5000.0,2020-09-29
vitorru,利宏营销策划,任务编号：894914,宣传策划,2000.0,2020-09-25
vitorru,利宏营销策划,任务编号：888325,宣传策划,28500.0,2020-08-27
o5f3c78ac2ce06,乐心文策工作室 187-6845-9100,任务编号：886335,宣传策划,200.0,2020-08-19
ronghui818,亿帆文创,任务编号：885997,商业提案,3200.0,2020-08-18
o5ef990d261fb9,乐心文策工作室 187-6845-9100,任务编号：884116,产品卖点,250.0,2020-08-10
英俊哥,慕容网络,任务编号：882442,专业代笔,600.0,2020-08-03
vitorru,利宏营销策划,任务编号：880142,商业提案,2900.0,2020-07-23
jj331****,九层工作室,任务编号：878223,产品卖点,1000.0,2020-07-16
夏叶,利宏营销策划,任务编号：878127,百科/问答撰写,1000.0,2020-07-15
o5f0af416e1f43,最认真的露露,任务编号：877252,专业代笔,100.0,2020-07-13
o5ec248f0412cd,乐心文策工作室 187-6845-9100,任务编号：876206,宣传策划,150.0,2020-07-08
k3395****36,乐心文策工作室 187-6845-9100,任务编号：876200,宣传策划,850.0,2020-07-08
o5edf303463ba3,慕容网络,任务编号：869016,专业代笔,200.0,2020-06-09
武汉反光镜影视传媒有限公司,乐心文策工作室 187-6845-9100,任务编号：867823,宣传策划,400.0,2020-06-05
dayuep,利宏营销策划,任务编号：867125,营销推广软文,3600.0,2020-06-03
dayuep,利宏营销策划,任务编号：867130,宣传策划,3820.0,2020-06-03
dayuep,利宏营销策划,任务编号：867121,商业提案,3980.0,2020-06-03
o5ed0bda215022,利宏营销策划,任务编号：865931,专业代笔,500.0,2020-05-29
o5ebeacd88247d,利宏营销策划,任务编号：862078,产品卖点,1000.0,2020-05-27
o5ecb413fb4dc3,竹迹工作室,任务编号：864334,商业提案,1000.0,2020-05-25
o5ec92dbe894db,南京科研服务社,任务编号：864012,专业代笔,400.0,2020-05-24
o5ec115c8ba417,丁达尔工作室,任务编号：862517,文学创作,300.0,2020-05-19
liao_shijianjidi,南京科研服务社,任务编号：862337,专业代笔,1000.0,2020-05-18
liao_shijianjidi,南京科研服务社,任务编号：862334,文学创作,1000.0,2020-05-18
liao_shijianjidi,南京科研服务社,任务编号：861508,专业代笔,1000.0,2020-05-15
o5ebcbc1bc66fd,南京科研服务社,任务编号：861225,专业代笔,500.0,2020-05-14
vitorru,利宏营销策划,任务编号：860819,宣传策划,1200.0,2020-05-13
o5eaaacf3f09fb,利宏营销策划,任务编号：860490,宣传策划,1000.0,2020-05-12
阿诺自选式,九层工作室,任务编号：859782,专业代笔,800.0,2020-05-09
驿站123,利宏营销策划,任务编号：859290,宣传策划,500.0,2020-05-08
yyddf666,慕容网络,任务编号：855488,专业代笔,500.0,2020-04-23
k9873****11,利宏营销策划,任务编号：852751,宣传策划,300.0,2020-04-14
云飞扬2019,竹迹工作室,任务编号：848244,产品卖点,4000.0,2020-03-28
vitorru,拙朴品牌营销,任务编号：847900,宣传策划,1200.0,2020-03-27
vitorru,利宏营销策划,任务编号：847778,商业提案,1000.0,2020-03-27
o5e6f42727d6e3,南京科研服务社,任务编号：846858,专业代笔,1000.0,2020-03-24
o5e1c863de9f56,利宏营销策划,任务编号：846624,商业提案,1000.0,2020-03-23
o5e748a88bf9f5,南京科研服务社,任务编号：845976,专业代笔,800.0,2020-03-20
o5e6f4a5b44650,南京科研服务社,任务编号：844577,专业代笔,100.0,2020-03-16
o5e6cb6e825965,南京科研服务社,任务编号：844024,营销推广软文,100.0,2020-03-15
vitorru,利宏营销策划,任务编号：843612,商业提案,1800.0,2020-03-13
k8559****66,竹迹工作室,任务编号：840646,商业提案,3000.0,2020-03-03
vitorru,利宏营销策划,任务编号：836770,宣传策划,500.0,2020-02-17
vitorru,云起轩工作室,任务编号：836198,商业提案,3800.0,2020-02-14
vitorru,光影品牌策划,任务编号：835243,商业提案,5000.0,2020-02-11
k1203****21,亿帆文创,任务编号：833518,宣传策划,900.0,2020-01-30
vitorru,利宏营销策划,任务编号：831668,商业提案,2000.0,2020-01-15
o5e096c72e91ca,壹鑫品牌设计,任务编号：826865,营销推广软文,588.0,2019-12-30
vitorru,利宏营销策划,任务编号：824540,商业提案,1800.0,2019-12-23
k7887****89,亿帆文创,任务编号：823566,商业提案,1500.0,2019-12-19
o5b345d5c694b3,光影品牌策划,任务编号：820437,产品卖点,500.0,2019-12-10
coolyouyu,光影品牌策划,任务编号：809190,商业提案,6500.0,2019-11-04
o5d6ccd44bf4ef,整点设计,任务编号：806521,宣传策划,298.0,2019-10-26
Tank86,光影品牌策划,任务编号：805134,商业提案,5000.0,2019-10-22
vitorru,光影品牌策划,任务编号：802512,宣传策划,5000.0,2019-10-14
vitorru,利宏营销策划,任务编号：800777,商业提案,1500.0,2019-10-09
清风拂面禅,紫彧营销咨询机构,任务编号：800314,项目策划,4800.0,2019-10-08
vitorru,利宏营销策划,任务编号：800460,宣传策划,800.0,2019-10-08
o5d9695fe5ad01,慕容网络,任务编号：799694,文学创作,800.0,2019-10-05
cxhzhcxy,漠北视觉,任务编号：799410,专业代笔,500.0,2019-10-01
vitorru,利宏营销策划,任务编号：795745,商业提案,1500.0,2019-09-20
糖果Sir,智慧诚心,任务编号：793409,专业代笔,360.0,2019-09-12
yitong111,光影品牌策划,任务编号：788411,商业提案,3800.0,2019-08-29
o59acb595b7185,良策工作室,任务编号：783899,品牌故事,1000.0,2019-08-16
小龙虾爱吃醋,言成信网络工作室【cqycxin_com】⬅微,任务编号：783836,宣传策划,200.0,2019-08-16
o5d00c9c24c7fb,言成信网络工作室【cqycxin_com】⬅微,任务编号：778677,文学创作,100.0,2019-08-02
baby1986,言成信网络工作室【cqycxin_com】⬅微,任务编号：778619,专业代笔,500.0,2019-08-02
o5ceb72f85e32b,言成信网络工作室【cqycxin_com】⬅微,任务编号：778345,营销推广软文,100.0,2019-08-01
o5d00c9c24c7fb,言成信网络工作室【cqycxin_com】⬅微,任务编号：777174,文学创作,100.0,2019-07-29
o5d3c3bfcd233b,腾际品牌管理,任务编号：776726,宣传策划,200.0,2019-07-28
o5d00c9c24c7fb,慕容网络,任务编号：776309,文学创作,100.0,2019-07-26
白杏设计工作室,言成信网络工作室【cqycxin_com】⬅微,任务编号：772810,专业代笔,200.0,2019-07-17
o5ceb72f85e32b,言成信网络工作室【cqycxin_com】⬅微,任务编号：770915,营销推广软文,300.0,2019-07-12
o5d22f9e0690ca,言成信网络工作室【cqycxin_com】⬅微,任务编号：769506,专业代笔,300.0,2019-07-09
o5ceb5e3a3180a,慕容网络,任务编号：766892,专业代笔,100.0,2019-07-03
青丶木,王远阳的私人订制,任务编号：765985,宣传策划,150.0,2019-07-01
o5c4bd665cdcde,执笔有神,任务编号：765633,产品卖点,150.0,2019-06-29
黑皮印象,慕容网络,任务编号：765068,专业代笔,1000.0,2019-06-27
o5d14****754d9,映善中国,任务编号：764950,品牌故事,1000.0,2019-06-27
o5d0c48e6343b9,慕容网络,任务编号：762351,专业代笔,2600.0,2019-06-21
o5b44****9d611,淳客科技旗舰店,任务编号：761467,产品卖点,1000.0,2019-06-19
o5d0995fa8a114,利宏营销策划,任务编号：761338,营销推广软文,500.0,2019-06-19
o5d0654e4ab336,小橘子家,任务编号：760362,专业代笔,300.0,2019-06-17
o5cde0e765b85b,wwwzzz88,任务编号：759698,项目策划,200.0,2019-06-14
wxljun,yh604291518,任务编号：759470,产品卖点,200.0,2019-06-13
o5d01c9b07d674,西堂梦草,任务编号：759422,宣传策划,100.0,2019-06-13
o5ade8fc87467d,靠谱的丸子,任务编号：757114,商业提案,800.0,2019-06-08
o5cf2****59c67,开罗和罗马,任务编号：755868,专业代笔,100.0,2019-06-04
o5cf2256ab3340,慕容网络,任务编号：754930,专业代笔,100.0,2019-06-02
o5cdea1ea7e47d,利宏营销策划,任务编号：754337,产品卖点,3000.0,2019-05-31
o5cee3da226b59,紫彧营销咨询机构,任务编号：753605,宣传策划,400.0,2019-05-29
丸子苞,白刺猬工作室,任务编号：751325,宣传策划,500.0,2019-05-24
中诺文化传媒,晓文轩  文案,任务编号：750694,公司起名,150.0,2019-05-23
o570670e6ea49b,映善中国,任务编号：748725,广告策划,1000.0,2019-05-18
o5cdf6cd40aca9,一只文艺的柠檬,任务编号：748590,专业代笔,200.0,2019-05-18
o5cdbeb03bb895,腾际品牌管理,任务编号：747554,产品卖点,200.0,2019-05-15
中诺文化传媒,踏雪有痕,任务编号：747513,公司起名,150.0,2019-05-15
中诺文化传媒,o5cba90363c08a,任务编号：747403,公司起名,150.0,2019-05-15
诚兴网络服务,一只文艺的柠檬,任务编号：747016,专业代笔,100.0,2019-05-14
o5cd8dbcfa7af7,泣芙蓉以为殇,任务编号：746351,专业代笔,100.0,2019-05-13
o5a1c****48400,尚可爱惜,任务编号：739892,专业代笔,100.0,2019-04-26
杭州睿桦,SPRING工作室[商业计划][营销][设计],任务编号：739293,商业提案,1000.0,2019-04-25
k3790****00,利宏营销策划,任务编号：734533,宣传策划,500.0,2019-04-15
上海道航教育,紫彧营销咨询机构,任务编号：730364,宣传策划,1000.0,2019-04-03
shallyruru,专业文案冷先生,任务编号：730011,文学创作,200.0,2019-04-03
qq781****65,文鱼工作室,任务编号：725614,专业代笔,100.0,2019-03-24
Timland,sodora,任务编号：723854,专业代笔,100.0,2019-03-19
喵喵任务,蓝晶互联网,任务编号：723761,营销推广软文,100.0,2019-03-19
huyoo2018,杜尚丨中洲域设计影视工作室,任务编号：722026,产品卖点,1000.0,2019-03-15
归故里,利宏营销策划,任务编号：722413,营销推广软文,300.0,2019-03-16
o5b51ac24c7d86,一起搞品牌策划  QQ  3370528179,任务编号：718295,营销推广软文,300.0,2019-03-06
o5c7dda45a1ad1,光影品牌策划,任务编号：717486,商业提案,1000.0,2019-03-05
o5c77d2cce710d,米多米文案工作室,任务编号：715844,专业代笔,100.0,2019-02-28
o5c7497f3bd69d,Lananyang,任务编号：714576,专业代笔,200.0,2019-02-26
不问归期ui,千军万马,任务编号：713929,宣传策划,200.0,2019-02-24
o5c05953a04bfb,白夜文案,任务编号：713871,宣传策划,100.0,2019-02-24
vitorru,星购商贸,任务编号：713474,宣传策划,800.0,2019-02-22
zhuchunying,纳美创艺,任务编号：712174,文学创作,6000.0,2019-02-19
zhangjun0829,白夜文案,任务编号：709542,专业代笔,150.0,2019-02-10
vitorru,腾际品牌管理,任务编号：707969,宣传策划,3200.0,2019-01-29
o5c46d3e9c0c8b,腾际品牌管理,任务编号：705926,营销推广软文,200.0,2019-01-22
k6337****00,SHOW&TIME创意热店,任务编号：704731,产品卖点,800.0,2019-01-18
vitorru,利宏营销策划,任务编号：701046,宣传策划,8800.0,2019-01-08
shandongdavid,紫彧营销咨询机构,任务编号：699755,其他内容创作,1200.0,2019-01-04
k1203****21,利宏营销策划,任务编号：698816,宣传策划,4000.0,2019-01-02
o5c0f0ed463659,智通策划文案,任务编号：691588,文学创作,400.0,2018-12-11
saihao_1975,智通策划文案,任务编号：678815,宣传策划,700.0,2018-11-06
youvvyou,文章文案专业代写,任务编号：676446,专业代笔,100.0,2018-10-31
zhang7103,SHOW&TIME创意热店,任务编号：675754,宣传策划,500.0,2018-10-29
o563c888e02fc1,金芭蕉文案服务工作室,任务编号：675475,宣传策划,2000.0,2018-10-29
乾八方会销,白刺猬工作室,任务编号：675335,宣传策划,800.0,2018-10-28
郎哥,o5bba0913c7300,任务编号：674215,产品卖点,150.0,2018-10-25
o59b787b53d5fe,利宏营销策划,任务编号：661089,宣传策划,500.0,2018-09-17
x1985****285,利宏营销策划,任务编号：671589,产品卖点,960.0,2018-10-18
贝利2018,猫诣广告传媒有限公司,任务编号：667991,宣传策划,500.0,2018-10-09
o5ba26e10da9fc,金芭蕉文案服务工作室,任务编号：662124,专业代笔,300.0,2018-09-20
hui117715,一缕阳光520,任务编号：661031,软文发布,700.0,2018-09-17
驭网科技,明杨品牌策划,任务编号：658522,宣传策划,500.0,2018-09-10
o5b8c932853e9b,经略智成咨询,任务编号：656007,商业提案,3500.0,2018-09-03
金大地影视,o5b628da46c0c7,任务编号：653734,专业代笔,500.0,2018-08-27
o5b820a2caff6e,思睿观通创融服务,任务编号：653274,商业提案,2000.0,2018-08-26
o5b79079b24150,光影品牌策划,任务编号：651879,项目策划,5000.0,2018-08-22
秦唐映像丶,不二家的童初,任务编号：651215,文学创作,200.0,2018-08-20
vitorru,利宏营销策划,任务编号：650277,宣传策划,5000.0,2018-08-17
vitorru,利宏营销策划,任务编号：650276,宣传策划,3000.0,2018-08-17
vitorru,利宏营销策划,任务编号：650274,宣传策划,3000.0,2018-08-17
vitorru,利宏营销策划,任务编号：650272,宣传策划,3000.0,2018-08-17
o5b6ac94d793a3,金芭蕉文案服务工作室,任务编号：647001,专业代笔,300.0,2018-08-08
vitorru,金芭蕉文案服务工作室,任务编号：644232,宣传策划,600.0,2018-08-01
o5b58a10ccc815,泰安尚水文化传媒有限公司,任务编号：641556,专业代笔,200.0,2018-07-26
o5b226b688f030,泰安尚水文化传媒有限公司,任务编号：640950,商业提案,300.0,2018-07-24
huangzuchao,无忧致之,任务编号：639048,专业代笔,100.0,2018-07-19
vitorru,超体文化创意,任务编号：636449,宣传策划,20000.0,2018-07-12
o591eb1f3a5ec6,利宏营销策划,任务编号：635298,专业代笔,500.0,2018-07-10
宇和模具,智通策划文案,任务编号：634251,专业代笔,100.0,2018-07-07
o5b3f28db3e72d,智通策划文案,任务编号：634107,专业代笔,100.0,2018-07-06
o5b226b688f030,云起轩工作室,任务编号：631127,商业提案,2500.0,2018-06-29
tc001,利宏营销策划,任务编号：630274,宣传策划,500.0,2018-06-27
o5a10f338344fb,紫彧营销咨询机构,任务编号：626078,宣传策划,400.0,2018-06-14
yantingji,云起轩工作室,任务编号：625935,百科/问答撰写,1500.0,2018-06-14
tel13****88468,爱妈妈的店铺,任务编号：623855,产品卖点,200.0,2018-06-08
vitorru,光影品牌策划,任务编号：623492,宣传策划,500.0,2018-06-07
vitorru,译诚传媒,任务编号：619159,宣传策划,500.0,2018-05-28
o5afba24c95c08,智通策划文案,任务编号：614543,品牌故事,120.0,2018-05-16
vitorru,思睿观通创融服务,任务编号：612679,产品卖点,5000.0,2018-05-11
vitorru,光影品牌策划,任务编号：612576,宣传策划,200.0,2018-05-11
林林先生,智通策划文案,任务编号：611634,产品卖点,150.0,2018-05-09
佳城325,智通策划文案,任务编号：610764,专业代笔,500.0,2018-05-07
o5aacf19775b3d,o5aed55657f50d,任务编号：610211,文学创作,100.0,2018-05-05
shblueseo,开罗和罗马,任务编号：609206,宣传策划,600.0,2018-05-02
mf186****0957,智通策划文案,任务编号：608828,品牌故事,150.0,2018-05-01
vitorru,乐心文策工作室 187-6845-9100,任务编号：607693,宣传策划,500.0,2018-04-27
vitorru,乐心文策工作室 187-6845-9100,任务编号：607069,产品卖点,500.0,2018-04-26
o5ae12d8156acb,三失设计,任务编号：607044,产品卖点,300.0,2018-04-26
CHIXIN,紫彧营销咨询机构,任务编号：606959,宣传策划,200.0,2018-04-26
vitorru,乐心文策工作室 187-6845-9100,任务编号：606694,宣传策划,500.0,2018-04-25
忠坚力量,戴小烦的字铺子,任务编号：606647,宣传策划,800.0,2018-04-25
tvrfdso,楚楚文案工作室,任务编号：605748,专业代笔,100.0,2018-04-23
o5adb0a98b2179,紫彧营销咨询机构,任务编号：605196,产品卖点,2800.0,2018-04-22
o5ad8727b8041f,智通策划文案,任务编号：604508,文学创作,200.0,2018-04-19
