需求方,设计师,任务编号,能力标签,交易价格,发布时间
epjuan,B任务编号：487124,任务编号：487124,文学创作,10000.0,2017-03-27
mf187****3508,B任务编号：484055,任务编号：484055,生日祝福,500.0,2017-03-16
o58be6c7323c29,B任务编号：481351,任务编号：481351,纪念日祝福,501.0,2017-03-07
o58a41ba81ed92,B任务编号：476379,任务编号：476379,品牌故事,500.0,2017-02-17
勇敢的心520,B任务编号：472845,任务编号：472845,爱情表白,680.0,2017-02-03
song8708,B任务编号：470241,任务编号：470241,感恩回馈,500.0,2017-01-11
Leslie1020,B任务编号：469950,任务编号：469950,品牌故事,500.0,2017-01-09
天蝎冷寒风,B任务编号：465830,任务编号：465830,生日祝福,500.0,2016-12-20
孤狼0924,B任务编号：459761,任务编号：459761,生日祝福,500.0,2016-11-21
孤狼0924,B任务编号：456848,任务编号：456848,生日祝福,680.0,2016-11-08
mf155****8576,B任务编号：438975,任务编号：438975,爱情表白,500.0,2016-08-09
ipooqi,B任务编号：438637,任务编号：438637,百科/问答撰写,510.0,2016-08-06
破镜重圆,B任务编号：437094,任务编号：437094,生日祝福,500.0,2016-07-28
流照君也,B任务编号：436178,任务编号：436178,生日祝福,4980.0,2016-07-25
自由的我2012,B任务编号：435932,任务编号：435932,感恩回馈,2100.0,2016-07-23
纳兹的火焰,B任务编号：433057,任务编号：433057,感恩回馈,1000.0,2016-07-10
自由的我2012,B任务编号：430069,任务编号：430069,感恩回馈,1500.0,2016-06-26
纳兹的火焰,B任务编号：429944,任务编号：429944,感恩回馈,1000.0,2016-06-25
纳兹的火焰,B任务编号：426630,任务编号：426630,感恩回馈,550.0,2016-06-09
ipooqi,B任务编号：424343,任务编号：424343,百科/问答撰写,500.0,2016-05-28
fskj,B任务编号：423163,任务编号：423163,品牌起名,600.0,2016-05-23
epwkdxm,B任务编号：423101,任务编号：423101,软文发布,501.0,2016-05-23
mf185****3279,B任务编号：421434,任务编号：421434,软文发布,500.0,2016-05-13
o573138a14a21e,B任务编号：420613,任务编号：420613,道歉短信,500.0,2016-05-10
mf185****2503,B任务编号：420577,任务编号：420577,生日祝福,500.0,2016-05-10
自由的我2012,B任务编号：418043,任务编号：418043,感恩回馈,3200.0,2016-04-26
自由的我2012,B任务编号：417580,任务编号：417580,感恩回馈,1600.0,2016-04-23
纳兹的火焰,B任务编号：417496,任务编号：417496,感恩回馈,3000.0,2016-04-22
o568bd16a9877c,B任务编号：416840,任务编号：416840,感恩回馈,750.0,2016-04-19
jhj39****825,B任务编号：416268,任务编号：416268,生日祝福,500.0,2016-04-15
自由的我2012,B任务编号：410181,任务编号：410181,感恩回馈,2100.0,2016-03-16
自由的我2012,B任务编号：408635,任务编号：408635,感恩回馈,1200.0,2016-03-09
三只鹅,B任务编号：403833,任务编号：403833,生日祝福,500.0,2016-01-28
SHYSHYSHY,B任务编号：399875,任务编号：399875,软文发布,540.0,2016-01-04
SHYSHYSHY,B任务编号：399199,任务编号：399199,百科/问答撰写,500.0,2015-12-29
快赚998,B任务编号：398534,任务编号：398534,感恩回馈,1100.0,2015-12-25
ipooqi,B任务编号：387572,任务编号：387572,产品卖点,500.0,2015-10-26
mf133****2720,B任务编号：378847,任务编号：378847,品牌故事,1000.0,2015-09-10
三只鹅,B任务编号：379012,任务编号：379012,其他,600.0,2015-09-11
白首不分离,B任务编号：378747,任务编号：378747,生日祝福,500.0,2015-09-10
No312,B任务编号：375124,任务编号：375124,百科/问答撰写,510.0,2015-08-24
mf137****2792,B任务编号：376381,任务编号：376381,软文发布,600.0,2015-08-30
zzyoo8,B任务编号：376158,任务编号：376158,生日祝福,500.0,2015-08-29
孤狼0924,B任务编号：375655,任务编号：375655,生日祝福,501.0,2015-08-26
阿佑999,B任务编号：371339,任务编号：371339,其他,500.0,2015-08-07
wukaidk,B任务编号：367694,任务编号：367694,商业提案,1800.0,2015-07-21
wukaidk,B任务编号：361835,任务编号：361835,商业提案,2000.0,2015-06-24
热带王企鹅,B任务编号：358499,任务编号：358499,生日祝福,500.0,2015-06-08
mf186****7727,B任务编号：355699,任务编号：355699,软文发布,500.0,2015-05-26
wuling521,B任务编号：353587,任务编号：353587,软文发布,500.0,2015-05-17
leocraft,B任务编号：348358,任务编号：348358,百科/问答撰写,500.0,2015-04-24
leocraft,B任务编号：345527,任务编号：345527,百科/问答撰写,500.0,2015-04-12
Mr186****8535,B任务编号：342694,任务编号：342694,生日祝福,500.0,2015-04-02
南澳海岸线,B任务编号：339711,任务编号：339711,品牌故事,500.0,2015-03-22
88888,B任务编号：329838,任务编号：329838,品牌起名,500.0,2015-01-25
a2738****10,B任务编号：333687,任务编号：333687,生日祝福,500.0,2015-02-19
Felix125,B任务编号：333565,任务编号：333565,爱情表白,500.0,2015-02-16
mf153****4457,B任务编号：332898,任务编号：332898,爱情表白,501.0,2015-02-10
休闲哥,B任务编号：327010,任务编号：327010,文学创作,500.0,2015-01-10
epweike,B任务编号：326404,任务编号：326404,其他,3000.0,2015-01-07
epweike,B任务编号：325369,任务编号：325369,宣传策划,5400.0,2014-12-31
mf180****7112,B任务编号：322601,任务编号：322601,品牌故事,500.0,2014-12-17
o5486****530a3,B任务编号：320972,任务编号：320972,生日祝福,500.0,2014-12-09
任务易,B任务编号：320713,任务编号：320713,品牌故事,500.0,2014-12-08
方小鹏1,B任务编号：319894,任务编号：319894,生日祝福,100.0,2014-12-02
春去秋来yan,B任务编号：318433,任务编号：318433,生日祝福,100.0,2014-11-25
mf186****7365,B任务编号：317950,任务编号：317950,生日祝福,100.0,2014-11-22
xujianbo0308,B任务编号：317875,任务编号：317875,纪念日祝福,100.0,2014-11-22
慕汐,B任务编号：317514,任务编号：317514,生日祝福,100.0,2014-11-20
中国文笔峰,B任务编号：312900,任务编号：312900,道歉短信,100.0,2014-10-27
o5447c73ca6ed1,B任务编号：312162,任务编号：312162,爱情表白,198.0,2014-10-23
xxx222xxx,B任务编号：310339,任务编号：310339,生日祝福,100.0,2014-10-14
Twiggy1989,B任务编号：308238,任务编号：308238,软文发布,100.0,2014-09-28
要的就是信誉,B任务编号：308005,任务编号：308005,生日祝福,100.0,2014-09-26
xqj58****49,B任务编号：306537,任务编号：306537,爱情表白,100.0,2014-09-18
mf5411d73003d3e,B任务编号：305493,任务编号：305493,宣传策划,100.0,2014-09-12
o540a9fef66e5c,B任务编号：304615,任务编号：304615,纪念日祝福,200.0,2014-09-06
mf5403d3ae47e2b,B任务编号：303555,任务编号：303555,生日祝福,100.0,2014-09-01
女人是个形容词,B任务编号：303381,任务编号：303381,生日祝福,100.0,2014-08-29
迅捷修门保养公司,B任务编号：302829,任务编号：302829,软文发布,100.0,2014-08-27
迅捷修门保养公司,B任务编号：302823,任务编号：302823,软文发布,100.0,2014-08-27
迅捷修门保养公司,B任务编号：302826,任务编号：302826,软文发布,100.0,2014-08-27
a2738****10,B任务编号：302124,任务编号：302124,生日祝福,100.0,2014-08-22
Oobaozi,B任务编号：301288,任务编号：301288,纪念日祝福,100.0,2014-08-19
樟树的叶子,B任务编号：300944,任务编号：300944,软文发布,100.0,2014-08-15
迅捷修门保养公司,B任务编号：300597,任务编号：300597,软文发布,100.0,2014-08-13
o53e34268c62ed,B任务编号：299379,任务编号：299379,生日祝福,100.0,2014-08-07
dingyy1991,B任务编号：299194,任务编号：299194,生日祝福,100.0,2014-08-07
也U家的李,B任务编号：298295,任务编号：298295,爱情表白,100.0,2014-08-02
魏佳,B任务编号：298071,任务编号：298071,道歉短信,100.0,2014-08-01
樟树的叶子,B任务编号：298070,任务编号：298070,软文发布,100.0,2014-08-01
我们的路,B任务编号：298012,任务编号：298012,纪念日祝福,300.0,2014-07-31
o53d784a4538a1,B任务编号：297879,任务编号：297879,爱情表白,100.0,2014-07-31
mf53d****525868,B任务编号：297583,任务编号：297583,纪念日祝福,100.0,2014-07-30
s7429****7,B任务编号：297194,任务编号：297194,生日祝福,100.0,2014-07-28
song777,B任务编号：297297,任务编号：297297,软文发布,200.0,2014-07-28
fcjailybo,B任务编号：294780,任务编号：294780,生日祝福,100.0,2014-07-14
丿独爱丶,B任务编号：293518,任务编号：293518,生日祝福,100.0,2014-07-05
樟树的叶子,B任务编号：293212,任务编号：293212,软文发布,100.0,2014-07-03
sabrinakf,B任务编号：293193,任务编号：293193,爱情表白,100.0,2014-07-03
feisibeidun,B任务编号：291666,任务编号：291666,软文发布,100.0,2014-06-24
zptzxxc,B任务编号：290971,任务编号：290971,软文发布,200.0,2014-06-19
zdf42****418,B任务编号：289792,任务编号：289792,生日祝福,132.0,2014-06-11
o5382a619dbe42,B任务编号：289169,任务编号：289169,生日祝福,100.0,2014-06-07
Felix125,B任务编号：289153,任务编号：289153,生日祝福,100.0,2014-06-06
lumia,B任务编号：288483,任务编号：288483,生日祝福,100.0,2014-06-02
zzbb110,B任务编号：287891,任务编号：287891,生日祝福,100.0,2014-05-28
o5382a619dbe42,B任务编号：287523,任务编号：287523,生日祝福,100.0,2014-05-26
小鱼摆摆,B任务编号：286702,任务编号：286702,生日祝福,100.0,2014-05-20
llzc,B任务编号：286614,任务编号：286614,纪念日祝福,250.0,2014-05-19
幸福儿,B任务编号：285368,任务编号：285368,宣传策划,200.0,2014-05-11
llzc,B任务编号：286540,任务编号：286540,纪念日祝福,200.0,2014-05-19
蓝山俊睿,B任务编号：286469,任务编号：286469,爱情表白,100.0,2014-05-18
fangweiweb,B任务编号：285780,任务编号：285780,软文发布,105.0,2014-05-14
ningjingwen,B任务编号：284746,任务编号：284746,生日祝福,150.0,2014-05-07
双鱼工作室,B任务编号：284592,任务编号：284592,软文发布,100.0,2014-05-06
洛杉矶的杉,B任务编号：259308,任务编号：259308,软文发布,100.0,2014-04-26
小新哥,B任务编号：257884,任务编号：257884,生日祝福,200.0,2014-04-21
薄如蝉翼,B任务编号：254074,任务编号：254074,生日祝福,100.0,2014-03-27
yichenwjw,B任务编号：248148,任务编号：248148,爱情表白,100.0,2014-02-14
浪天笑,B任务编号：248104,任务编号：248104,爱情表白,150.0,2014-02-13
T17497,B任务编号：248023,任务编号：248023,爱情表白,198.0,2014-02-13
yxz888,B任务编号：247829,任务编号：247829,编辑校对,200.0,2014-02-11
大汉大大,B任务编号：247251,任务编号：247251,爱情表白,100.0,2014-02-05
wenxiaochen,B任务编号：247004,任务编号：247004,生日祝福,100.0,2014-01-26
pengyu,B任务编号：245564,任务编号：245564,生日祝福,100.0,2014-01-14
无处藏身,B任务编号：244347,任务编号：244347,软文发布,100.0,2014-01-03
蓝山俊睿,B任务编号：244162,任务编号：244162,生日祝福,100.0,2014-01-02
