需求方,设计师,任务编号,能力标签,交易价格,发布时间
qq168****869,B任务编号：578398,任务编号：578398,游戏代练,500.0,2018-01-28
mf53c75c33df3a0,B任务编号：578539,任务编号：578539,游戏代练,550.0,2018-01-29
mf53c75c33df3a0,B任务编号：577926,任务编号：577926,游戏其他,750.0,2018-01-26
mf53c75c33df3a0,B任务编号：571553,任务编号：571553,游戏其他,1050.0,2018-01-09
十年信誉,B任务编号：571367,任务编号：571367,游戏代练,1200.0,2018-01-08
三只鹅,B任务编号：570063,任务编号：570063,游戏代练,500.0,2018-01-04
mf188****3298,B任务编号：566913,任务编号：566913,游戏其他,500.0,2017-12-25
十年信誉,B任务编号：566143,任务编号：566143,游戏其他,720.0,2017-12-22
w5452****2,B任务编号：560624,任务编号：560624,游戏其他,500.0,2017-12-06
qq168****869,B任务编号：559165,任务编号：559165,游戏其他,500.0,2017-12-02
qq168****869,B任务编号：554232,任务编号：554232,游戏其他,500.0,2017-11-16
yekk2006,B任务编号：551773,任务编号：551773,游戏其他,500.0,2017-11-08
qq168****869,B任务编号：548867,任务编号：548867,游戏其他,500.0,2017-10-30
三只鹅,B任务编号：548863,任务编号：548863,游戏代练,500.0,2017-10-30
qq168****869,B任务编号：545963,任务编号：545963,游戏其他,500.0,2017-10-21
o5955b35855e75,B任务编号：541127,任务编号：541127,游戏其他,500.0,2017-10-07
qq168****869,B任务编号：542281,任务编号：542281,游戏其他,500.0,2017-10-11
o5955b35855e75,B任务编号：541124,任务编号：541124,游戏其他,500.0,2017-10-07
mf135****1264,B任务编号：535731,任务编号：535731,游戏代练,27620.0,2017-09-16
mf150****8789,B任务编号：535449,任务编号：535449,游戏代练,1000.0,2017-09-15
mf53c75c33df3a0,B任务编号：533758,任务编号：533758,游戏其他,500.0,2017-09-11
qq168****869,B任务编号：531988,任务编号：531988,游戏其他,500.0,2017-09-05
qq168****869,B任务编号：531973,任务编号：531973,游戏代练,500.0,2017-09-04
mf135****1264,B任务编号：529925,任务编号：529925,游戏代练,2350.0,2017-08-28
mf135****1264,B任务编号：528041,任务编号：528041,游戏代练,1600.0,2017-08-22
mf135****1264,B任务编号：528599,任务编号：528599,游戏代练,3780.0,2017-08-23
mf135****1264,B任务编号：527855,任务编号：527855,游戏代练,1100.0,2017-08-21
mf135****1264,B任务编号：527535,任务编号：527535,游戏代练,900.0,2017-08-20
mf135****1264,B任务编号：527374,任务编号：527374,游戏代练,3400.0,2017-08-19
自由的我2012,B任务编号：527405,任务编号：527405,游戏其他,600.0,2017-08-20
mf135****1264,B任务编号：527215,任务编号：527215,游戏代练,3600.0,2017-08-18
lkk2cyl,B任务编号：526442,任务编号：526442,游戏其他,510.0,2017-08-16
mf135****1264,B任务编号：525982,任务编号：525982,游戏代练,6400.0,2017-08-14
mf135****1264,B任务编号：525672,任务编号：525672,游戏代练,2995.0,2017-08-13
mf135****1264,B任务编号：525371,任务编号：525371,游戏代练,4250.0,2017-08-12
mf135****1264,B任务编号：525248,任务编号：525248,游戏代练,2860.0,2017-08-11
mf135****1264,B任务编号：523910,任务编号：523910,游戏代练,500.0,2017-08-07
mf135****1264,B任务编号：523903,任务编号：523903,游戏代练,500.0,2017-08-07
mf135****1264,B任务编号：523429,任务编号：523429,游戏代练,900.0,2017-08-06
mf135****1264,B任务编号：523228,任务编号：523228,游戏代练,20725.0,2017-08-04
mf135****1264,B任务编号：522372,任务编号：522372,游戏代练,3000.0,2017-08-02
o597a9f33ae2a8,B任务编号：522572,任务编号：522572,游戏其他,600.0,2017-08-02
c3251****,B任务编号：522526,任务编号：522526,游戏其他,500.0,2017-08-02
qq168****869,B任务编号：522443,任务编号：522443,游戏其他,500.0,2017-08-02
qq168****869,B任务编号：522495,任务编号：522495,游戏代练,500.0,2017-08-02
mf135****1264,B任务编号：522195,任务编号：522195,游戏代练,2465.0,2017-08-01
mf135****1264,B任务编号：522050,任务编号：522050,游戏代练,7200.0,2017-08-01
mf135****1264,B任务编号：521478,任务编号：521478,游戏代练,3150.0,2017-07-30
mf135****1264,B任务编号：520820,任务编号：520820,游戏代练,4035.0,2017-07-27
mf135****1264,B任务编号：520172,任务编号：520172,游戏代练,11650.0,2017-07-25
mf135****1264,B任务编号：518542,任务编号：518542,游戏代练,11550.0,2017-07-19
自由的我2012,B任务编号：518314,任务编号：518314,游戏其他,600.0,2017-07-18
mf135****1264,B任务编号：517640,任务编号：517640,游戏代练,10355.0,2017-07-16
c3251****,B任务编号：517698,任务编号：517698,游戏其他,500.0,2017-07-16
mf135****1264,B任务编号：517591,任务编号：517591,游戏代练,12200.0,2017-07-16
mf135****1264,B任务编号：516278,任务编号：516278,游戏代练,4500.0,2017-07-10
mf135****1264,B任务编号：515776,任务编号：515776,游戏代练,500.0,2017-07-08
mf53c75c33df3a0,B任务编号：515580,任务编号：515580,游戏其他,550.0,2017-07-07
三只鹅,B任务编号：514718,任务编号：514718,游戏代练,600.0,2017-07-04
mf135****1264,B任务编号：514371,任务编号：514371,游戏代练,11725.0,2017-07-03
mf135****1264,B任务编号：514369,任务编号：514369,游戏代练,3875.0,2017-07-03
qq168****869,B任务编号：513881,任务编号：513881,游戏其他,500.0,2017-07-01
qq168****869,B任务编号：513895,任务编号：513895,游戏代练,500.0,2017-07-01
mf53c75c33df3a0,B任务编号：507089,任务编号：507089,游戏代练,550.0,2017-06-05
qq168****869,B任务编号：506701,任务编号：506701,游戏代练,500.0,2017-06-02
mf188****3298,B任务编号：506390,任务编号：506390,游戏其他,500.0,2017-06-01
qq168****869,B任务编号：505935,任务编号：505935,游戏其他,500.0,2017-05-30
纳兹的火焰,B任务编号：504577,任务编号：504577,游戏其他,500.0,2017-05-24
纳兹的火焰,B任务编号：501964,任务编号：501964,游戏其他,500.0,2017-05-16
qq168****869,B任务编号：501367,任务编号：501367,游戏代练,500.0,2017-05-14
qq168****869,B任务编号：501237,任务编号：501237,游戏代练,500.0,2017-05-13
qq168****869,B任务编号：501229,任务编号：501229,游戏代练,500.0,2017-05-13
qq168****869,B任务编号：501245,任务编号：501245,游戏其他,500.0,2017-05-13
qq168****869,B任务编号：501222,任务编号：501222,游戏其他,500.0,2017-05-13
三只鹅,B任务编号：499984,任务编号：499984,游戏其他,500.0,2017-05-10
纳兹的火焰,B任务编号：499834,任务编号：499834,游戏其他,600.0,2017-05-09
mf150****8789,B任务编号：498099,任务编号：498099,游戏其他,1000.0,2017-05-04
纳兹的火焰,B任务编号：497941,任务编号：497941,游戏其他,510.0,2017-05-04
qq168****869,B任务编号：497702,任务编号：497702,游戏代练,500.0,2017-05-03
qq168****869,B任务编号：496791,任务编号：496791,游戏其他,500.0,2017-04-29
zzw666,B任务编号：495705,任务编号：495705,游戏其他,600.0,2017-04-26
zzw666,B任务编号：492446,任务编号：492446,游戏其他,600.0,2017-04-14
qq168****869,B任务编号：490686,任务编号：490686,游戏代练,500.0,2017-04-09
qq168****869,B任务编号：487555,任务编号：487555,游戏其他,500.0,2017-03-29
qq168****869,B任务编号：480362,任务编号：480362,游戏代练,500.0,2017-03-04
纳兹的火焰,B任务编号：480322,任务编号：480322,游戏其他,500.0,2017-03-03
纳兹的火焰,B任务编号：477357,任务编号：477357,游戏其他,500.0,2017-02-21
qq168****869,B任务编号：472727,任务编号：472727,游戏代练,500.0,2017-02-02
qq168****869,B任务编号：471990,任务编号：471990,游戏其他,500.0,2017-01-21
纳兹的火焰,B任务编号：471805,任务编号：471805,游戏其他,500.0,2017-01-19
qq168****869,B任务编号：468478,任务编号：468478,游戏代练,500.0,2017-01-02
qq168****869,B任务编号：465996,任务编号：465996,游戏其他,500.0,2016-12-20
呜呜哒哒,B任务编号：454845,任务编号：454845,游戏其他,510.0,2016-10-31
qq168****869,B任务编号：452442,任务编号：452442,游戏其他,500.0,2016-10-21
qq168****869,B任务编号：446236,任务编号：446236,游戏代练,500.0,2016-09-15
o57c2f41c09e0c,B任务编号：442887,任务编号：442887,游戏其他,1500.0,2016-08-29
qq168****869,B任务编号：440251,任务编号：440251,游戏其他,500.0,2016-08-15
tywx124,B任务编号：439048,任务编号：439048,游戏其他,501.0,2016-08-09
mf53c75c33df3a0,B任务编号：438386,任务编号：438386,游戏其他,501.0,2016-08-05
自由的我2012,B任务编号：438420,任务编号：438420,游戏其他,2100.0,2016-08-05
纳兹的火焰,B任务编号：438118,任务编号：438118,游戏其他,1000.0,2016-08-03
tywx124,B任务编号：437664,任务编号：437664,游戏代练,501.0,2016-08-01
tywx124,B任务编号：437663,任务编号：437663,游戏其他,501.0,2016-08-01
自由的我2012,B任务编号：437412,任务编号：437412,游戏其他,2100.0,2016-07-31
自由的我2012,B任务编号：436682,任务编号：436682,游戏其他,2100.0,2016-07-27
纳兹的火焰,B任务编号：435785,任务编号：435785,游戏其他,1000.0,2016-07-22
tywx124,B任务编号：435456,任务编号：435456,游戏其他,501.0,2016-07-21
自由的我2012,B任务编号：434490,任务编号：434490,游戏其他,2100.0,2016-07-16
qq168****869,B任务编号：434434,任务编号：434434,游戏其他,500.0,2016-07-16
纳兹的火焰,B任务编号：433806,任务编号：433806,游戏其他,2000.0,2016-07-13
纳兹的火焰,B任务编号：433055,任务编号：433055,游戏其他,1000.0,2016-07-10
tywx124,B任务编号：432974,任务编号：432974,游戏其他,500.0,2016-07-09
qq168****869,B任务编号：432898,任务编号：432898,游戏其他,500.0,2016-07-09
tywx124,B任务编号：432424,任务编号：432424,游戏其他,500.0,2016-07-07
moonshen,B任务编号：432331,任务编号：432331,游戏其他,500.0,2016-07-06
mf53c75c33df3a0,B任务编号：431735,任务编号：431735,游戏其他,501.0,2016-07-04
tywx124,B任务编号：431464,任务编号：431464,游戏其他,510.0,2016-07-02
mf53c75c33df3a0,B任务编号：431207,任务编号：431207,游戏其他,501.0,2016-07-01
mf187****9071,B任务编号：429572,任务编号：429572,游戏代练,500.0,2016-06-23
tywx124,B任务编号：428438,任务编号：428438,游戏其他,510.0,2016-06-18
纳兹的火焰,B任务编号：426629,任务编号：426629,游戏其他,500.0,2016-06-09
三只鹅,B任务编号：426639,任务编号：426639,游戏其他,500.0,2016-06-09
xiaohuai123,B任务编号：425752,任务编号：425752,游戏其他,500.0,2016-06-04
mf181****4386,B任务编号：425598,任务编号：425598,游戏其他,510.0,2016-06-03
晚游平台,B任务编号：425097,任务编号：425097,游戏其他,500.0,2016-06-01
mf53c75c33df3a0,B任务编号：424415,任务编号：424415,游戏其他,510.0,2016-05-29
自由的我2012,B任务编号：424297,任务编号：424297,游戏其他,1000.0,2016-05-28
mf53c75c33df3a0,B任务编号：424081,任务编号：424081,游戏其他,510.0,2016-05-27
tywx124,B任务编号：423029,任务编号：423029,游戏其他,510.0,2016-05-22
d2846****30,B任务编号：422631,任务编号：422631,游戏其他,500.0,2016-05-20
mf53c75c33df3a0,B任务编号：421280,任务编号：421280,游戏其他,510.0,2016-05-13
xiaohuai123,B任务编号：421159,任务编号：421159,游戏其他,500.0,2016-05-12
晚游平台,B任务编号：420588,任务编号：420588,游戏其他,500.0,2016-05-10
mf188****3298,B任务编号：420513,任务编号：420513,游戏其他,510.0,2016-05-09
cjx1218,B任务编号：420301,任务编号：420301,游戏其他,510.0,2016-05-08
mf53c75c33df3a0,B任务编号：420150,任务编号：420150,游戏其他,501.0,2016-05-07
tywx124,B任务编号：419130,任务编号：419130,游戏其他,510.0,2016-05-01
淡淡幽兰香,B任务编号：419090,任务编号：419090,游戏其他,500.0,2016-05-01
快赚998,B任务编号：418731,任务编号：418731,游戏其他,1200.0,2016-04-29
三只鹅,B任务编号：418474,任务编号：418474,游戏其他,555.0,2016-04-27
mf53c75c33df3a0,B任务编号：417458,任务编号：417458,游戏其他,501.0,2016-04-22
cjx1218,B任务编号：417145,任务编号：417145,游戏其他,510.0,2016-04-20
tywx124,B任务编号：416787,任务编号：416787,游戏其他,510.0,2016-04-19
mf187****9071,B任务编号：415677,任务编号：415677,游戏代练,500.0,2016-04-13
三只鹅,B任务编号：415369,任务编号：415369,游戏其他,500.0,2016-04-11
tywx124,B任务编号：413730,任务编号：413730,游戏其他,510.0,2016-04-03
o560357ee454c2,B任务编号：413394,任务编号：413394,游戏其他,1000.0,2016-04-01
愤怒De粉色小裤衩,B任务编号：413342,任务编号：413342,游戏其他,1000.0,2016-03-31
三只鹅,B任务编号：412014,任务编号：412014,游戏其他,510.0,2016-03-25
愤怒De粉色小裤衩,B任务编号：410644,任务编号：410644,游戏其他,1000.0,2016-03-18
自由的我2012,B任务编号：410177,任务编号：410177,游戏其他,2100.0,2016-03-16
三只鹅,B任务编号：409966,任务编号：409966,游戏代练,500.0,2016-03-15
tywx124,B任务编号：409910,任务编号：409910,游戏其他,510.0,2016-03-15
mf187****9071,B任务编号：408863,任务编号：408863,游戏代练,500.0,2016-03-10
三只鹅,B任务编号：408658,任务编号：408658,游戏其他,500.0,2016-03-09
自由的我2012,B任务编号：408633,任务编号：408633,游戏其他,1100.0,2016-03-09
自由的我2012,B任务编号：407948,任务编号：407948,游戏其他,1000.0,2016-03-05
tywx124,B任务编号：407910,任务编号：407910,游戏代练,500.0,2016-03-05
mf188****3298,B任务编号：407783,任务编号：407783,游戏其他,1000.0,2016-03-04
愤怒De粉色小裤衩,B任务编号：407438,任务编号：407438,游戏其他,1000.0,2016-03-02
xiaohuai123,B任务编号：407064,任务编号：407064,游戏其他,500.0,2016-03-01
churfh,B任务编号：406910,任务编号：406910,游戏其他,510.0,2016-02-29
tywx124,B任务编号：406451,任务编号：406451,游戏其他,510.0,2016-02-25
三只鹅,B任务编号：406274,任务编号：406274,游戏代练,510.0,2016-02-24
三只鹅,B任务编号：405717,任务编号：405717,游戏其他,500.0,2016-02-21
mf53c75c33df3a0,B任务编号：404712,任务编号：404712,游戏其他,510.0,2016-02-15
自由的我2012,B任务编号：404619,任务编号：404619,游戏其他,1000.0,2016-02-14
tywx124,B任务编号：404387,任务编号：404387,游戏其他,510.0,2016-02-05
赚赚零钱,B任务编号：404250,任务编号：404250,游戏其他,500.0,2016-02-02
tywx124,B任务编号：403162,任务编号：403162,游戏其他,510.0,2016-01-24
卍鑫森淼焱垚卐,B任务编号：402277,任务编号：402277,游戏其他,500.0,2016-01-18
三只鹅,B任务编号：402245,任务编号：402245,游戏其他,500.0,2016-01-18
mf53c75c33df3a0,B任务编号：401932,任务编号：401932,游戏代练,510.0,2016-01-16
mf157****9055,B任务编号：401802,任务编号：401802,游戏其他,500.0,2016-01-15
tywx124,B任务编号：401119,任务编号：401119,游戏其他,510.0,2016-01-11
mf157****1901,B任务编号：400934,任务编号：400934,游戏其他,1500.0,2016-01-10
mf187****9071,B任务编号：400710,任务编号：400710,游戏其他,500.0,2016-01-08
孤舟寂水寒,B任务编号：400306,任务编号：400306,游戏其他,504.0,2016-01-06
自由的我2012,B任务编号：400038,任务编号：400038,游戏其他,650.0,2016-01-05
mf53c75c33df3a0,B任务编号：399879,任务编号：399879,游戏代练,510.0,2016-01-04
tywx124,B任务编号：399702,任务编号：399702,游戏其他,500.0,2016-01-02
lx194,B任务编号：399639,任务编号：399639,游戏其他,500.0,2016-01-01
mf53c75c33df3a0,B任务编号：399601,任务编号：399601,游戏其他,510.0,2016-01-01
churfh,B任务编号：399594,任务编号：399594,游戏其他,510.0,2016-01-01
churfh,B任务编号：399408,任务编号：399408,游戏其他,510.0,2015-12-30
千年蕾,B任务编号：399333,任务编号：399333,游戏其他,600.0,2015-12-30
mf188****3298,B任务编号：399263,任务编号：399263,游戏其他,1000.0,2015-12-30
xiaohuai123,B任务编号：399106,任务编号：399106,游戏其他,500.0,2015-12-29
mf53c75c33df3a0,B任务编号：399075,任务编号：399075,游戏其他,510.0,2015-12-29
快赚998,B任务编号：398703,任务编号：398703,游戏其他,550.0,2015-12-26
mf187****9071,B任务编号：398570,任务编号：398570,游戏其他,500.0,2015-12-25
三只鹅,B任务编号：398358,任务编号：398358,游戏其他,500.0,2015-12-24
mf53c75c33df3a0,B任务编号：397854,任务编号：397854,游戏其他,510.0,2015-12-21
tywx124,B任务编号：397577,任务编号：397577,游戏其他,510.0,2015-12-19
mf53c75c33df3a0,B任务编号：397048,任务编号：397048,游戏其他,510.0,2015-12-16
bian774,B任务编号：396839,任务编号：396839,游戏其他,600.0,2015-12-15
tywx124,B任务编号：396300,任务编号：396300,游戏其他,510.0,2015-12-11
三只鹅,B任务编号：396278,任务编号：396278,游戏其他,1000.0,2015-12-11
mf53c75c33df3a0,B任务编号：395701,任务编号：395701,游戏代练,510.0,2015-12-08
三只鹅,B任务编号：395516,任务编号：395516,游戏代练,510.0,2015-12-06
mf53c75c33df3a0,B任务编号：395130,任务编号：395130,游戏其他,510.0,2015-12-04
churfh,B任务编号：394727,任务编号：394727,游戏其他,510.0,2015-12-02
mf53c75c33df3a0,B任务编号：394646,任务编号：394646,游戏其他,510.0,2015-12-02
王月月,B任务编号：394289,任务编号：394289,游戏其他,501.0,2015-11-30
追忆流年网测团,B任务编号：394123,任务编号：394123,游戏其他,500.0,2015-11-28
tywx124,B任务编号：394067,任务编号：394067,游戏其他,500.0,2015-11-28
mf53c75c33df3a0,B任务编号：393105,任务编号：393105,游戏代练,510.0,2015-11-24
mf187****9071,B任务编号：392856,任务编号：392856,游戏其他,500.0,2015-11-23
三只鹅,B任务编号：391598,任务编号：391598,游戏其他,500.0,2015-11-16
mf53c75c33df3a0,B任务编号：391553,任务编号：391553,游戏其他,510.0,2015-11-16
晴空朝阳,B任务编号：391369,任务编号：391369,测试服务,500.0,2015-11-15
三只鹅,B任务编号：390845,任务编号：390845,游戏其他,500.0,2015-11-12
mf157****9055,B任务编号：390659,任务编号：390659,游戏代练,500.0,2015-11-11
mf151****7158,B任务编号：390142,任务编号：390142,游戏其他,600.0,2015-11-09
三只鹅,B任务编号：389685,任务编号：389685,游戏代练,1000.0,2015-11-05
mf151****7158,B任务编号：388875,任务编号：388875,游戏其他,600.0,2015-11-01
mf53c75c33df3a0,B任务编号：388805,任务编号：388805,游戏其他,510.0,2015-11-01
o560357ee454c2,B任务编号：387929,任务编号：387929,游戏其他,504.0,2015-10-28
churfh,B任务编号：387810,任务编号：387810,游戏其他,510.0,2015-10-27
mf151****7158,B任务编号：387088,任务编号：387088,游戏其他,600.0,2015-10-24
mf157****9055,B任务编号：385135,任务编号：385135,游戏代练,500.0,2015-10-15
o560357ee454c2,B任务编号：386067,任务编号：386067,游戏其他,504.0,2015-10-20
mf53c75c33df3a0,B任务编号：385847,任务编号：385847,游戏其他,510.0,2015-10-19
mf151****7158,B任务编号：385493,任务编号：385493,游戏其他,600.0,2015-10-16
mf53c75c33df3a0,B任务编号：383987,任务编号：383987,游戏其他,500.0,2015-10-10
mf151****7158,B任务编号：383681,任务编号：383681,游戏其他,600.0,2015-10-08
mf159****9689,B任务编号：383743,任务编号：383743,游戏其他,500.0,2015-10-09
三只鹅,B任务编号：383306,任务编号：383306,游戏其他,1000.0,2015-10-06
mf151****7158,B任务编号：382761,任务编号：382761,游戏其他,600.0,2015-09-30
mf53c75c33df3a0,B任务编号：382077,任务编号：382077,游戏其他,510.0,2015-09-26
tywx124,B任务编号：381905,任务编号：381905,游戏其他,500.0,2015-09-25
churfh,B任务编号：381854,任务编号：381854,游戏其他,510.0,2015-09-25
mf151****7158,B任务编号：381361,任务编号：381361,游戏其他,600.0,2015-09-22
mf157****9055,B任务编号：380453,任务编号：380453,游戏代练,500.0,2015-09-18
mf151****7158,B任务编号：379569,任务编号：379569,游戏其他,600.0,2015-09-14
mf159****9689,B任务编号：379009,任务编号：379009,游戏其他,500.0,2015-09-11
tywx124,B任务编号：377086,任务编号：377086,游戏其他,500.0,2015-09-02
钢铁侠3,B任务编号：376716,任务编号：376716,游戏其他,500.0,2015-08-31
tywx124,B任务编号：376378,任务编号：376378,游戏代练,500.0,2015-08-30
三只鹅,B任务编号：376322,任务编号：376322,游戏代练,500.0,2015-08-30
三只鹅,B任务编号：375205,任务编号：375205,游戏其他,1000.0,2015-08-25
churfh,B任务编号：375176,任务编号：375176,游戏其他,510.0,2015-08-25
mf53c75c33df3a0,B任务编号：373318,任务编号：373318,游戏其他,500.0,2015-08-17
tywx124,B任务编号：373176,任务编号：373176,游戏其他,500.0,2015-08-16
mf157****9055,B任务编号：372356,任务编号：372356,游戏代练,500.0,2015-08-13
mf186****2609,B任务编号：371565,任务编号：371565,游戏其他,500.0,2015-08-09
风之凌,B任务编号：371253,任务编号：371253,游戏代练,500.0,2015-08-07
mf157****9055,B任务编号：367981,任务编号：367981,游戏代练,500.0,2015-07-22
mf185****7158,B任务编号：365226,任务编号：365226,游戏其他,500.0,2015-07-09
mf157****9055,B任务编号：362080,任务编号：362080,游戏代练,500.0,2015-06-25
mf157****9055,B任务编号：354582,任务编号：354582,游戏代练,500.0,2015-05-21
leiziwudi,B任务编号：350758,任务编号：350758,游戏其他,500.0,2015-05-05
赚钱的孩子,B任务编号：349595,任务编号：349595,游戏其他,500.0,2015-04-29
dufeiganbadei,B任务编号：349039,任务编号：349039,游戏其他,500.0,2015-04-27
goldniche,B任务编号：347671,任务编号：347671,游戏其他,500.0,2015-04-21
mf157****9055,B任务编号：347081,任务编号：347081,游戏代练,500.0,2015-04-20
赚钱的孩子,B任务编号：346908,任务编号：346908,游戏其他,500.0,2015-04-18
mf157****9055,B任务编号：345897,任务编号：345897,游戏代练,500.0,2015-04-14
wy664****94,B任务编号：345317,任务编号：345317,游戏其他,501.0,2015-04-11
panqqii,B任务编号：342449,任务编号：342449,游戏其他,1100.0,2015-04-01
mf138****8315,B任务编号：338399,任务编号：338399,游戏其他,500.0,2015-03-17
人世游,B任务编号：337418,任务编号：337418,游戏其他,500.0,2015-03-14
mf180****7920,B任务编号：336066,任务编号：336066,游戏其他,500.0,2015-03-08
z70707,B任务编号：335147,任务编号：335147,游戏代练,500.0,2015-03-03
mf53c75c33df3a0,B任务编号：334885,任务编号：334885,游戏其他,500.0,2015-03-02
o54b8f81939a17,B任务编号：332501,任务编号：332501,游戏其他,500.0,2015-02-08
sd顺势,B任务编号：332446,任务编号：332446,游戏其他,500.0,2015-02-08
o54b8f81939a17,B任务编号：331168,任务编号：331168,游戏其他,500.0,2015-02-01
huaxiaoduo,B任务编号：330315,任务编号：330315,游戏其他,500.0,2015-01-27
天天网赚,B任务编号：328619,任务编号：328619,游戏其他,500.0,2015-01-18
sd顺势,B任务编号：328369,任务编号：328369,游戏其他,500.0,2015-01-16
mf155****5278,B任务编号：327216,任务编号：327216,游戏其他,500.0,2015-01-11
o548fc6f6ce978,B任务编号：322368,任务编号：322368,游戏其他,510.0,2014-12-16
epweike,B任务编号：322336,任务编号：322336,电商网站,3000.0,2014-12-16
