Year,Knowledge,Gap_Score,Top_Level,Avg_Level
2016,电商网站,0.005675919373547281,0.007912851659901902,0.0022369322863546206
2016,视觉冲击力,0.004973021592476458,0.011726993359865665,0.006753971767389207
2016,明快,0.004359535093004173,0.010887884883331048,0.006528349790326874
2016,网站开发,0.004131181669027585,0.0057593185483697665,0.0016281368793421812
2016,LOGO,0.0035274582465152637,0.007447856124831484,0.00392039787831622
2016,LOGO设计,0.0035085364358219667,0.007294422823967511,0.003785886388145544
2016,品牌标识突出,0.0033123147766853022,0.007226991239169876,0.003914676462484574
2016,简单,0.0029986719085157497,0.00604075438659677,0.0030420824780810203
2016,网站UI设计,0.0028657484400971497,0.00399516638780442,0.0011294179477072705
2016,醒目易识别,0.0028249436485044367,0.006591973003762304,0.0037670293552578673
2017,原创,0.034549798662549674,0.0521743411583416,0.01762454249579193
2017,小程序开发,0.022417434849530862,0.027198240777034526,0.004780805927503662
2017,大气,0.01648265625168271,0.026393865871380456,0.009911209619697745
2017,简洁,0.016065642514887103,0.02566538916793356,0.009599746653046456
2017,知识产权,0.015809852842434136,0.02381027366841887,0.008000420825984733
2017,视觉冲击力,0.01025762100769275,0.016561264294423096,0.006303643286730346
2017,明快,0.009869068950553013,0.015791813851380787,0.005922744900827773
2017,LOGO设计,0.009220832928075951,0.013430976765632702,0.004210143837556751
2017,小程序,0.008642320431208852,0.010820681459404157,0.0021783610281953065
2017,LOGO,0.008120667256198727,0.012099809882230615,0.0039791426260318875
2017,品牌标识突出,0.007027305499901956,0.011199496173004359,0.004172190673102403
2017,版权合规,0.006848205802883555,0.01208624748014683,0.005238041677263275
2017,醒目易识别,0.006395887157734556,0.00981204133199026,0.003416154174255705
2017,著作权,0.006370717436772255,0.009843056225348243,0.003472338788575988
2017,商标注册,0.006312650777781146,0.008666130272706343,0.0023534794949251966
2018,原创,0.04753966636069004,0.06552495837092988,0.017985292010239833
2018,大气,0.024664681530458702,0.03395188279693567,0.00928720126647697
2018,简洁,0.024606121556629577,0.03384509689266485,0.00923897533603527
2018,知识产权,0.022377303966571668,0.03126579902744857,0.0088884950608769
2018,LOGO设计,0.017308859626040528,0.02327306078134702,0.005964201155306491
2018,视觉冲击力,0.01608136673472876,0.02205084975199714,0.005969483017268379
2018,明快,0.013411306865748922,0.018445728066164294,0.005034421200415372
2018,品牌标识突出,0.013227410309279389,0.01769453974315264,0.004467129433873249
2018,版权合规,0.012091605101774823,0.016993880351971698,0.004902275250196875
2018,著作权,0.011267045329893446,0.0152878359124557,0.0040207905825622526
2018,LOGO,0.011013743788941136,0.015186949804771505,0.004173206015830369
2018,使用权,0.0107490752090878,0.01435114194158051,0.0036020667324927094
2018,发布权,0.0107490752090878,0.01435114194158051,0.0036020667324927094
2018,logo设计,0.009356568317131476,0.012614243111834298,0.003257674794702822
2018,年轻人,0.009355322207383467,0.014467748569441656,0.00511242636205819
2019,原创,0.04292288281646077,0.06035337124853658,0.01743048843207581
2019,简洁,0.023634307704157996,0.03282243613177571,0.009188128427617714
2019,大气,0.022603246291586165,0.03144845896815942,0.008845212676573256
2019,知识产权,0.020632455141053642,0.028817721653023,0.008185266511969358
2019,LOGO设计,0.015644632492659995,0.021716898648212347,0.00607226615555235
2019,视觉冲击力,0.014348500282271043,0.020024912916712424,0.00567641263444138
2019,LOGO,0.01332550547469448,0.017946130497934934,0.004620625023240455
2019,明快,0.012022412283165432,0.01683614634359431,0.004813734060428876
2019,品牌标识突出,0.010661648327860639,0.014730891035841187,0.004069242707980548
2019,著作权,0.01040626985497722,0.014369813560760383,0.003963543705783162
2019,醒目易识别,0.010349425909172753,0.014406585811744508,0.004057159902571755
2019,logo设计,0.010086360408618239,0.014261734202304909,0.004175373793686669
2019,包装设计,0.009129485967496234,0.0108693794195952,0.0017398934520989672
2019,版权合规,0.009055376614700378,0.013559999523105987,0.004504622908405608
2019,使用权,0.008125908075519717,0.01128933329976742,0.003163425224247702
2020,原创,0.03589169937378574,0.04891393838932753,0.013022239015541797
2020,简洁,0.02124986244740297,0.029243747758318134,0.007993885310915163
2020,大气,0.020493505451298282,0.02773222735267833,0.007238721901380048
2020,LOGO设计,0.016966624731743454,0.022762846650492833,0.0057962219187493785
2020,知识产权,0.016843075694460717,0.022294986248564734,0.005451910554104015
2020,VI设计,0.013684104312743865,0.015733664357236752,0.0020495600444928866
2020,LOGO,0.01363383787299262,0.018594815753483544,0.004960977880490923
2020,视觉冲击力,0.012652129737766,0.016803114636929045,0.004150984899163047
2020,版权合规,0.010878114203356288,0.015826679510539777,0.004948565307183489
2020,品牌标识突出,0.009749161396861125,0.01374484011722924,0.003995678720368115
2020,明快,0.009734414544660404,0.013174182063652314,0.00343976751899191
2020,醒目易识别,0.009117661541360575,0.011967287250964902,0.002849625709604327
2020,简约,0.008134508179395136,0.010805513977977174,0.0026710057985820388
2020,年轻人,0.00782498873240062,0.011372480497806512,0.003547491765405892
2020,包装设计,0.007742775728532544,0.010144114893316803,0.00240133916478426
2021,原创,0.08046059299909558,0.09733655542296149,0.01687596242386591
2021,大气,0.05018506276566202,0.06076617172125372,0.010581108955591693
2021,简洁,0.04931384495887555,0.05966896760663143,0.010355122647755878
2021,LOGO设计,0.045796881562626804,0.05499178153315923,0.009194899970532426
2021,品牌标识突出,0.03043122274583728,0.03681594223685431,0.006384719491017031
2021,知识产权,0.029380843249828384,0.035533990682430905,0.006153147432602523
2021,LOGO,0.02853259059966207,0.034413004105587876,0.005880413505925806
2021,版权合规,0.02486242096190016,0.03020434074560351,0.005341919783703349
2021,简约,0.02381588143155461,0.029997852113701585,0.006181970682146978
2021,视觉冲击力,0.023046132972285322,0.027708611630693773,0.00466247865840845
2021,开发,0.0223769892729704,0.030283052977927886,0.007906063704957486
2021,小程序,0.022021913279068737,0.029346103997852424,0.007324190718783687
2021,合同,0.021372952219686766,0.029019470092306838,0.007646517872620072
2021,logo设计,0.019697304521953986,0.023802819617772936,0.00410551509581895
2021,年轻人,0.01681517414454058,0.02093882343783927,0.004123649293298692
2022,原创,0.10786137410468316,0.12818182773666204,0.020320453631978874
2022,LOGO设计,0.06874121995019229,0.08069445419164131,0.011953234241449022
2022,大气,0.06715773884633332,0.07982689166342742,0.012669152817094098
2022,简洁,0.06550408605945891,0.0776577564224209,0.01215367036296199
2022,包装设计,0.06448611759976206,0.0753024036754889,0.010816286075726843
2022,预算,0.06031303343352375,0.07422477337564326,0.013911739942119512
2022,品牌标识突出,0.05545670454702597,0.06555549693242949,0.010098792385403519
2022,版权合规,0.04327724402510179,0.052754213492298266,0.009476969467196478
2022,LOGO,0.042311213868985974,0.04974996825376439,0.007438754384778417
2022,微信,0.03987308770622454,0.052088414538772006,0.01221532683254747
2022,知识产权,0.03761260476952207,0.04485941498153476,0.007246810212012693
2022,视觉冲击力,0.035207025046165914,0.04161760408424697,0.006410579038081058
2022,简约,0.03488808772605001,0.04111595781712264,0.0062278700910726285
2022,logo设计,0.03327995328266066,0.039074555138979075,0.005794601856318412
2022,商标注册,0.030130121587959816,0.03608283436170691,0.005952712773747091
2023,原创,0.11698095949756435,0.13606490819608377,0.019083948698519433
2023,包装设计,0.11169814481060253,0.12716066163438344,0.015462516823780914
2023,预算,0.08766187911366585,0.1029004658251896,0.015238586711523746
2023,简洁,0.0770709803900439,0.09119887761930372,0.01412789722925982
2023,大气,0.07655257266230141,0.08994040111915591,0.0133878284568545
2023,LOGO设计,0.0725074614071722,0.08417277634818157,0.011665314941009381
2023,服务商,0.06109926441552418,0.07257216180999097,0.011472897394466794
2023,微信,0.06023711504599873,0.07136507416927093,0.011127959123272196
2023,报价,0.05756805053632432,0.06653228439298706,0.008964233856662734
2023,LOGO,0.05070770479227244,0.058608438753965354,0.007900733961692915
2023,知识产权,0.04954753238785736,0.05796118862674526,0.008413656238887892
2023,品牌标识突出,0.0481157153080298,0.05599742185817961,0.007881706550149806
2023,版权合规,0.0476276940256864,0.055829867190351976,0.008202173164665571
2023,视觉冲击力,0.04683797863198213,0.05420444984767363,0.0073664712156915006
2023,logo设计,0.04640120832561019,0.053579168764308405,0.007177960438698214
2024,包装设计,0.14522905930918042,0.16761081127988414,0.022381751970703717
2024,合同,0.09182975395532526,0.11212776643345435,0.020298012478129082
2024,原创,0.08845094014070125,0.1070834598436393,0.01863251970293806
2024,预算,0.0703150965782379,0.08337656672200155,0.013061470143763658
2024,版权合规,0.06605039057941083,0.07932832280094658,0.013277932221535756
2024,服务商,0.05959083218824003,0.07131254326157757,0.011721711073337538
2024,LOGO设计,0.056208213356578315,0.06588441854483981,0.0096762051882615
2024,简洁,0.05475245748847423,0.06561095430338573,0.010858496814911503
2024,小程序,0.05455235348016539,0.06962151671323477,0.01506916323306938
2024,品牌标识突出,0.05247481608476218,0.06159290326664379,0.009118087181881607
2024,微信,0.05223835310508171,0.06406894118929321,0.011830588084211505
2024,报价,0.05044083182312932,0.06036795492558757,0.00992712310245825
2024,LOGO,0.05016300596013922,0.05878295522670406,0.00861994926656484
2024,大气,0.05009549656711118,0.06038352530890625,0.010288028741795067
2024,简约,0.04532168327291375,0.05372930240399696,0.008407619131083208
2025,包装设计,0.09112743447351569,0.10461699472688482,0.013489560253369134
2025,预算,0.04907775852500114,0.05917476165371297,0.010097003128711831
2025,服务商,0.03913363480595105,0.04603797036738472,0.006904335561433668
2025,完成时间,0.035824819590524346,0.04195996937867312,0.006135149788148775
2025,报价预算,0.03126604045825265,0.03652602235550069,0.005259981897248033
2025,版权合规,0.027859813752427666,0.03586967605930459,0.008009862306876926
2025,原创,0.027028316161387025,0.03481663237213809,0.007788316210751064
2025,合作,0.02557911291880505,0.03066220614998368,0.005083093231178629
2025,品牌标识突出,0.025137530721940013,0.030916231858147084,0.0057787011362070715
2025,设计,0.024472427620098065,0.028620516061646353,0.004148088441548289
2025,小程序,0.024027260720955616,0.03165642296852184,0.007629162247566227
2025,合同,0.023505329915404674,0.035387864364613865,0.011882534449209193
2025,李先生,0.02256360146199337,0.02663210220958595,0.0040685007475925825
2025,亚克力,0.022325635152009343,0.02574402542081921,0.0034183902688098683
2025,微信,0.021106570751702136,0.02644540372939811,0.0053388329776959745
