Source,Target,Type,Weight_cooccur
PHP,报名注册,共现,1
PHP,文件上传存储调用,共现,1
PHP,消息通知,共现,1
PHP,版权合规,共现,1
PHP,甲方,共现,1
PHP,留言互动,共现,1
PHP,网站首页综合信息展示,共现,1
PHP,英文模板,共现,1
PHP,论文投稿,共现,1
PHP,酒店预订,共现,1
PHP,银行转帐,共现,1
PHP,首信易,共现,1
PHP,首页模板,共现,1
PayPal,中文,共现,1
PayPal,交费,共现,1
PayPal,会议注册网站,共现,1
PayPal,后台管理,共现,1
PayPal,咨讯动态发布和展示,共现,1
PayPal,外币在线支付,共现,1
PayPal,微信,共现,1
PayPal,报名注册,共现,1
PayPal,文件上传存储调用,共现,1
PayPal,消息通知,共现,1
PayPal,版权合规,共现,1
PayPal,甲方,共现,1
PayPal,留言互动,共现,1
PayPal,网站首页综合信息展示,共现,1
PayPal,英文模板,共现,1
PayPal,论文投稿,共现,1
PayPal,酒店预订,共现,1
PayPal,银行转帐,共现,1
PayPal,首信易,共现,1
PayPal,首页模板,共现,1
中文,交费,共现,1
中文,会议注册网站,共现,1
中文,后台管理,共现,1
中文,咨讯动态发布和展示,共现,1
中文,外币在线支付,共现,1
中文,微信,共现,1
中文,报名注册,共现,1
中文,文件上传存储调用,共现,1
中文,消息通知,共现,1
中文,版权合规,共现,1
中文,甲方,共现,1
中文,留言互动,共现,1
中文,网站首页综合信息展示,共现,1
中文,英文模板,共现,1
中文,论文投稿,共现,1
中文,酒店预订,共现,1
中文,银行转帐,共现,1
中文,首信易,共现,1
中文,首页模板,共现,1
交费,会议注册网站,共现,1
交费,后台管理,共现,1
交费,咨讯动态发布和展示,共现,1
交费,外币在线支付,共现,1
交费,微信,共现,1
交费,报名注册,共现,1
交费,文件上传存储调用,共现,1
交费,消息通知,共现,1
交费,版权合规,共现,1
交费,甲方,共现,1
交费,留言互动,共现,1
交费,网站首页综合信息展示,共现,1
交费,英文模板,共现,1
交费,论文投稿,共现,1
交费,酒店预订,共现,1
交费,银行转帐,共现,1
交费,首信易,共现,1
交费,首页模板,共现,1
会议注册网站,后台管理,共现,1
会议注册网站,咨讯动态发布和展示,共现,1
会议注册网站,外币在线支付,共现,1
会议注册网站,微信,共现,1
会议注册网站,报名注册,共现,1
会议注册网站,文件上传存储调用,共现,1
会议注册网站,消息通知,共现,1
会议注册网站,版权合规,共现,1
会议注册网站,甲方,共现,1
会议注册网站,留言互动,共现,1
会议注册网站,网站首页综合信息展示,共现,1
会议注册网站,英文模板,共现,1
会议注册网站,论文投稿,共现,1
会议注册网站,酒店预订,共现,1
会议注册网站,银行转帐,共现,1
会议注册网站,首信易,共现,1
会议注册网站,首页模板,共现,1
后台管理,咨讯动态发布和展示,共现,1
后台管理,外币在线支付,共现,1
后台管理,微信,共现,1
后台管理,报名注册,共现,1
后台管理,文件上传存储调用,共现,1
后台管理,消息通知,共现,1
后台管理,版权合规,共现,1
后台管理,甲方,共现,1
后台管理,留言互动,共现,1
后台管理,网站首页综合信息展示,共现,1
后台管理,英文模板,共现,1
后台管理,论文投稿,共现,1
后台管理,酒店预订,共现,1
后台管理,银行转帐,共现,1
后台管理,首信易,共现,1
后台管理,首页模板,共现,1
咨讯动态发布和展示,外币在线支付,共现,1
咨讯动态发布和展示,微信,共现,1
咨讯动态发布和展示,报名注册,共现,1
咨讯动态发布和展示,文件上传存储调用,共现,1
咨讯动态发布和展示,消息通知,共现,1
咨讯动态发布和展示,版权合规,共现,1
咨讯动态发布和展示,甲方,共现,1
咨讯动态发布和展示,留言互动,共现,1
咨讯动态发布和展示,网站首页综合信息展示,共现,1
咨讯动态发布和展示,英文模板,共现,1
咨讯动态发布和展示,论文投稿,共现,1
咨讯动态发布和展示,酒店预订,共现,1
咨讯动态发布和展示,银行转帐,共现,1
咨讯动态发布和展示,首信易,共现,1
咨讯动态发布和展示,首页模板,共现,1
外币在线支付,微信,共现,1
外币在线支付,报名注册,共现,1
外币在线支付,文件上传存储调用,共现,1
外币在线支付,消息通知,共现,1
外币在线支付,版权合规,共现,1
外币在线支付,甲方,共现,1
外币在线支付,留言互动,共现,1
外币在线支付,网站首页综合信息展示,共现,1
外币在线支付,英文模板,共现,1
外币在线支付,论文投稿,共现,1
外币在线支付,酒店预订,共现,1
外币在线支付,银行转帐,共现,1
外币在线支付,首信易,共现,1
外币在线支付,首页模板,共现,1
微信,报名注册,共现,1
微信,文件上传存储调用,共现,1
微信,消息通知,共现,1
微信,版权合规,共现,1
微信,甲方,共现,1
微信,留言互动,共现,1
微信,网站首页综合信息展示,共现,1
微信,英文模板,共现,1
微信,论文投稿,共现,1
微信,酒店预订,共现,1
微信,银行转帐,共现,1
微信,首信易,共现,1
微信,首页模板,共现,1
报名注册,文件上传存储调用,共现,1
报名注册,消息通知,共现,1
报名注册,版权合规,共现,1
报名注册,甲方,共现,1
报名注册,留言互动,共现,1
报名注册,网站首页综合信息展示,共现,1
报名注册,英文模板,共现,1
报名注册,论文投稿,共现,1
报名注册,酒店预订,共现,1
报名注册,银行转帐,共现,1
报名注册,首信易,共现,1
报名注册,首页模板,共现,1
文件上传存储调用,消息通知,共现,1
文件上传存储调用,版权合规,共现,1
文件上传存储调用,甲方,共现,1
文件上传存储调用,留言互动,共现,1
文件上传存储调用,网站首页综合信息展示,共现,1
文件上传存储调用,英文模板,共现,1
文件上传存储调用,论文投稿,共现,1
文件上传存储调用,酒店预订,共现,1
文件上传存储调用,银行转帐,共现,1
文件上传存储调用,首信易,共现,1
文件上传存储调用,首页模板,共现,1
消息通知,版权合规,共现,1
消息通知,甲方,共现,1
消息通知,留言互动,共现,1
消息通知,网站首页综合信息展示,共现,1
消息通知,英文模板,共现,1
消息通知,论文投稿,共现,1
消息通知,酒店预订,共现,1
消息通知,银行转帐,共现,1
消息通知,首信易,共现,1
消息通知,首页模板,共现,1
版权合规,甲方,共现,2
版权合规,留言互动,共现,1
版权合规,网站首页综合信息展示,共现,1
版权合规,英文模板,共现,1
版权合规,论文投稿,共现,1
版权合规,酒店预订,共现,1
版权合规,银行转帐,共现,1
版权合规,首信易,共现,1
版权合规,首页模板,共现,1
甲方,留言互动,共现,1
甲方,网站首页综合信息展示,共现,1
甲方,英文模板,共现,1
甲方,论文投稿,共现,1
甲方,酒店预订,共现,1
甲方,银行转帐,共现,1
甲方,首信易,共现,1
甲方,首页模板,共现,1
留言互动,网站首页综合信息展示,共现,1
留言互动,英文模板,共现,1
留言互动,论文投稿,共现,1
留言互动,酒店预订,共现,1
留言互动,银行转帐,共现,1
留言互动,首信易,共现,1
留言互动,首页模板,共现,1
网站首页综合信息展示,英文模板,共现,1
网站首页综合信息展示,论文投稿,共现,1
网站首页综合信息展示,酒店预订,共现,1
网站首页综合信息展示,银行转帐,共现,1
网站首页综合信息展示,首信易,共现,1
网站首页综合信息展示,首页模板,共现,1
英文模板,论文投稿,共现,1
英文模板,酒店预订,共现,1
英文模板,银行转帐,共现,1
英文模板,首信易,共现,1
英文模板,首页模板,共现,1
论文投稿,酒店预订,共现,1
论文投稿,银行转帐,共现,1
论文投稿,首信易,共现,1
论文投稿,首页模板,共现,1
酒店预订,银行转帐,共现,1
酒店预订,首信易,共现,1
酒店预订,首页模板,共现,1
银行转帐,首信易,共现,1
银行转帐,首页模板,共现,1
首信易,首页模板,共现,1
APP问题,修改问题,共现,1
APP问题,抓包,共现,1
修改问题,抓包,共现,1
合作者,服务商,共现,1
合作者,甲方客户,共现,2
合作者,约定内容,共现,1
合作者,腊月二十三,共现,2
合作者,软件开发,共现,2
合作者,验收,共现,2
服务商,甲方客户,共现,1
服务商,约定内容,共现,1
服务商,腊月二十三,共现,1
服务商,软件开发,共现,1
服务商,验收,共现,1
甲方客户,约定内容,共现,1
甲方客户,腊月二十三,共现,2
甲方客户,软件开发,共现,2
甲方客户,验收,共现,2
约定内容,腊月二十三,共现,1
约定内容,软件开发,共现,1
约定内容,验收,共现,1
腊月二十三,软件开发,共现,2
腊月二十三,验收,共现,2
软件开发,验收,共现,2
合作者,按约定内容,共现,1
按约定内容,甲方客户,共现,1
按约定内容,腊月二十三,共现,1
按约定内容,软件开发,共现,1
按约定内容,验收,共现,1
LOGO简洁大气,Photoshop,共现,1
LOGO简洁大气,版权合规,共现,1
LOGO简洁大气,珠宝公司LOGO,共现,1
LOGO简洁大气,黄金珠宝首饰公司,共现,1
Photoshop,版权合规,共现,3
Photoshop,珠宝公司LOGO,共现,1
Photoshop,黄金珠宝首饰公司,共现,1
版权合规,珠宝公司LOGO,共现,1
版权合规,黄金珠宝首饰公司,共现,1
珠宝公司LOGO,黄金珠宝首饰公司,共现,1
交付源码,程序,共现,1
交付源码,简单存储软件,共现,1
程序,简单存储软件,共现,1
企业logo,品牌名称菜鲜生,共现,1
企业logo,商标设计,共现,1
企业logo,安全,共现,1
企业logo,年轻团队,共现,1
企业logo,新鲜,共现,1
企业logo,有活力,共现,1
企业logo,朝气,共现,1
企业logo,生鲜供应链,共现,1
企业logo,生鲜配送,共现,1
企业logo,绿色,共现,1
品牌名称菜鲜生,商标设计,共现,1
品牌名称菜鲜生,安全,共现,1
品牌名称菜鲜生,年轻团队,共现,1
品牌名称菜鲜生,新鲜,共现,1
品牌名称菜鲜生,有活力,共现,1
品牌名称菜鲜生,朝气,共现,1
品牌名称菜鲜生,生鲜供应链,共现,1
品牌名称菜鲜生,生鲜配送,共现,1
品牌名称菜鲜生,绿色,共现,1
商标设计,安全,共现,1
商标设计,年轻团队,共现,1
商标设计,新鲜,共现,1
商标设计,有活力,共现,1
商标设计,朝气,共现,1
商标设计,生鲜供应链,共现,1
商标设计,生鲜配送,共现,1
商标设计,绿色,共现,1
安全,年轻团队,共现,1
安全,新鲜,共现,1
安全,有活力,共现,1
安全,朝气,共现,1
安全,生鲜供应链,共现,1
安全,生鲜配送,共现,1
安全,绿色,共现,1
年轻团队,新鲜,共现,1
年轻团队,有活力,共现,1
年轻团队,朝气,共现,1
年轻团队,生鲜供应链,共现,1
年轻团队,生鲜配送,共现,1
年轻团队,绿色,共现,1
新鲜,有活力,共现,1
新鲜,朝气,共现,1
新鲜,生鲜供应链,共现,1
新鲜,生鲜配送,共现,1
新鲜,绿色,共现,1
有活力,朝气,共现,1
有活力,生鲜供应链,共现,1
有活力,生鲜配送,共现,1
有活力,绿色,共现,1
朝气,生鲜供应链,共现,1
朝气,生鲜配送,共现,1
朝气,绿色,共现,1
生鲜供应链,生鲜配送,共现,1
生鲜供应链,绿色,共现,1
生鲜配送,绿色,共现,1
展示产品,岳先生,共现,1
展示产品,建材商城类小程序,共现,1
展示产品,模版,共现,1
展示产品,消费者,共现,1
岳先生,建材商城类小程序,共现,1
岳先生,模版,共现,1
岳先生,消费者,共现,1
建材商城类小程序,模版,共现,1
建材商城类小程序,消费者,共现,1
模版,消费者,共现,1
手机端设计,设计,共现,1
原创,国防教育元素,共现,1
原创,国防教育对象,共现,1
原创,大气,共现,6
原创,明快,共现,3
原创,知识产权说明,共现,3
原创,福建省全民国防教育协会LOGO,共现,1
原创,简洁,共现,7
原创,视觉冲击力,共现,4
国防教育元素,国防教育对象,共现,1
国防教育元素,大气,共现,1
国防教育元素,明快,共现,1
国防教育元素,知识产权说明,共现,1
国防教育元素,福建省全民国防教育协会LOGO,共现,1
国防教育元素,简洁,共现,1
国防教育元素,视觉冲击力,共现,1
国防教育对象,大气,共现,1
国防教育对象,明快,共现,1
国防教育对象,知识产权说明,共现,1
国防教育对象,福建省全民国防教育协会LOGO,共现,1
国防教育对象,简洁,共现,1
国防教育对象,视觉冲击力,共现,1
大气,明快,共现,3
大气,知识产权说明,共现,1
大气,福建省全民国防教育协会LOGO,共现,1
大气,简洁,共现,6
大气,视觉冲击力,共现,3
明快,知识产权说明,共现,1
明快,福建省全民国防教育协会LOGO,共现,1
明快,简洁,共现,3
明快,视觉冲击力,共现,3
知识产权说明,福建省全民国防教育协会LOGO,共现,1
知识产权说明,简洁,共现,1
知识产权说明,视觉冲击力,共现,1
福建省全民国防教育协会LOGO,简洁,共现,1
福建省全民国防教育协会LOGO,视觉冲击力,共现,1
简洁,视觉冲击力,共现,3
举报功能,全屏,共现,1
举报功能,全屏控件实现,共现,1
举报功能,字幕样式设置,共现,1
举报功能,字幕语言切换,共现,1
举报功能,小屏控件实现,共现,1
举报功能,快进快退,共现,1
举报功能,播发器,共现,1
举报功能,播放下一集,共现,1
举报功能,播放暂停,共现,1
举报功能,播放速度,共现,1
举报功能,时间,共现,1
举报功能,标题,共现,1
举报功能,清晰度切换,共现,1
举报功能,设置,共现,1
举报功能,返回,共现,1
举报功能,进度条,共现,1
举报功能,选集,共现,1
举报功能,音轨切换,共现,1
全屏,全屏控件实现,共现,1
全屏,字幕样式设置,共现,1
全屏,字幕语言切换,共现,1
全屏,小屏控件实现,共现,1
全屏,快进快退,共现,1
全屏,播发器,共现,1
全屏,播放下一集,共现,1
全屏,播放暂停,共现,1
全屏,播放速度,共现,1
全屏,时间,共现,1
全屏,标题,共现,1
全屏,清晰度切换,共现,1
全屏,设置,共现,1
全屏,返回,共现,1
全屏,进度条,共现,1
全屏,选集,共现,1
全屏,音轨切换,共现,1
全屏控件实现,字幕样式设置,共现,1
全屏控件实现,字幕语言切换,共现,1
全屏控件实现,小屏控件实现,共现,1
全屏控件实现,快进快退,共现,1
全屏控件实现,播发器,共现,1
全屏控件实现,播放下一集,共现,1
全屏控件实现,播放暂停,共现,1
全屏控件实现,播放速度,共现,1
全屏控件实现,时间,共现,1
全屏控件实现,标题,共现,1
全屏控件实现,清晰度切换,共现,1
全屏控件实现,设置,共现,1
全屏控件实现,返回,共现,1
全屏控件实现,进度条,共现,1
全屏控件实现,选集,共现,1
全屏控件实现,音轨切换,共现,1
字幕样式设置,字幕语言切换,共现,1
字幕样式设置,小屏控件实现,共现,1
字幕样式设置,快进快退,共现,1
字幕样式设置,播发器,共现,1
字幕样式设置,播放下一集,共现,1
字幕样式设置,播放暂停,共现,1
字幕样式设置,播放速度,共现,1
字幕样式设置,时间,共现,1
字幕样式设置,标题,共现,1
字幕样式设置,清晰度切换,共现,1
字幕样式设置,设置,共现,1
字幕样式设置,返回,共现,1
字幕样式设置,进度条,共现,1
字幕样式设置,选集,共现,1
字幕样式设置,音轨切换,共现,1
字幕语言切换,小屏控件实现,共现,1
字幕语言切换,快进快退,共现,1
字幕语言切换,播发器,共现,1
字幕语言切换,播放下一集,共现,1
字幕语言切换,播放暂停,共现,1
字幕语言切换,播放速度,共现,1
字幕语言切换,时间,共现,1
字幕语言切换,标题,共现,1
字幕语言切换,清晰度切换,共现,1
字幕语言切换,设置,共现,1
字幕语言切换,返回,共现,1
字幕语言切换,进度条,共现,1
字幕语言切换,选集,共现,1
字幕语言切换,音轨切换,共现,1
小屏控件实现,快进快退,共现,1
小屏控件实现,播发器,共现,1
小屏控件实现,播放下一集,共现,1
小屏控件实现,播放暂停,共现,1
小屏控件实现,播放速度,共现,1
小屏控件实现,时间,共现,1
小屏控件实现,标题,共现,1
小屏控件实现,清晰度切换,共现,1
小屏控件实现,设置,共现,1
小屏控件实现,返回,共现,1
小屏控件实现,进度条,共现,1
小屏控件实现,选集,共现,1
小屏控件实现,音轨切换,共现,1
快进快退,播发器,共现,1
快进快退,播放下一集,共现,1
快进快退,播放暂停,共现,1
快进快退,播放速度,共现,1
快进快退,时间,共现,1
快进快退,标题,共现,1
快进快退,清晰度切换,共现,1
快进快退,设置,共现,1
快进快退,返回,共现,1
快进快退,进度条,共现,1
快进快退,选集,共现,1
快进快退,音轨切换,共现,1
播发器,播放下一集,共现,1
播发器,播放暂停,共现,1
播发器,播放速度,共现,1
播发器,时间,共现,1
播发器,标题,共现,1
播发器,清晰度切换,共现,1
播发器,设置,共现,1
播发器,返回,共现,1
播发器,进度条,共现,1
播发器,选集,共现,1
播发器,音轨切换,共现,1
播放下一集,播放暂停,共现,1
播放下一集,播放速度,共现,1
播放下一集,时间,共现,1
播放下一集,标题,共现,1
播放下一集,清晰度切换,共现,1
播放下一集,设置,共现,1
播放下一集,返回,共现,1
播放下一集,进度条,共现,1
播放下一集,选集,共现,1
播放下一集,音轨切换,共现,1
播放暂停,播放速度,共现,1
播放暂停,时间,共现,1
播放暂停,标题,共现,1
播放暂停,清晰度切换,共现,1
播放暂停,设置,共现,1
播放暂停,返回,共现,1
播放暂停,进度条,共现,1
播放暂停,选集,共现,1
播放暂停,音轨切换,共现,1
播放速度,时间,共现,1
播放速度,标题,共现,1
播放速度,清晰度切换,共现,1
播放速度,设置,共现,1
播放速度,返回,共现,1
播放速度,进度条,共现,1
播放速度,选集,共现,1
播放速度,音轨切换,共现,1
时间,标题,共现,1
时间,清晰度切换,共现,1
时间,设置,共现,1
时间,返回,共现,1
时间,进度条,共现,1
时间,选集,共现,1
时间,音轨切换,共现,1
标题,清晰度切换,共现,1
标题,设置,共现,1
标题,返回,共现,1
标题,进度条,共现,1
标题,选集,共现,1
标题,音轨切换,共现,1
清晰度切换,设置,共现,1
清晰度切换,返回,共现,1
清晰度切换,进度条,共现,1
清晰度切换,选集,共现,1
清晰度切换,音轨切换,共现,1
设置,返回,共现,1
设置,进度条,共现,1
设置,选集,共现,1
设置,音轨切换,共现,1
返回,进度条,共现,1
返回,选集,共现,1
返回,音轨切换,共现,1
进度条,选集,共现,1
进度条,音轨切换,共现,1
选集,音轨切换,共现,1
具体带案例沟通,品牌LOGO,共现,1
具体带案例沟通,幼儿园孩子,共现,1
品牌LOGO,幼儿园孩子,共现,1
中秋系列,亚克力,共现,4
中秋系列,包装盒设计,共现,4
中秋系列,家居产品包装设计,共现,4
中秋系列,寓意,共现,3
中秋系列,寓意设计,共现,3
中秋系列,扩香木,共现,4
中秋系列,新年款,共现,4
中秋系列,浙江金华,共现,3
中秋系列,石膏,共现,4
中秋系列,蛇的造型,共现,4
中秋系列,金属牌,共现,4
中秋系列,陈先生,共现,3
中秋系列,香片设计,共现,4
亚克力,包装盒设计,共现,5
亚克力,家居产品包装设计,共现,5
亚克力,寓意,共现,4
亚克力,寓意设计,共现,3
亚克力,扩香木,共现,5
亚克力,新年款,共现,5
亚克力,浙江金华,共现,4
亚克力,石膏,共现,5
亚克力,蛇的造型,共现,5
亚克力,金属牌,共现,5
亚克力,陈先生,共现,4
亚克力,香片设计,共现,4
包装盒设计,家居产品包装设计,共现,5
包装盒设计,寓意,共现,4
包装盒设计,寓意设计,共现,3
包装盒设计,扩香木,共现,5
包装盒设计,新年款,共现,5
包装盒设计,浙江金华,共现,4
包装盒设计,石膏,共现,5
包装盒设计,蛇的造型,共现,5
包装盒设计,金属牌,共现,5
包装盒设计,陈先生,共现,4
包装盒设计,香片设计,共现,4
家居产品包装设计,寓意,共现,4
家居产品包装设计,寓意设计,共现,3
家居产品包装设计,扩香木,共现,5
家居产品包装设计,新年款,共现,5
家居产品包装设计,浙江金华,共现,4
家居产品包装设计,石膏,共现,5
家居产品包装设计,蛇的造型,共现,5
家居产品包装设计,金属牌,共现,5
家居产品包装设计,陈先生,共现,4
家居产品包装设计,香片设计,共现,4
寓意,寓意设计,共现,2
