标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【园林设计】绿化配套cad平面图和鸟瞰图设计第二期,https://task.epwk.com/1049328/,160人,1人,¥600,圆满完成,园林设计,mf186****4363,一家食品公司旁边的5000平方配套设计（长85米，宽60米）要求:1.要有15间宿舍，错落分布（单层建筑）2.一个接待室3.一条水系4.先画CAD平面给老板确认   再画一张鸟瞰图,2023-07-14,2023.07.21,任务编号：1049328,600.0,5天,河北省-石家庄市-长安区,艺弘设计,https://shop.epwk.com/j7n38j0oe5e1/,艺弘设计,出售服务,https://shop.epwk.com/j7n38j0oe5e1/chushou/,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,艺弘设计,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,
【园林设计】绿化配套cad平面图和鸟瞰图设计第一期,https://task.epwk.com/1048829/,315人,2人,¥700,圆满完成,园林设计,mf186****4363,一家食品公司旁边的5000平方配套设计（长85米，宽60米）要求:1.要有15间宿舍，错落分布（单层建筑）2.一个接待室3.一条水系4.先画CAD平面给老板确认   再画一张鸟瞰图,2023-07-11,2023.07.20,任务编号：1048829,700.0,5天,河北省-石家庄市,艺弘设计,https://shop.epwk.com/j7n38j0oe5e1/,艺弘设计,出售服务,https://shop.epwk.com/j7n38j0oe5e1/chushou/,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,艺弘设计,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,
【教育场所】12米x8米高2.9米的大厅做个墙面效果图,https://task.epwk.com/1031914/,207人,1人,¥200,圆满完成,教育场所,阿图摄影,根据实景图，我提供详实具体尺寸，对四周墙面按我们选定的材料与颜色做个效果图,2023-03-07,2023.03.09,任务编号：1031914,200.0,1天,山东省-济宁市,艺弘设计,https://shop.epwk.com/j7n38j0oe5e1/,艺弘设计,出售服务,https://shop.epwk.com/j7n38j0oe5e1/chushou/,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,艺弘设计,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,
【新房装修】办公室装修设计及效果图制作,https://task.epwk.com/1029187/,519人,2人,"¥1,500",圆满完成,新房装修,竹林听雨123,划定区域部分，包房和茶室可以调整位置，根据现场情况设计装修方案及效果图，简中式装修。,2023-02-13,2023.02.20,任务编号：1029187,1500.0,5天,河北省-石家庄市-裕华区,艺弘设计,https://shop.epwk.com/j7n38j0oe5e1/,艺弘设计,出售服务,https://shop.epwk.com/j7n38j0oe5e1/chushou/,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,艺弘设计,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,
【展台展厅】设计一个超市中岛货架,https://task.epwk.com/1015043/,324人,2人,¥400,圆满完成,展台展厅,唯创6ZDoa是,我们是做毛绒玩具的厂家，这次客户要做一个在超市里抓娃娃机和陈列中岛货架相结合的方案，达到在店里一边销售可以一边玩抓娃娃机的效果，具体的设想是，货架前面靠着一个抓娃娃机，后面是陈列货架，货架上陈列毛绒玩具和挂的小挂件，这两个做成一体的，货架和娃娃机上面做个灯箱，要这种有点赛博和时尚的彩灯风格，做一圈，上面写上免费抓娃娃，一起开心，不用急于长大，这类的标语，陈列毛绒玩具多找点可爱的，要个两三款，挂件也是。货架就找这种两排陈列的货架，全面这一面全是毛绒玩具，后面端架挂一面可爱的毛绒小挂件，做一个效果图，好方便我们拿去货架厂和客户看，前面，侧面拍两个图就可以了,2022-09-21,2022.09.26,任务编号：1015043,400.0,7天,河南省-郑州市,方木空间设计,https://shop.epwk.com/2j5xogyz05xm/,方木空间设计,出售服务,https://shop.epwk.com/2j5xogyz05xm/chushou/,企业,六品,44分,,,方木空间设计,,办公室，办公场所，会议室，接待室，茶室，效果图设计,"￥50
            /平方",服装店，专卖店，购物中心服饰配饰专卖店,"￥50
            /平方",娱乐空间，KTV，酒吧，美容院，酒吧场合效果图,"￥50
            /平方",餐饮效果图设计,"￥50
            /平方",教育场所效果图绘制,"￥50
            /M²",教育空间施工图绘制,"￥15
            /M²",餐饮空间施工图绘制,"￥10
            /M²",工装施工图绘制,"￥10
            /M²",,
【新房装修】新房装修设计+施工图,https://task.epwk.com/1013512/,2060人,2人,"¥1,500",圆满完成,新房装修,o5cde0e765b85b,"143平米两室两厅现代简约风格家装设计图一、任务要求： 1、 预计装潢资金：硬装方面预定8-10万（不含中央空调，家具家电），尽量用最少的钱多办事。 2、 设计风格：现代简约、明快、简洁、大方、温馨（易打扫） 3、 中标条件：A.必须体现设计师针对此装修独有的设计理念的设计方案。请勿提供简单堆砌模型渲染出的效果图或与本户型无任何相似性的参考图片。 B.符合基本的功能要求及预算要求，切合实际、简约时尚的设计方案。C.设计师对自己设计的方案根据双方交流能进行合理、及时修改的设计方案。D、竞标人员可以先出平面布置图和关键的效果图参考。中标作品必须要有施工图。4、中标后须提供的资料：A、平面图：要求详细注明各工作区和功能区名称；有高差变化时须注明标高。B、天花吊顶平面图：要求详细注明各顶棚标高，尺寸及材料，布置灯具（节能灯）及设备。C、立面图：必须含客厅、餐厅，卧室门等，要求：要体现装饰特色，风格，详细注明各个构建尺寸及材料 和安装位置。D、效果图：客厅，餐厅一起，二个房间各一张，一个卫生间，一个厨房，二个阳台，同时还须计算大概辅料用材及用量。 E、详细施工图纸一套（CAD格式）（平面设计图，吊顶图，地板布置图、强弱电路图（弱电包括电话、网络、电视），开关布置图，插座布置图，排水路图，主要立面图，节点大样图等）， 同时还须计算大概辅料用材及用量。 F、为达到设计效果，必须附有主要的施工工艺说明及施工注意事项的说明资料。 总之，设计方必须给出能让装修队能按图施工的详细资料。 G、强弱电布线图、冷热水管道图，需注明名称及其他信息。 H、设计图纸能够为A3纸张打印出来分辨率的效果图。I、设计师自由发挥部分必须提供主要材料清单。 必须体现设计师针对此装修独有的设计理念的设计方案。请勿提供简单堆砌模型渲染出的效果图或与本户型无任何相似性的参考图片。 对户型的要求，四室两厅户型，采用地暖方式采暖，客厅 餐厅  卧室用复合木地板全屋通铺，厨房 卫间地面为瓷砖地面；主卧室简洁、温馨，客厅简约、大气、整洁，次卧为老人房； 其余两间 一间为儿童房 儿童目前7岁 上小学一年级  一间为书房  经常加班用 ，厨房及卫生间须布局合理，墙面为瓷砖，顶面为金属吊顶或铝吊顶：储物柜、鞋柜由设计师设计至合理位置。墙面及顶面基本考虑采用乳胶漆，可根据设计师的自由发挥颜色设置。设计师可以充分发挥想象力，天马行空，但一切需简约为主。你能做到让我拿到你的图纸找工人就能施工就好了。知识产权说明：                1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                    2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;本人提供cad格式户型图，户型图不包含墙体粉刷层",2022-09-09,2022.10.07,任务编号：1013512,1500.0,"15天,15天","上海市-市辖区,上海市-市辖区",你说我画—设计工作室,https://shop.epwk.com/2j5xogkpx5xm/,你说我画—设计工作室,出售服务,https://shop.epwk.com/2j5xogkpx5xm/chushou/,工作室,六品,40分,,,你说我画—设计工作室,,室内装修-设计,"￥50
            /次",柜体-CAD图纸细化,"￥200
            /起",室内平面设计方案,"￥350
            /件",室内720全景图设计表现,"￥100
            /起",工装效果图设计制作,"￥100
            /起",室内单张效果图设计制作,"￥50
            /起",,,,,,
【施工图设计】蔬菜生鲜超市VI设计,https://task.epwk.com/1012363/,216人,1人,"¥5,000",圆满完成,施工图设计,k2697****34,项目:蔬菜生鲜超市VI设计称呼:胡先生地区:山东潍坊需求:蔬菜生鲜超市VI设计。招牌设计。平面布局图，门面，一楼室内效果图，平面施工图。具体已实际沟通的为准，确定合作,2022-08-31,2022.09.17,任务编号：1012363,5000.0,15天,广东省-佛山市-顺德区,佛山极影文化传媒有限公司,https://shop.epwk.com/78n962z6znkv/,佛山极影文化传媒有限公司,出售服务,https://shop.epwk.com/78n962z6znkv/chushou/,企业,六品,46分,,,佛山极影文化传媒有限公司,,施工图效果图室内设计公装门头设计厂房办公室售楼部样板间效果图,"￥100
            /起",佛山工装装修办公空间餐饮娱乐空间设计装修效果图施工图,"￥100
            /起",室内设计新房自建房别墅家装软装背景文化墙展台工装装修施工图,"￥100
            /起",娱乐场所/餐饮/酒吧酒馆/宾馆酒店/民宿室内设计效果图,"￥100
            /起",公装服务酒店民宿品牌设计匠派设计舒适商业空间设计,"￥100
            /起",公装展会展厅门头效果图办公餐饮空间专卖店新房装修服务设计,"￥100
            /起",室内设计家装设计新房装修设计空间设计自建房别墅效果图设计,"￥100
            /起",商业店铺装修室内设计效果图商铺餐饮餐厅SI空间办公室商装设计,"￥100
            /起",,
【餐饮饮食】钵钵鸡效果图设计,https://task.epwk.com/1006149/,446人,1人,"¥1,100",圆满完成,餐饮饮食,丨素梦,设计兼效果图，70平，具体需求详谈,2022-07-19,2022.08.20,任务编号：1006149,800.0,5天,河南省-郑州市,郑州合观品牌设计与服务,https://shop.epwk.com/0jnekvr9ynv3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【施工图设计】全套施工图设计,https://task.epwk.com/1005867/,633人,3人,"¥1,700",圆满完成,施工图设计,Es丶释迦,需做效果图的全套施工图纸  因为效果图现在还没完全确定  所以后期可能施工图会有修改,2022-07-17,2022.07.21,任务编号：1005867,1700.0,3天,湖南省-长沙市-芙蓉区,曦宸设计,https://shop.epwk.com/zqdplm0r9n1v/,曦宸设计,出售服务,https://shop.epwk.com/zqdplm0r9n1v/chushou/,企业,六品,42分,,,曦宸设计,,海报设计,"￥500
            /起",包装设计,"￥1000
            /起",电商设计,"￥500
            /起",VI设计,"￥1000
            /起",商标设计,"￥1000
            /起",LOGO设计,"￥300
            /起",,,,,,
【餐饮饮食】展区展厅设计,https://task.epwk.com/1005738/,1321人,1人,"¥2,000",圆满完成,餐饮饮食,享客堂hcZf3,6x5 30平方展区 三面通透或者两面通透 分三个区域 陈列三种饮料产品  设计建模 贴图 渲染效果图 定稿后出施工图,2022-07-16,2022.12.24,任务编号：1005738,2000.0,3天,河南省-郑州市-中原区,方木空间设计,https://shop.epwk.com/2j5xogyz05xm/,方木空间设计,出售服务,https://shop.epwk.com/2j5xogyz05xm/chushou/,企业,六品,44分,,,方木空间设计,,办公室，办公场所，会议室，接待室，茶室，效果图设计,"￥50
            /平方",服装店，专卖店，购物中心服饰配饰专卖店,"￥50
            /平方",娱乐空间，KTV，酒吧，美容院，酒吧场合效果图,"￥50
            /平方",餐饮效果图设计,"￥50
            /平方",教育场所效果图绘制,"￥50
            /M²",教育空间施工图绘制,"￥15
            /M²",餐饮空间施工图绘制,"￥10
            /M²",工装施工图绘制,"￥10
            /M²",,
【施工图设计】装修办公室区域设计,https://task.epwk.com/1004964/,645人,1人,"¥2,000",圆满完成,施工图设计,Es丶释迦,四个 900800cm的空间 是链接在一起的  需要在9米长度的区域做380高的背景墙  在另外三边做120cm高的划分隔断  整体需要增加科技感   四个区域没有房顶  只有一个380的墙 和三边120cm高的周边隔断    出效果图后需修改到满意为止   一共四张细节图  一张鸟瞰图,2022-07-12,2022.08.04,任务编号：1004964,2000.0,2天,湖南省-长沙市-芙蓉区,曦宸设计,https://shop.epwk.com/zqdplm0r9n1v/,曦宸设计,出售服务,https://shop.epwk.com/zqdplm0r9n1v/chushou/,企业,六品,42分,,,曦宸设计,,海报设计,"￥500
            /起",包装设计,"￥1000
            /起",电商设计,"￥500
            /起",VI设计,"￥1000
            /起",商标设计,"￥1000
            /起",LOGO设计,"￥300
            /起",,,,,,
【展台展厅】以暖通为主，带着门窗及柜子的展厅设计,https://task.epwk.com/1002209/,297人,1人,¥750,圆满完成,展台展厅,WChongYu,一楼需要 暖通 门窗 柜子 结合的展厅，以暖通为主。卫生间二楼两个独立办公室，一个四人位的公共办公区，两个谈单室,2022-06-24,2022.07.21,任务编号：1002209,750.0,2天,河南省-郑州市-中原区,方木空间设计,https://shop.epwk.com/2j5xogyz05xm/,方木空间设计,出售服务,https://shop.epwk.com/2j5xogyz05xm/chushou/,企业,六品,44分,,,方木空间设计,,办公室，办公场所，会议室，接待室，茶室，效果图设计,"￥50
            /平方",服装店，专卖店，购物中心服饰配饰专卖店,"￥50
            /平方",娱乐空间，KTV，酒吧，美容院，酒吧场合效果图,"￥50
            /平方",餐饮效果图设计,"￥50
            /平方",教育场所效果图绘制,"￥50
            /M²",教育空间施工图绘制,"￥15
            /M²",餐饮空间施工图绘制,"￥10
            /M²",工装施工图绘制,"￥10
            /M²",,
【效果图设计】全集成灶行业卡通形象设计,https://task.epwk.com/1002083/,225人,1人,"¥1,000",圆满完成,效果图设计,vitorru,"项目:全集成灶行业卡通形象设计地区:浙江省,绍兴市需求:我们是做全集成灶行业的，我们集团企业20年  英伦罗孚  想做一个卡通的人物画  我们之前夏季造的一个设计  如图一所示，现在我们要做全新制造的logo。肯定要比这个出版设计的更好，符合当下审美方式，厨房的一个很Q，很萌很萌，还好看。我们这个是全体通灶，服务商需要出一下合同流程，想看一下设计公司的报价，以及过往case案例也发一下，因为第一次尝试动画形象二维  希望设计要到位  要求是二维，细节就是很q，很萌符合当下厨房女性的审美颜值观念，后期会有下属的部门经理和对接  现在大方向和内容给了，下午的话抓紧发看一下。 时间：我们是着急要，预算:联系报价 注意：联系说一品威客小丽推荐，备注:推广员秀L引进【推广员任务】已谈好合作，具体设计要求以双方事先沟通好为准。",2022-06-23,2022.07.19,任务编号：1002083,1000.0,7天,北京市-北京市-朝阳区,亿赞智合●商标品牌符号设计,https://shop.epwk.com/z2nkz97wonqy/,亿赞智合●商标品牌符号设计,出售服务,https://shop.epwk.com/z2nkz97wonqy/chushou/,个人,三品,70分,,,亿赞智合●商标品牌符号设计,,商标、网站、企业商业餐饮品牌门店公司logo设计,"￥810
            /件",【资深设计师】产品精修详情页设计 电商店铺详情页装修淘宝京东,"￥500
            /件",【资深设计师】吉祥物设计 修改到满意为止,"￥1999
            /件",,,,,,,,,,,,
【效果图设计】吊顶效果图设计,https://task.epwk.com/1001433/,362人,2人,¥200,圆满完成,效果图设计,旭诺空调11,吊顶有几根铝型材  根据现场情况设计效果图 需要可落地施工的图纸,2022-06-20,2022.06.24,任务编号：1001433,200.0,1天,上海市-市辖区,你说我画—设计工作室,https://shop.epwk.com/2j5xogkpx5xm/,你说我画—设计工作室,出售服务,https://shop.epwk.com/2j5xogkpx5xm/chushou/,工作室,六品,40分,,,你说我画—设计工作室,,室内装修-设计,"￥50
            /次",柜体-CAD图纸细化,"￥200
            /起",室内平面设计方案,"￥350
            /件",室内720全景图设计表现,"￥100
            /起",工装效果图设计制作,"￥100
            /起",室内单张效果图设计制作,"￥50
            /起",,,,,,
【效果图设计】720全景效果图设计,https://task.epwk.com/1001578/,493人,4人,¥600,圆满完成,效果图设计,o607053dbe4105,已有设计图，只要设计全景效果图，具体详谈,2022-06-20,2022.06.28,任务编号：1001578,600.0,3天,山东省-淄博市,维度品牌設计工作室,https://shop.epwk.com/0z5o4xg2xnjq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】机房效果图设计,https://task.epwk.com/1000424/,403人,1人,"¥1,600",圆满完成,效果图设计,花郎,根据图纸出效果图,2022-06-13,2022.06.29,任务编号：1000424,1600.0,8天,黑龙江省-大庆市,屿舟设计,https://shop.epwk.com/qgdmj3j1ydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】复式结构150平旧房改造设计,https://task.epwk.com/995824/,2145人,1人,"¥3,000",圆满完成,效果图设计,尚佳rng5H,地板不改动设计：墙面颜色，衣柜颜色、分布、样式家具布局厨卫翻新功能房设计一个较隐蔽的榻榻米，办公为主儿童房要粉色系,2022-05-12,2022.08.03,任务编号：995824,3000.0,15天,山西省-太原市-迎泽区,米兰全案设计,https://shop.epwk.com/09drj1qx353w/,米兰全案设计,出售服务,https://shop.epwk.com/09drj1qx353w/chushou/,工作室,五品,39分,,,米兰全案设计,,,,,,,,,,,,,,,,,,,
【其他建筑设计】网红街覆盖井盖设计,https://task.epwk.com/995160/,279人,1人,¥300,圆满完成,其他建筑设计,sun13****74607,整条街道大约800米长南北走向，中间小十字路口分开，北边有10—11米宽不等，南边6米宽。整条路大约66个雨污电井盖，不规则分布。施工计划为：井盖比路面低7公分，金属井盖平置后上方放置80805公分厚雕刻产品，雕刻深度为1公分。业主要求:网红主题，从地雕产品不规则的摆放中找到规律，我们提供的春夏秋冬，梅兰竹菊，雕刻文字穿插分布等方案他也认可，只是要有规律，我们没有理解透彻业主的所谓规律，现征集各位大神可否提供设计思路！,2022-05-09,2022.05.10,任务编号：995160,300.0,5天,湖南省-长沙市-芙蓉区,曦宸设计,https://shop.epwk.com/zqdplm0r9n1v/,曦宸设计,出售服务,https://shop.epwk.com/zqdplm0r9n1v/chushou/,企业,六品,42分,,,曦宸设计,,海报设计,"￥500
            /起",包装设计,"￥1000
            /起",电商设计,"￥500
            /起",VI设计,"￥1000
            /起",商标设计,"￥1000
            /起",LOGO设计,"￥300
            /起",,,,,,
【效果图设计】公寓要平面图和立面图设计,https://task.epwk.com/992982/,461人,3人,¥500,圆满完成,效果图设计,o5ad748dfebb8f,公寓，实用面积35平方米，做一室一厅，要平面图和立面图，不用设计效果图，方案我巳找到，到时候我可以发送资料。,2022-04-23,2022.05.03,任务编号：992982,500.0,5天,广东省-佛山市-顺德区,DF室内设计工作室,https://shop.epwk.com/3gd2mqqrvner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他公装设计】cad效果图设计,https://task.epwk.com/969425/,1619人,1人,"¥3,000",圆满完成,其他公装设计,领域之巅yZpdG,垃圾房cad效果图设计，4.7米乘以2.3米主要的垃圾房，2.3乘以2.3的简易的活动房，5.5乘以2.3也是简易的活动房，茶室室内设计，事业单位使用，加微信备注威客，或者先电话联系,2021-11-14,2021.11.27,任务编号：969425,3000.0,10天,广东省-深圳市,广东红点创意设计有限公司,https://shop.epwk.com/m7d7w74er5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新房装修】全包预算表一份出租房,https://task.epwk.com/967603/,576人,2人,¥200,圆满完成,新房装修,丨素梦,只有平面图   水走天电走地   卫生间厨房洗衣阳台贴砖全屋地板    全房不吊顶就算主卧一个衣柜    主材地砖  地板  大理石  橱柜  灯具插座金卫浴  窗帘,2021-11-03,2021.11.05,任务编号：967603,200.0,"1天,2天","山西省-晋中市-榆次区,江苏省-苏州市-昆山市",米兰全案设计,https://shop.epwk.com/09drj1qx353w/,米兰全案设计,出售服务,https://shop.epwk.com/09drj1qx353w/chushou/,工作室,五品,39分,,,米兰全案设计,,,,,,,,,,,,,,,,,,,
