ID,Transaction_Price,Publication_Time
任务编号：1066346,15000.0,2023-12-08
任务编号：1066288,15000.0,2023-12-07
任务编号：1061773,12000.0,2023-10-26
任务编号：1050131,27200.0,2023-07-19
任务编号：1038608,800.0,2023-04-27
任务编号：1037042,1000.0,2023-04-15
任务编号：1025301,2500.0,2022-12-18
任务编号：1022320,200.0,2022-11-19
任务编号：1021210,200.0,2022-11-09
任务编号：1020642,300.0,2022-11-04
任务编号：1019903,300.0,2022-10-30
任务编号：982186,800.0,2022-02-15
任务编号：972472,400.0,2021-12-01
任务编号：951510,1500.0,2021-08-23
任务编号：927793,5000.0,2021-04-03
任务编号：921567,1000.0,2021-03-01
任务编号：811547,5000.0,2019-11-11
任务编号：786829,500.0,2019-08-25
任务编号：779740,500.0,2019-08-06
任务编号：775575,200.0,2019-07-24
任务编号：770736,300.0,2019-07-12
任务编号：770536,100.0,2019-07-11
任务编号：758844,9600.0,2019-06-12
任务编号：749025,1000.0,2019-05-19
任务编号：732360,3000.0,2019-04-09
任务编号：728844,3000.0,2019-03-31
任务编号：727393,500.0,2019-03-27
任务编号：725744,1500.0,2019-03-24
任务编号：614617,200.0,2018-05-16
任务编号：611892,100.0,2018-05-09
任务编号：1088288,100.0,2024-08-02
任务编号：1059823,200.0,2023-10-09
任务编号：984692,500.0,2022-03-03
任务编号：912202,100.0,2020-12-27
任务编号：890092,158.0,2020-09-04
任务编号：879559,100.0,2020-07-21
任务编号：870227,150.0,2020-06-13
任务编号：846156,100.0,2020-03-21
任务编号：758885,300.0,2019-06-12
任务编号：702874,200.0,2019-01-14
任务编号：675190,200.0,2018-10-27
任务编号：587860,150.0,2018-03-07
任务编号：584405,500.0,2018-02-26
任务编号：386134,100.0,2015-10-20
任务编号：258495,360.0,2014-04-25
任务编号：563574,1000.0,2017-12-15
任务编号：490424,1300.0,2017-04-08
任务编号：388152,180.0,2015-10-29
任务编号：1009157,200.0,2022-08-08
任务编号：889854,1000.0,2020-09-03
任务编号：580121,36000.0,2018-02-03
任务编号：467629,150.0,2016-12-28
任务编号：1051534,1000.0,2023-07-29
任务编号：765108,100.0,2019-06-28
任务编号：363664,200.0,2015-07-02
任务编号：1096230,688.0,2024-11-08
任务编号：1084563,2000.0,2024-06-27
任务编号：1083830,1400.0,2024-06-20
任务编号：1070703,300.0,2024-01-25
任务编号：1025384,500.0,2022-12-19
任务编号：928369,500.0,2021-04-07
任务编号：924078,100.0,2021-03-14
任务编号：885493,500.0,2020-08-15
任务编号：860264,500.0,2020-05-11
任务编号：850712,1000.0,2020-04-07
任务编号：849154,400.0,2020-04-01
任务编号：826303,300.0,2019-12-27
任务编号：821045,300.0,2019-12-12
任务编号：809583,100.0,2019-11-05
任务编号：789414,6000.0,2019-09-01
任务编号：773353,500.0,2019-07-18
任务编号：772779,500.0,2019-07-17
任务编号：764732,500.0,2019-06-27
任务编号：764057,2000.0,2019-06-25
任务编号：751284,2000.0,2019-05-24
任务编号：736728,1500.0,2019-04-18
任务编号：731945,1200.0,2019-04-08
任务编号：728092,500.0,2019-03-29
任务编号：719062,1200.0,2019-03-08
任务编号：718565,500.0,2019-03-07
任务编号：711891,300.0,2019-02-18
任务编号：698940,3000.0,2019-01-02
任务编号：688143,500.0,2018-12-01
任务编号：686280,2500.0,2018-11-27
任务编号：681471,500.0,2018-11-13
任务编号：665116,300.0,2018-09-28
任务编号：663463,300.0,2018-09-24
任务编号：608939,1500.0,2018-05-01
任务编号：607510,300.0,2018-04-27
任务编号：595221,360.0,2018-03-26
任务编号：586571,600.0,2018-03-03
任务编号：585297,1440.0,2018-02-28
任务编号：565566,400.0,2017-12-21
任务编号：563411,300.0,2017-12-14
任务编号：553508,200.0,2017-11-14
任务编号：551146,800.0,2017-11-07
任务编号：548918,800.0,2017-10-30
任务编号：545115,1200.0,2017-10-19
任务编号：541427,1200.0,2017-10-08
任务编号：536219,300.0,2017-09-18
任务编号：533258,700.0,2017-09-08
任务编号：531608,300.0,2017-09-03
任务编号：528533,500.0,2017-08-23
任务编号：517418,500.0,2017-07-15
任务编号：517157,480.0,2017-07-14
任务编号：516193,500.0,2017-07-10
任务编号：514700,300.0,2017-07-04
任务编号：511735,600.0,2017-06-22
任务编号：510787,1000.0,2017-06-19
任务编号：501633,800.0,2017-05-15
任务编号：495947,300.0,2017-04-26
任务编号：490221,500.0,2017-04-07
任务编号：490193,1000.0,2017-04-07
任务编号：481947,360.0,2017-03-09
任务编号：481784,800.0,2017-03-09
任务编号：481453,2000.0,2017-03-08
任务编号：479446,500.0,2017-03-01
任务编号：476783,300.0,2017-02-19
任务编号：474492,500.0,2017-02-10
任务编号：469415,1200.0,2017-01-06
任务编号：467591,500.0,2016-12-27
任务编号：466342,500.0,2016-12-22
任务编号：461489,300.0,2016-11-29
任务编号：460951,1000.0,2016-11-26
任务编号：457886,500.0,2016-11-12
任务编号：457441,300.0,2016-11-11
任务编号：456636,300.0,2016-11-08
任务编号：454279,100.0,2016-10-28
任务编号：454736,500.0,2016-10-31
任务编号：453398,300.0,2016-10-25
任务编号：452732,300.0,2016-10-22
任务编号：452486,500.0,2016-10-21
任务编号：448643,100.0,2016-09-29
任务编号：448227,150.0,2016-09-27
任务编号：446210,550.0,2016-09-14
任务编号：441101,500.0,2016-08-19
任务编号：430445,500.0,2016-06-27
任务编号：427277,500.0,2016-06-13
任务编号：423315,500.0,2016-05-24
任务编号：422902,150.0,2016-05-21
任务编号：422005,500.0,2016-05-17
任务编号：418435,1500.0,2016-04-27
任务编号：417482,500.0,2016-04-22
任务编号：413478,200.0,2016-04-01
任务编号：407418,1000.0,2016-03-02
任务编号：401605,500.0,2016-01-14
任务编号：400454,500.0,2016-01-07
任务编号：397970,400.0,2015-12-22
任务编号：393989,200.0,2015-11-27
任务编号：388106,800.0,2015-10-28
任务编号：385531,100.0,2015-10-16
任务编号：385207,350.0,2015-10-15
任务编号：384123,800.0,2015-10-10
任务编号：383657,100.0,2015-10-08
任务编号：379654,600.0,2015-09-15
任务编号：374970,100.0,2015-08-24
任务编号：362204,500.0,2015-06-25
任务编号：357679,300.0,2015-06-04
任务编号：357674,300.0,2015-06-04
任务编号：347411,300.0,2015-04-21
任务编号：343875,500.0,2015-04-06
任务编号：339995,300.0,2015-03-23
任务编号：337555,300.0,2015-03-14
任务编号：335049,360.0,2015-03-03
任务编号：335295,600.0,2015-03-04
任务编号：333896,400.0,2015-02-24
任务编号：326126,360.0,2015-01-06
任务编号：326198,1000.0,2015-01-06
任务编号：323239,200.0,2014-12-20
任务编号：323240,200.0,2014-12-20
任务编号：323242,200.0,2014-12-20
任务编号：323243,200.0,2014-12-20
任务编号：322651,110.0,2014-12-17
任务编号：322551,400.0,2014-12-17
任务编号：315924,150.0,2014-11-12
任务编号：315352,300.0,2014-11-09
任务编号：1118842,4500.0,2025-04-15
任务编号：1118834,300.0,2025-04-15
任务编号：1118724,21000.0,2025-04-14
任务编号：1118044,1000.0,2025-04-09
任务编号：1117606,2000.0,2025-04-05
任务编号：1117558,600.0,2025-04-04
任务编号：1117400,2300.0,2025-04-02
任务编号：1117281,15000.0,2025-04-01
任务编号：1117278,4500.0,2025-04-01
任务编号：1116821,2500.0,2025-03-27
任务编号：1116791,11000.0,2025-03-27
任务编号：1116783,6500.0,2025-03-27
任务编号：1116618,5000.0,2025-03-26
任务编号：1116327,4500.0,2025-03-24
任务编号：1116304,1000.0,2025-03-23
任务编号：1116097,4000.0,2025-03-20
任务编号：1116064,5600.0,2025-03-20
任务编号：1115523,1000.0,2025-03-17
任务编号：1114721,1500.0,2025-03-13
任务编号：1114665,4500.0,2025-03-13
任务编号：1114388,6000.0,2025-03-12
任务编号：1114335,800.0,2025-03-12
任务编号：1114329,2000.0,2025-03-12
任务编号：1113665,2800.0,2025-03-10
任务编号：1113549,800.0,2025-03-10
任务编号：1113372,3000.0,2025-03-08
任务编号：1113202,1800.0,2025-03-07
任务编号：1112171,4600.0,2025-03-04
任务编号：1112038,200.0,2025-03-03
任务编号：1112011,800.0,2025-03-03
任务编号：1111889,5000.0,2025-03-03
任务编号：1111982,3500.0,2025-03-03
任务编号：1111618,3000.0,2025-03-01
任务编号：1111610,3000.0,2025-03-01
任务编号：1110936,3000.0,2025-02-26
任务编号：1110731,1500.0,2025-02-25
任务编号：1110709,6000.0,2025-02-25
任务编号：1110678,400.0,2025-02-25
任务编号：1110489,3500.0,2025-02-24
任务编号：1110472,1500.0,2025-02-24
任务编号：1110455,1000.0,2025-02-24
任务编号：1110454,1000.0,2025-02-24
任务编号：1110452,800.0,2025-02-24
任务编号：1110121,5100.0,2025-02-22
任务编号：1110316,7500.0,2025-02-24
任务编号：1110112,800.0,2025-02-22
任务编号：1109559,2100.0,2025-02-20
任务编号：1109213,1800.0,2025-02-18
任务编号：1109093,2600.0,2025-02-18
任务编号：1108947,4000.0,2025-02-17
任务编号：1108765,1800.0,2025-02-16
任务编号：1108758,9000.0,2025-02-16
任务编号：1108627,13000.0,2025-02-15
任务编号：1108470,5000.0,2025-02-14
任务编号：1108457,300.0,2025-02-14
任务编号：1108364,800.0,2025-02-14
任务编号：1108112,900.0,2025-02-12
任务编号：1107864,2500.0,2025-02-11
任务编号：1107405,12000.0,2025-02-08
任务编号：1107323,15000.0,2025-02-08
任务编号：1107119,1000.0,2025-02-07
任务编号：1106826,3600.0,2025-02-05
任务编号：1106656,4000.0,2025-02-04
任务编号：1105943,3600.0,2025-01-27
任务编号：1105885,5000.0,2025-01-26
任务编号：1105700,450.0,2025-01-24
任务编号：1105165,666.0,2025-01-20
任务编号：1105162,500.0,2025-01-20
任务编号：1115852,5000.0,2025-01-15
任务编号：1103598,900.0,2025-01-10
任务编号：1103479,5000.0,2025-01-09
任务编号：1103435,8800.0,2025-01-09
任务编号：1103211,500.0,2025-01-08
任务编号：1102556,11000.0,2025-01-03
任务编号：1102203,1000.0,2025-01-01
任务编号：1102014,2000.0,2024-12-31
任务编号：1101562,1600.0,2024-12-27
任务编号：1101523,4000.0,2024-12-27
任务编号：1101386,500.0,2024-12-26
任务编号：1101312,2000.0,2024-12-26
任务编号：1101286,1500.0,2024-12-26
任务编号：1101175,1200.0,2024-12-25
任务编号：1101039,2000.0,2024-12-24
任务编号：1100654,4500.0,2024-12-22
任务编号：1100155,2880.0,2024-12-19
任务编号：1100062,800.0,2024-12-18
任务编号：1099512,600.0,2024-12-14
任务编号：1099509,7000.0,2024-12-14
任务编号：1099283,1000.0,2024-12-12
任务编号：1098703,1600.0,2024-12-09
任务编号：1098681,6000.0,2024-12-08
任务编号：1098635,1000.0,2024-12-06
任务编号：1098595,500.0,2024-12-06
任务编号：1098550,1500.0,2024-12-06
任务编号：1098548,3500.0,2024-12-06
任务编号：1098536,1000.0,2024-12-05
任务编号：1098177,8000.0,2024-12-02
任务编号：1098129,1000.0,2024-12-02
任务编号：1098078,1500.0,2024-12-01
任务编号：1098014,1000.0,2024-11-30
任务编号：1097981,5580.0,2024-11-29
任务编号：1097951,6500.0,2024-11-29
任务编号：1097856,1500.0,2024-11-28
任务编号：1097814,3200.0,2024-11-27
任务编号：1097528,800.0,2024-11-24
任务编号：1097364,200.0,2024-11-21
任务编号：1097304,29058.0,2024-11-20
任务编号：1097288,700.0,2024-11-20
任务编号：1097171,800.0,2024-11-19
任务编号：1096840,8000.0,2024-11-15
任务编号：1096655,2800.0,2024-11-13
任务编号：1096464,1500.0,2024-11-11
任务编号：1096418,1500.0,2024-11-11
任务编号：1096329,700.0,2024-11-09
任务编号：1096179,500.0,2024-11-07
任务编号：1096041,4000.0,2024-11-06
任务编号：1095831,1100.0,2024-11-04
任务编号：1095507,800.0,2024-10-31
任务编号：1095402,3000.0,2024-10-30
任务编号：1095350,9000.0,2024-10-30
任务编号：1094862,3500.0,2024-10-24
任务编号：1094774,1500.0,2024-10-23
任务编号：1094359,1000.0,2024-10-18
任务编号：1094304,2000.0,2024-10-18
任务编号：1093869,2000.0,2024-10-14
任务编号：1093588,1000.0,2024-10-10
任务编号：1093533,2500.0,2024-10-10
任务编号：1093499,2200.0,2024-10-10
任务编号：1093460,2300.0,2024-10-09
任务编号：1093452,3800.0,2024-10-09
任务编号：1093369,2000.0,2024-10-08
任务编号：1093233,1300.0,2024-10-05
任务编号：1093105,1000.0,2024-09-30
任务编号：1093093,5000.0,2024-09-30
任务编号：1092986,4500.0,2024-09-28
任务编号：1092903,3000.0,2024-09-27
任务编号：1092789,5000.0,2024-09-26
任务编号：1092750,1000.0,2024-09-26
任务编号：1092712,240.0,2024-09-25
任务编号：1092541,1500.0,2024-09-24
任务编号：1092445,3000.0,2024-09-23
任务编号：1092435,5000.0,2024-09-23
任务编号：1092407,3000.0,2024-09-23
任务编号：1092357,2500.0,2024-09-22
任务编号：1092319,1000.0,2024-09-21
任务编号：1092264,8800.0,2024-09-20
任务编号：1091908,3000.0,2024-09-14
任务编号：1091867,900.0,2024-09-14
任务编号：1091631,3000.0,2024-09-11
任务编号：1091495,1500.0,2024-09-10
任务编号：1091483,600.0,2024-09-10
任务编号：1091471,1000.0,2024-09-10
任务编号：1091458,4000.0,2024-09-10
任务编号：1091141,2000.0,2024-09-05
任务编号：1091108,1000.0,2024-09-05
任务编号：1090960,400.0,2024-09-03
任务编号：1090936,3000.0,2024-09-03
任务编号：1090831,4000.0,2024-09-02
任务编号：1090752,1000.0,2024-09-01
任务编号：1090663,13500.0,2024-08-30
任务编号：1090648,4000.0,2024-08-30
任务编号：1090205,6500.0,2024-08-23
任务编号：1090179,600.0,2024-08-23
任务编号：1090117,500.0,2024-08-22
任务编号：1089941,800.0,2024-08-20
任务编号：1089878,4000.0,2024-08-20
任务编号：1089804,7000.0,2024-08-19
任务编号：1089704,3500.0,2024-08-18
任务编号：1089601,18000.0,2024-08-16
任务编号：1089433,1000.0,2024-08-14
任务编号：1089349,10000.0,2024-08-13
任务编号：1089190,1600.0,2024-08-12
任务编号：1089130,2000.0,2024-08-12
任务编号：1088968,1500.0,2024-08-09
任务编号：1088961,600.0,2024-08-09
任务编号：1088810,3000.0,2024-08-07
任务编号：1088807,1000.0,2024-08-07
任务编号：1088727,5600.0,2024-08-07
任务编号：1088644,2800.0,2024-08-06
任务编号：1088645,1200.0,2024-08-06
任务编号：1088625,1000.0,2024-08-06
任务编号：1088551,1500.0,2024-08-05
任务编号：1088097,2500.0,2024-08-01
任务编号：1087979,30000.0,2024-07-31
任务编号：1087766,3000.0,2024-07-29
任务编号：1087767,500.0,2024-07-29
任务编号：1087653,3000.0,2024-07-27
任务编号：1087566,500.0,2024-07-26
任务编号：1087295,1000.0,2024-07-24
任务编号：1087286,1000.0,2024-07-24
任务编号：1087225,25000.0,2024-07-23
任务编号：1087130,800.0,2024-07-22
任务编号：1087124,2000.0,2024-07-22
任务编号：1087066,2000.0,2024-07-22
任务编号：1086972,2500.0,2024-07-20
任务编号：1086844,1800.0,2024-07-19
任务编号：1086763,2550.0,2024-07-18
任务编号：1086458,15000.0,2024-07-16
任务编号：1086354,2500.0,2024-07-15
任务编号：1086080,1000.0,2024-07-12
任务编号：1085967,5000.0,2024-07-11
任务编号：1085868,300.0,2024-07-10
任务编号：1085831,3800.0,2024-07-10
任务编号：1085712,2500.0,2024-07-09
任务编号：1085704,3000.0,2024-07-09
任务编号：1085700,300.0,2024-07-09
任务编号：1085681,4000.0,2024-07-09
任务编号：1085488,5000.0,2024-07-07
任务编号：1085318,2000.0,2024-07-05
任务编号：1085172,1000.0,2024-07-03
任务编号：1085063,4000.0,2024-07-02
任务编号：1084990,8000.0,2024-07-02
任务编号：1084996,1000.0,2024-07-02
任务编号：1084713,2600.0,2024-06-28
任务编号：1084500,1000.0,2024-06-27
任务编号：1084129,2000.0,2024-06-24
任务编号：1083971,500.0,2024-06-22
任务编号：1083807,800.0,2024-06-20
任务编号：1083434,5000.0,2024-06-17
任务编号：1083433,5000.0,2024-06-17
任务编号：1083414,10000.0,2024-06-17
任务编号：1083326,8000.0,2024-06-15
任务编号：1083298,2000.0,2024-06-15
任务编号：1083172,8000.0,2024-06-14
任务编号：1082974,400.0,2024-06-12
任务编号：1082855,500.0,2024-06-11
任务编号：1082843,5000.0,2024-06-11
任务编号：1082707,2000.0,2024-06-08
任务编号：1082695,1500.0,2024-06-08
任务编号：1082670,30000.0,2024-06-07
任务编号：1082255,5000.0,2024-06-03
任务编号：1082264,1800.0,2024-06-04
任务编号：1082204,2000.0,2024-06-03
任务编号：1082181,1500.0,2024-06-03
任务编号：1081948,5000.0,2024-05-31
任务编号：1081763,4000.0,2024-05-29
任务编号：1081654,500.0,2024-05-28
任务编号：1081601,3000.0,2024-05-27
任务编号：1081602,1800.0,2024-05-27
任务编号：1081443,1200.0,2024-05-26
任务编号：1081341,3000.0,2024-05-24
任务编号：1081339,5000.0,2024-05-24
任务编号：1081148,3000.0,2024-05-23
任务编号：1081147,2500.0,2024-05-23
任务编号：1081135,1500.0,2024-05-22
任务编号：1081037,5000.0,2024-05-22
任务编号：1080977,2000.0,2024-05-21
任务编号：1080875,1000.0,2024-05-20
任务编号：1080708,3000.0,2024-05-19
任务编号：1080482,2400.0,2024-05-16
任务编号：1080433,50000.0,2024-05-16
任务编号：1080432,50000.0,2024-05-16
任务编号：1080078,2000.0,2024-05-13
任务编号：1080035,1000.0,2024-05-13
任务编号：1080000,1250.0,2024-05-13
任务编号：1079895,1000.0,2024-05-11
任务编号：1079670,20000.0,2024-05-09
任务编号：1079337,800.0,2024-05-07
任务编号：1079342,5000.0,2024-05-07
任务编号：1079084,2000.0,2024-05-04
任务编号：1079009,1000.0,2024-05-01
任务编号：1078883,4000.0,2024-04-30
任务编号：1078846,600.0,2024-04-29
任务编号：1078836,8000.0,2024-04-29
任务编号：1078828,1000.0,2024-04-29
任务编号：1078767,1150.0,2024-04-29
任务编号：1078655,1500.0,2024-04-28
任务编号：1078429,9000.0,2024-04-25
任务编号：1078418,1400.0,2024-04-25
任务编号：1078344,6000.0,2024-04-25
任务编号：1078284,5000.0,2024-04-24
任务编号：1078225,6000.0,2024-04-24
任务编号：1078148,10000.0,2024-04-23
任务编号：1078105,1500.0,2024-04-23
任务编号：1077850,5600.0,2024-04-21
任务编号：1077809,7000.0,2024-04-20
任务编号：1077630,7000.0,2024-04-18
任务编号：1077508,2000.0,2024-04-17
任务编号：1077332,5500.0,2024-04-16
任务编号：1077312,300.0,2024-04-16
任务编号：1077146,10000.0,2024-04-15
任务编号：1077123,3000.0,2024-04-14
任务编号：1077132,1000.0,2024-04-14
任务编号：1077040,3500.0,2024-04-12
任务编号：1076958,2000.0,2024-04-12
任务编号：1076775,3500.0,2024-04-11
任务编号：1076536,500.0,2024-04-09
任务编号：1075948,300.0,2024-04-02
任务编号：1075833,1000.0,2024-04-01
任务编号：1075765,30000.0,2024-03-30
任务编号：1075696,1300.0,2024-03-29
任务编号：1075018,4500.0,2024-03-23
任务编号：1075016,300.0,2024-03-23
任务编号：1074918,800.0,2024-03-22
任务编号：1074700,45000.0,2024-03-20
任务编号：1074464,3000.0,2024-03-18
任务编号：1073738,2500.0,2024-03-12
任务编号：1073648,1120.0,2024-03-11
任务编号：1073515,300.0,2024-03-10
任务编号：1073489,3800.0,2024-03-10
任务编号：1073389,7500.0,2024-03-08
任务编号：1073332,4500.0,2024-03-08
任务编号：1073246,500.0,2024-03-07
任务编号：1073204,1600.0,2024-03-07
任务编号：1073071,800.0,2024-03-06
任务编号：1072984,3000.0,2024-03-05
任务编号：1072828,4000.0,2024-03-04
任务编号：1072765,15000.0,2024-03-04
任务编号：1072707,8000.0,2024-03-02
任务编号：1072558,1200.0,2024-02-29
任务编号：1072385,17000.0,2024-02-27
任务编号：1072310,15000.0,2024-02-27
任务编号：1072171,6500.0,2024-02-26
任务编号：1072068,200.0,2024-02-23
任务编号：1072064,3000.0,2024-02-23
任务编号：1071969,800.0,2024-02-22
任务编号：1071787,3500.0,2024-02-20
任务编号：1071772,4000.0,2024-02-20
任务编号：1071671,13600.0,2024-02-19
任务编号：1071433,300.0,2024-02-10
任务编号：1071426,300.0,2024-02-09
任务编号：1071409,300.0,2024-02-08
任务编号：1071381,300.0,2024-02-07
任务编号：1071337,400.0,2024-02-05
任务编号：1071331,10000.0,2024-02-05
任务编号：1071280,1200.0,2024-02-04
任务编号：1070822,100.0,2024-01-26
任务编号：1070821,2000.0,2024-01-26
任务编号：1070656,4000.0,2024-01-25
任务编号：1070512,3000.0,2024-01-23
任务编号：1070466,2000.0,2024-01-23
任务编号：1070438,5000.0,2024-01-22
任务编号：1070125,600.0,2024-01-18
任务编号：1070083,2500.0,2024-01-17
任务编号：1069997,2400.0,2024-01-17
任务编号：1069802,700.0,2024-01-15
任务编号：1069481,1600.0,2024-01-10
任务编号：1069435,43000.0,2024-01-10
任务编号：1069174,5400.0,2024-01-08
任务编号：1069044,3000.0,2024-01-05
任务编号：1068955,5000.0,2024-01-05
任务编号：1068750,1000.0,2024-01-03
任务编号：1068562,3000.0,2024-01-01
任务编号：1068269,5000.0,2023-12-28
任务编号：1068204,6000.0,2023-12-27
任务编号：1068132,4500.0,2023-12-26
任务编号：1068032,900.0,2023-12-26
任务编号：1067985,200.0,2023-12-25
任务编号：1067891,1400.0,2023-12-25
任务编号：1067873,1000.0,2023-12-24
任务编号：1067761,5000.0,2023-12-22
任务编号：1067531,2000.0,2023-12-20
任务编号：1067516,8000.0,2023-12-20
任务编号：1067457,3000.0,2023-12-19
任务编号：1067328,6400.0,2023-12-18
任务编号：1067230,2000.0,2023-12-18
任务编号：1067104,14500.0,2023-12-15
任务编号：1066826,3800.0,2023-12-13
任务编号：1066561,800.0,2023-12-11
任务编号：1066541,9120.0,2023-12-10
任务编号：1065991,2000.0,2023-12-05
任务编号：1065940,13500.0,2023-12-04
任务编号：1065894,3000.0,2023-12-04
任务编号：1065857,22000.0,2023-12-04
任务编号：1065530,3000.0,2023-11-30
任务编号：1065519,400.0,2023-11-30
任务编号：1065250,5700.0,2023-11-28
任务编号：1065232,300.0,2023-11-27
任务编号：1065207,3500.0,2023-11-27
任务编号：1065096,2500.0,2023-11-27
任务编号：1065058,20000.0,2023-11-26
任务编号：1064834,18000.0,2023-11-23
任务编号：1064750,19920.0,2023-11-23
任务编号：1064748,300.0,2023-11-23
任务编号：1063877,4500.0,2023-11-14
任务编号：1063842,3000.0,2023-11-13
任务编号：1063813,6000.0,2023-11-13
任务编号：1063781,5000.0,2023-11-13
任务编号：1063552,3000.0,2023-11-10
任务编号：1063218,3500.0,2023-11-07
任务编号：1062999,2000.0,2023-11-04
任务编号：1063011,1500.0,2023-11-05
任务编号：1062702,3000.0,2023-11-03
任务编号：1062700,1000.0,2023-11-03
任务编号：1062588,2500.0,2023-11-02
任务编号：1062479,800.0,2023-11-01
任务编号：1062473,1500.0,2023-11-01
任务编号：1062288,8000.0,2023-10-31
任务编号：1062215,2400.0,2023-10-30
任务编号：1062119,800.0,2023-10-29
任务编号：1061714,3000.0,2023-10-25
任务编号：1061570,5750.0,2023-10-24
任务编号：1061541,5000.0,2023-10-24
任务编号：1061450,500.0,2023-10-23
任务编号：1061418,7000.0,2023-10-23
任务编号：1061350,6000.0,2023-10-22
任务编号：1061154,3000.0,2023-10-19
任务编号：1061095,300.0,2023-10-19
任务编号：1060764,400.0,2023-10-16
任务编号：1060738,3800.0,2023-10-16
任务编号：1060717,5000.0,2023-10-16
任务编号：1060663,5120.0,2023-10-16
任务编号：1060144,700.0,2023-10-11
任务编号：1059934,2400.0,2023-10-09
任务编号：1059717,3180.0,2023-10-08
任务编号：1059613,1000.0,2023-10-07
任务编号：1059507,24000.0,2023-10-07
任务编号：1059506,18000.0,2023-10-07
任务编号：1059246,1200.0,2023-09-30
任务编号：1059162,2000.0,2023-09-28
任务编号：1058983,10000.0,2023-09-27
任务编号：1058816,500.0,2023-09-25
任务编号：1058756,8000.0,2023-09-25
任务编号：1058743,400.0,2023-09-25
任务编号：1058686,1000.0,2023-09-25
任务编号：1058635,5000.0,2023-09-24
任务编号：1058500,1000.0,2023-09-22
任务编号：1058482,10000.0,2023-09-22
任务编号：1058428,3500.0,2023-09-21
任务编号：1058403,4000.0,2023-09-21
任务编号：1058258,5000.0,2023-09-20
任务编号：1058238,13820.0,2023-09-20
任务编号：1058182,3000.0,2023-09-20
任务编号：1057937,1000.0,2023-09-18
任务编号：1057900,7500.0,2023-09-18
任务编号：1057825,1000.0,2023-09-17
任务编号：1057675,3000.0,2023-09-15
任务编号：1057561,3000.0,2023-09-14
任务编号：1056513,239.0,2023-09-06
任务编号：1056446,2500.0,2023-09-05
任务编号：1056093,2200.0,2023-09-02
任务编号：1055981,5000.0,2023-09-01
任务编号：1055974,6750.0,2023-09-01
任务编号：1055192,5500.0,2023-08-25
任务编号：1055131,10320.0,2023-08-25
任务编号：1054985,10000.0,2023-08-24
任务编号：1054976,2000.0,2023-08-24
任务编号：1054342,5000.0,2023-08-19
任务编号：1054229,4000.0,2023-08-18
任务编号：1054081,500.0,2023-08-17
任务编号：1054023,3000.0,2023-08-17
任务编号：1053995,2100.0,2023-08-17
任务编号：1053921,15000.0,2023-08-16
任务编号：1053905,1000.0,2023-08-16
任务编号：1053480,3000.0,2023-08-13
任务编号：1053272,300.0,2023-08-11
任务编号：1053227,2300.0,2023-08-10
任务编号：1052510,10000.0,2023-08-05
任务编号：1052423,6000.0,2023-08-04
