ID,Transaction_Price,Publication_Time,type,[z]
任务编号：324522,100.0,2014-12-26,订单,1
任务编号：324579,150.0,2014-12-26,订单,1
任务编号：324338,138.0,2014-12-25,订单,1
任务编号：324321,200.0,2014-12-25,订单,1
任务编号：324290,800.0,2014-12-25,订单,1
任务编号：323946,300.0,2014-12-23,订单,1
任务编号：323864,100.0,2014-12-23,订单,1
任务编号：323693,100.0,2014-12-23,订单,1
任务编号：323426,188.0,2014-12-22,订单,1
任务编号：322913,300.0,2014-12-18,订单,1
任务编号：322439,250.0,2014-12-17,订单,1
任务编号：322311,100.0,2014-12-16,订单,1
任务编号：322172,250.0,2014-12-15,订单,1
任务编号：321965,200.0,2014-12-15,订单,1
任务编号：321885,100.0,2014-12-13,订单,1
任务编号：321759,800.0,2014-12-12,订单,1
任务编号：321508,200.0,2014-12-11,订单,1
任务编号：321129,300.0,2014-12-09,订单,1
任务编号：320903,150.0,2014-12-08,订单,1
任务编号：320607,200.0,2014-12-07,订单,1
任务编号：320529,300.0,2014-12-06,订单,1
任务编号：320463,100.0,2014-12-05,订单,1
任务编号：320459,150.0,2014-12-05,订单,1
任务编号：320246,100.0,2014-12-04,订单,1
任务编号：320227,200.0,2014-12-04,订单,1
任务编号：319655,500.0,2014-12-01,订单,1
任务编号：319251,388.0,2014-11-29,订单,1
任务编号：319203,100.0,2014-11-28,订单,1
任务编号：319129,200.0,2014-11-28,订单,1
任务编号：319053,100.0,2014-11-28,订单,1
任务编号：318765,100.0,2014-11-26,订单,1
任务编号：318378,100.0,2014-11-25,订单,1
任务编号：318082,100.0,2014-11-24,订单,1
任务编号：317821,100.0,2014-11-21,订单,1
任务编号：323613,1500.0,2014-12-22,订单,1
任务编号：318568,150.0,2014-11-26,订单,1
任务编号：316181,600.0,2014-11-13,订单,1
任务编号：315199,150.0,2014-11-07,订单,1
任务编号：313866,400.0,2014-11-01,订单,1
任务编号：312264,500.0,2014-10-23,订单,1
任务编号：311548,2000.0,2014-10-20,订单,1
任务编号：310118,1000.0,2014-10-12,订单,1
任务编号：304963,100.0,2014-09-10,订单,1
任务编号：301927,100.0,2014-08-21,订单,1
任务编号：301286,1100.0,2014-08-19,订单,1
任务编号：299205,1000.0,2014-08-07,订单,1
任务编号：291720,400.0,2014-06-24,订单,1
任务编号：290087,400.0,2014-06-13,订单,1
任务编号：289485,300.0,2014-06-09,订单,1
任务编号：288692,1000.0,2014-06-04,订单,1
任务编号：287818,400.0,2014-05-27,订单,1
任务编号：284829,650.0,2014-05-07,订单,1
任务编号：257667,200.0,2014-04-19,订单,1
任务编号：248508,600.0,2014-02-17,订单,1
任务编号：248000,1000.0,2014-02-13,订单,1
任务编号：246855,700.0,2014-01-25,订单,1
任务编号：323320,100.0,2014-12-21,订单,1
任务编号：320299,100.0,2014-12-04,订单,1
任务编号：317923,400.0,2014-11-22,订单,1
任务编号：316966,150.0,2014-11-18,订单,1
任务编号：316683,100.0,2014-11-16,订单,1
任务编号：316009,100.0,2014-11-12,订单,1
任务编号：314667,1000.0,2014-11-05,订单,1
任务编号：311698,100.0,2014-10-21,订单,1
任务编号：311527,200.0,2014-10-20,订单,1
任务编号：304430,750.0,2014-09-05,订单,1
任务编号：303917,2000.0,2014-09-02,订单,1
任务编号：302111,400.0,2014-08-22,订单,1
任务编号：301498,200.0,2014-08-20,订单,1
任务编号：299346,2000.0,2014-08-07,订单,1
任务编号：298865,2500.0,2014-08-05,订单,1
任务编号：296897,100.0,2014-07-25,订单,1
任务编号：293969,300.0,2014-07-08,订单,1
任务编号：292277,200.0,2014-06-27,订单,1
任务编号：290073,100.0,2014-06-13,订单,1
任务编号：287351,150.0,2014-05-24,订单,1
任务编号：286456,400.0,2014-05-18,订单,1
任务编号：286149,420.0,2014-05-15,订单,1
任务编号：286244,150.0,2014-05-16,订单,1
任务编号：259330,300.0,2014-04-26,订单,1
任务编号：257818,500.0,2014-04-21,订单,1
任务编号：257748,100.0,2014-04-20,订单,1
任务编号：257746,500.0,2014-04-20,订单,1
任务编号：257722,200.0,2014-04-20,订单,1
任务编号：257239,200.0,2014-04-16,订单,1
任务编号：256131,1000.0,2014-04-13,订单,1
任务编号：254939,100.0,2014-04-03,订单,1
任务编号：252333,1500.0,2014-03-16,订单,1
任务编号：252086,600.0,2014-03-14,订单,1
任务编号：247988,100.0,2014-02-13,订单,1
任务编号：325369,5400.0,2014-12-31,订单,1
任务编号：322601,500.0,2014-12-17,订单,1
任务编号：320972,500.0,2014-12-09,订单,1
任务编号：320713,500.0,2014-12-08,订单,1
任务编号：319894,100.0,2014-12-02,订单,1
任务编号：318433,100.0,2014-11-25,订单,1
任务编号：317950,100.0,2014-11-22,订单,1
任务编号：317875,100.0,2014-11-22,订单,1
任务编号：317514,100.0,2014-11-20,订单,1
任务编号：312900,100.0,2014-10-27,订单,1
任务编号：312162,198.0,2014-10-23,订单,1
任务编号：310339,100.0,2014-10-14,订单,1
任务编号：308238,100.0,2014-09-28,订单,1
任务编号：308005,100.0,2014-09-26,订单,1
任务编号：306537,100.0,2014-09-18,订单,1
任务编号：305493,100.0,2014-09-12,订单,1
任务编号：304615,200.0,2014-09-06,订单,1
任务编号：303555,100.0,2014-09-01,订单,1
任务编号：303381,100.0,2014-08-29,订单,1
任务编号：302829,100.0,2014-08-27,订单,1
任务编号：302823,100.0,2014-08-27,订单,1
任务编号：302826,100.0,2014-08-27,订单,1
任务编号：302124,100.0,2014-08-22,订单,1
任务编号：301288,100.0,2014-08-19,订单,1
任务编号：300944,100.0,2014-08-15,订单,1
任务编号：300597,100.0,2014-08-13,订单,1
任务编号：299379,100.0,2014-08-07,订单,1
任务编号：299194,100.0,2014-08-07,订单,1
任务编号：298295,100.0,2014-08-02,订单,1
任务编号：298071,100.0,2014-08-01,订单,1
任务编号：298070,100.0,2014-08-01,订单,1
任务编号：298012,300.0,2014-07-31,订单,1
任务编号：297879,100.0,2014-07-31,订单,1
任务编号：297583,100.0,2014-07-30,订单,1
任务编号：297194,100.0,2014-07-28,订单,1
任务编号：297297,200.0,2014-07-28,订单,1
任务编号：294780,100.0,2014-07-14,订单,1
任务编号：293518,100.0,2014-07-05,订单,1
任务编号：293212,100.0,2014-07-03,订单,1
任务编号：293193,100.0,2014-07-03,订单,1
任务编号：291666,100.0,2014-06-24,订单,1
任务编号：290971,200.0,2014-06-19,订单,1
任务编号：289792,132.0,2014-06-11,订单,1
任务编号：289169,100.0,2014-06-07,订单,1
任务编号：289153,100.0,2014-06-06,订单,1
任务编号：288483,100.0,2014-06-02,订单,1
任务编号：287891,100.0,2014-05-28,订单,1
任务编号：287523,100.0,2014-05-26,订单,1
任务编号：286702,100.0,2014-05-20,订单,1
