标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【新房装修】新房装修设计，130平方,https://task.epwk.com/1032586/,1090人,2人,1000元以内,圆满完成,招标,o5bde99026e049,新房装修设计130平方，三角形房型，老房子，先出平面图,2023.03.13,2023.03.24,任务编号：1032586,"￥500,￥1000","30天,3天","广东省-佛山市-顺德区,山东省-济宁市",佛山极影文化传媒有限公司,https://shop.epwk.com/78n962z6znkv/,佛山极影文化传媒有限公司,出售服务,https://shop.epwk.com/78n962z6znkv/chushou/,企业,六品,46分,,,佛山极影文化传媒有限公司,,施工图效果图室内设计公装门头设计厂房办公室售楼部样板间效果图,"￥100
            /起",佛山工装装修办公空间餐饮娱乐空间设计装修效果图施工图,"￥100
            /起",室内设计新房自建房别墅家装软装背景文化墙展台工装装修施工图,"￥100
            /起",娱乐场所/餐饮/酒吧酒馆/宾馆酒店/民宿室内设计效果图,"￥100
            /起",公装服务酒店民宿品牌设计匠派设计舒适商业空间设计,"￥100
            /起",公装展会展厅门头效果图办公餐饮空间专卖店新房装修服务设计,"￥100
            /起",室内设计家装设计新房装修设计空间设计自建房别墅效果图设计,"￥100
            /起",商业店铺装修室内设计效果图商铺餐饮餐厅SI空间办公室商装设计,"￥100
            /起",,
【店铺厂房】办公区装修设计和施工图,https://task.epwk.com/1028216/,331人,2人,1000-3000元,圆满完成,招标,k3332****18,项目:办公区装修设计和施工图称呼:邬先生地区:湖南郴州（服务商地域不限需求:一个100平左右的办公区，需要装修设计和施工图预算:1000元,2023.02.03,2023.02.07,任务编号：1028216,"￥1000,￥1000","5天,3天","河南省-郑州市,河北省-石家庄市-裕华区",方木空间设计,https://shop.epwk.com/2j5xogyz05xm/,方木空间设计,出售服务,https://shop.epwk.com/2j5xogyz05xm/chushou/,企业,六品,44分,,,方木空间设计,,办公室，办公场所，会议室，接待室，茶室，效果图设计,"￥50
            /平方",服装店，专卖店，购物中心服饰配饰专卖店,"￥50
            /平方",娱乐空间，KTV，酒吧，美容院，酒吧场合效果图,"￥50
            /平方",餐饮效果图设计,"￥50
            /平方",教育场所效果图绘制,"￥50
            /M²",教育空间施工图绘制,"￥15
            /M²",餐饮空间施工图绘制,"￥10
            /M²",工装施工图绘制,"￥10
            /M²",,
【效果图设计】店面形象效果设计,https://task.epwk.com/1019480/,952人,4人,1000元以内,圆满完成,招标,威主力y0262,店面形象效果设计，具体细节详谈,2022.10.27,2023.01.04,任务编号：1019480,"￥400,￥1000,￥2000,￥1000","2天,2天,3天,10天","江苏省-常州市,甘肃省-庆阳市-西峰区,广东省-东莞市-东莞市,广东省-中山市",豹思创意设计有限公司,https://shop.epwk.com/3gd2mqq6pner/,豹思创意设计有限公司,出售服务,https://shop.epwk.com/3gd2mqq6pner/chushou/,企业,五品,44分,,,豹思创意设计有限公司,,摄影摄像 / 视频制作,"￥500
            /起",展览展示策划,"￥1000
            /起",文化创意策划,"￥1000
            /起",VI / LOGO / 包装 / 画册 海报 / 单页,"￥500
            /起",包装 / 画册 / 海报 单页 / 折页 / 印刷,"￥300
            /起",产品外观设计 / 产品结构设计 / 产品建模 / 渲染,"￥500
            /起",,,,,,
【施工图设计】客厅走廊星空顶1:1施工点位图,https://task.epwk.com/1018592/,537人,1人,1000元以内,圆满完成,招标,优创45V93,需要安照1:1的做出来施工图，1.5MM，1.0MM，0.75MM的圆圈（光纤点位），比例是由粗到细1:3:6三种点位数量，密度按照我发的视频来才参考就可以。（接单后发视频给你）110X530的走廊  流星3条就可以120X120cm的走廊，一条流星就可以。需要设计者有自己的设计在里面，我说的只是大方向，细节自己把握。,2022.10.19,2022.11.13,任务编号：1018592,￥600,7天,河南省-郑州市-中原区,河南礼诚装饰工程有限公司,https://shop.epwk.com/78n962v3onkv/,河南礼诚装饰工程有限公司,出售服务,https://shop.epwk.com/78n962v3onkv/chushou/,企业,七品,61分,总 3 次中标，交易总金额,￥2100.00,河南礼诚装饰工程有限公司,,现代风格设计,"￥50
            /㎡",3D效果图制作,"￥30
            /㎡",,,,,,,,,,,,,,
【效果图设计】室内装修效果图设计,https://task.epwk.com/1011421/,2725人,1人,1000-3000元,圆满完成,招标,o5aa654862f2ab,110平，不可以用酷家乐软件等玩具,2022.08.24,2022.11.11,任务编号：1011421,￥2300,6天,上海市-市辖区,现代前沿设计,https://shop.epwk.com/z2nkzrjzpnqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】办公环境墙面设计,https://task.epwk.com/1010576/,1529人,4人,3000-5000元,圆满完成,招标,多财多亿,1、色调以红色为主，突出“服务企业”的服务理念，可加入互联网行业元素。2、名称：中企服中小企业服务中心（山东）有限公司。简称：中企服。行业：财税服务，为企业提供财税管理咨询服务。3、高端大气，简约时尚，符合当前设计趋势，易识别。4、需注明材质/材料，方便后续装修实施。5、附件是之前设计的，感觉不太显档次，可再次基础上优化。,2022.08.18,2022.09.27,任务编号：1010576,"￥4800,￥4000,￥4500","10天,7天,5天","陕西省-西安市-未央区,上海市-市辖区,浙江省-杭州市-拱墅区",鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 198 次中标，交易总金额,￥34.6万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件",包装设计/系列包装/产品规划,"￥2980
            /件",logo设计/标志设计/品牌设计/原创设计,"￥1500
            /件",爆款产品包装设计/卖点提炼/爆点策划,"￥5000
            /件",创意包装设计/原创设计/爆款产品,"￥3500
            /件",,
【餐饮饮食】火锅店效果图设计,https://task.epwk.com/1007063/,1158人,5人,1000-3000元,圆满完成,招标,韬领6yEMC,需要设计效果图与施工图，一个星期内完成，大概120平需要有经验的,2022.07.25,2022.11.04,任务编号：1007063,￥1000,7天,河南省-郑州市-中原区,河南礼诚装饰工程有限公司,https://shop.epwk.com/78n962v3onkv/,河南礼诚装饰工程有限公司,出售服务,https://shop.epwk.com/78n962v3onkv/chushou/,企业,七品,61分,总 3 次中标，交易总金额,￥2100.00,河南礼诚装饰工程有限公司,,现代风格设计,"￥50
            /㎡",3D效果图制作,"￥30
            /㎡",,,,,,,,,,,,,,
【娱乐休闲】高档汤泉洗浴会所用的更衣柜效果图设计,https://task.epwk.com/1000957/,564人,1人,1000-3000元,圆满完成,招标,专客z2RFS,项目：高档汤泉洗浴会所用的更衣柜效果图设计称呼：陈女士地区: 北京，服务商地域不限需求: 高档温泉酒店，高档汤泉洗浴会所用的更衣柜，参考附件。上下加上灯带，看起来比较上档次  要求设计高端、大气预算: 看服务商报价时间：未定备注：微信是手机号,2022.06.16,2022.06.23,任务编号：1000957,￥2400,7天,河南省-郑州市,方木空间设计,https://shop.epwk.com/2j5xogyz05xm/,方木空间设计,出售服务,https://shop.epwk.com/2j5xogyz05xm/chushou/,企业,六品,44分,,,方木空间设计,,办公室，办公场所，会议室，接待室，茶室，效果图设计,"￥50
            /平方",服装店，专卖店，购物中心服饰配饰专卖店,"￥50
            /平方",娱乐空间，KTV，酒吧，美容院，酒吧场合效果图,"￥50
            /平方",餐饮效果图设计,"￥50
            /平方",教育场所效果图绘制,"￥50
            /M²",教育空间施工图绘制,"￥15
            /M²",餐饮空间施工图绘制,"￥10
            /M²",工装施工图绘制,"￥10
            /M²",,
【软装设计】自家茶室装修设计,https://task.epwk.com/995905/,547人,4人,1000元以内,圆满完成,招标,k5157****02,"项目:自家茶室装修设计称呼:张女士地区:浙江省,台州市需求:雇主自己有个房间，宽4m，长12m，想装修成为茶室，附上照片，房间出去就是一个小花园，需要设计师出下设计稿",2022.05.13,2022.05.20,任务编号：995905,"￥500,￥999","7天,5天","广东省-佛山市-顺德区,河南省-周口市",DF室内设计工作室,https://shop.epwk.com/3gd2mqqrvner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】水果店装修设计,https://task.epwk.com/993644/,367人,1人,5000-10000元,圆满完成,招标,k3287****10,项目：水果店装修设计称呼：张先生（决策者）地区: 江西宜春，服务商地域不限需求: 190平，需要设计 布局平面图，装修效果图预算: 看服务商报价时间：未定备注：微信是手机号,2022.04.27,2022.05.09,任务编号：993644,,,,造热文化传播,https://shop.epwk.com/v0n1xzzm457y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【餐饮饮食】店铺装修设计,https://task.epwk.com/989461/,819人,2人,5000-10000元,圆满完成,招标,克仍斯zfiG4,店铺面积大约260平还有个370平的露台需求：1、夏天做清吧（晚上营业，下午茶也可以考虑）2、冬天做重庆火锅（白天营业）3、风格要求为工业风或者现代风4、考虑到店铺的两个用途，室内灯光可能需要两套5、我所在的地方四季分明，主要是夏天和冬天。6、冬天火锅最多10-12人桌，需要设置全封闭包间和卡座，卡座需要做隔断分割7、需要全套施工图,2022.04.01,2022.04.18,任务编号：989461,￥8000,14天,河南省-郑州市-中原区,方木空间设计,https://shop.epwk.com/2j5xogyz05xm/,方木空间设计,出售服务,https://shop.epwk.com/2j5xogyz05xm/chushou/,企业,六品,44分,,,方木空间设计,,办公室，办公场所，会议室，接待室，茶室，效果图设计,"￥50
            /平方",服装店，专卖店，购物中心服饰配饰专卖店,"￥50
            /平方",娱乐空间，KTV，酒吧，美容院，酒吧场合效果图,"￥50
            /平方",餐饮效果图设计,"￥50
            /平方",教育场所效果图绘制,"￥50
            /M²",教育空间施工图绘制,"￥15
            /M²",餐饮空间施工图绘制,"￥10
            /M²",工装施工图绘制,"￥10
            /M²",,
【效果图设计】机房效果图设计,https://task.epwk.com/983192/,1411人,3人,1000-3000元,圆满完成,招标,花郎,机房面积约120平，需做一版效果图，有CAD图纸，需3D建模，做效果图,2022.02.22,2022.05.18,任务编号：983192,"￥900,￥5000,￥1200","4天,7天,6天","黑龙江省-哈尔滨市,浙江省-嘉兴市-海盐县,重庆市-市辖区",屿舟设计,https://shop.epwk.com/qgdmj3j1ydke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】现代简约实木风效果图设计,https://task.epwk.com/982404/,872人,5人,1000-3000元,圆满完成,招标,o620cb0d190c75,1、根据所选的产品完成效果图还原制作。三室两厅,2022.02.16,2022.02.23,任务编号：982404,"￥2000,￥800","2天,3天","广西-南宁市,江苏省-苏州市-昆山市",简创壹品视觉设计,https://shop.epwk.com/2j5jj71325pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新房装修】农村房屋室内装修设计,https://task.epwk.com/981651/,3733人,3人,5000-10000元,圆满完成,招标,一V渡江20NiV,1、农村装修，简洁、大气装潢。2、按照800元/平米控制预算设计。3.、室内装修即可，地板尽量采用瓷砖为主，2/3楼卧室可以采用木地板。4、三楼露台考虑阳光房设计。,2022.02.10,2022.03.17,任务编号：981651,￥6000,20天,海南省-海口市-美兰区,易盛设计,https://shop.epwk.com/9w56erprwdv1/,易盛设计,出售服务,https://shop.epwk.com/9w56erprwdv1/chushou/,企业,五品,40分,,,易盛设计,,室内空间设计,"￥100
            /起",产品包装设计,"￥2000
            /起",产品包装设计,"￥5000
            /起",logo设计,"￥2000
            /起",,,,,,,,,,
【医疗机构】养老院护理中心展示图设计,https://task.epwk.com/980059/,1349人,3人,1000-3000元,圆满完成,招标,o61e91e93cd513,我有块地想要造一个养老院和护理中心，需要1）全景图 2）俯瞰图 3）平面图  放在PPT 里展示给投资者看，不是项目最终呈现效果，只需三张图作为展示用途,2022.01.20,2022.03.15,任务编号：980059,"￥2500,￥3000","3天,10天","河南省-郑州市-中原区,广东省-深圳市-福田区",方木空间设计,https://shop.epwk.com/2j5xogyz05xm/,方木空间设计,出售服务,https://shop.epwk.com/2j5xogyz05xm/chushou/,企业,六品,44分,,,方木空间设计,,办公室，办公场所，会议室，接待室，茶室，效果图设计,"￥50
            /平方",服装店，专卖店，购物中心服饰配饰专卖店,"￥50
            /平方",娱乐空间，KTV，酒吧，美容院，酒吧场合效果图,"￥50
            /平方",餐饮效果图设计,"￥50
            /平方",教育场所效果图绘制,"￥50
            /M²",教育空间施工图绘制,"￥15
            /M²",餐饮空间施工图绘制,"￥10
            /M²",工装施工图绘制,"￥10
            /M²",,
【施工图设计】室内施工图设计,https://task.epwk.com/977439/,3152人,8人,1000元以内,圆满完成,招标,钱卫军,2室2厅一卫改3室2厅2卫，需要CAD的可以联系我，个人接单,2022.01.03,2022.07.29,任务编号：977439,"￥300,￥1000,￥1200,￥1000,￥800,￥900,￥1000","2天,7天,10天,7天,7天,4天,3天","江苏省-苏州市-昆山市,云南省-昆明市-盘龙区,重庆市-市辖区,四川省-成都市-郫都区,广东省-广州市-黄埔区,黑龙江省-哈尔滨市,广东省-汕头市-金平区",苏州知艺舍工程设计有限公司,https://shop.epwk.com/9w56ewqrkdv1/,苏州知艺舍工程设计有限公司,出售服务,https://shop.epwk.com/9w56ewqrkdv1/chushou/,企业,九品,40分,,,苏州知艺舍工程设计有限公司,,室内设计施工团队,价格面议,室内设计施工图纸制作,"￥500
            /套",室内设计效果图制作,"￥500
            /套",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】私人影院做前台设计,https://task.epwk.com/963089/,351人,1人,1万-2万元,圆满完成,招标,k4465****5,私人影院前台区域重新装修，区域不大但需要结合现有沙发和桌椅做整体风格设计,2021.10.11,2021.10.22,任务编号：963089,￥20000,5天,辽宁省-沈阳市-市辖区,室内设计、灯光设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】游乐场导视装修设计,https://task.epwk.com/963908/,290人,1人,5000-10000元,圆满完成,招标,k7744****6,主题游乐场导视系统设计与后续的施工落地 ​，有经验的来,2021.10.11,2021.10.21,任务编号：963908,￥10000,5天,江苏省-南通市-市辖区,厚木室内设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】复式小户型设计,https://task.epwk.com/963929/,370人,1人,5000-10000元,圆满完成,招标,k9381****3,复式小户型80多平，准备做装修，想要简约风格的装修设计方案,2021.10.11,2021.10.22,任务编号：963929,￥8000,5天,浙江省-宁波市-市辖区,空间设计工作室1,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【舞台设计】T型舞台的设计方案,https://task.epwk.com/963955/,437人,2人,1000元以内,圆满完成,招标,k5117****9,公司为庆祝上市成功要办一场晚会，舞台要T型的，求一套舞台设计方案,2021.10.11,2021.10.23,任务编号：963955,"￥1000,￥1000","6天,6天","山东省-潍坊市-市辖区,江苏省-扬州市-市辖区",银翼效果图设计表现,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】主题密室逃脱装潢设计,https://task.epwk.com/963090/,356人,1人,1万-2万元,圆满完成,招标,k8566****1,恐怖主题的密室逃脱屋，需要做空间结构和装修风格设计，有预留了一些机关，设计的时候需要隐藏起来,2021.10.11,2021.10.22,任务编号：963090,￥20000,4天,湖北省-襄阳市-市辖区,萤火虫设计_独立设计师,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【工程造价】小区绿化工程造价,https://task.epwk.com/963331/,1009人,1人,1000-3000元,圆满完成,招标,k8817****7,一住宅小区想要对原有绿化进行改造，种一些更好的植物，求绿化改造工程报价,2021.10.11,2021.10.22,任务编号：963331,￥3000,5天,甘肃省-敦煌市-市辖区,k648097966,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
