标题,browser,字段1,价格,status
【别墅设计】安溪福田五层农村别墅设计,446人,1人,¥28200,圆满完成
【单身公寓设计】福州永泰青年公寓施工图设计,520人,1人,¥27800,圆满完成
【展台展厅】样板展柜设计,448人,1人,¥25000,圆满完成
【教育场所】漳州诏安雅丽中英幼儿园建筑设计,296人,1人,¥28000,圆满完成
【别墅设计】湖南郴州5层农村别墅设计,466人,1人,¥27000,圆满完成
【新房装修】效果图制作设计,1806人,1人,¥250,圆满完成
【别墅设计】漳州东山600平别墅设计,539人,1人,¥24000,圆满完成
【效果图设计】制作一个三维场景模型45度的效果图二期,384人,1人,¥150,圆满完成
【其他家装服务】公司室内设计,782人,1人,¥26000,圆满完成
【店铺厂房】厦门禹州香溪里小吃店面设计,283人,1人,¥19000,圆满完成
【效果图设计】制作一个三维场景模型45度的效果图一期,323人,1人,¥200,圆满完成
【效果图设计】店面整体设计,505人,1人,¥1800,圆满完成
【别墅设计】福州永泰5层农村别墅设计,713人,1人,¥28500,圆满完成
【别墅设计】漳州诏安6层农村别墅设计,443人,1人,¥28000,圆满完成
【展台展厅】样板房展示定金,414人,1人,¥35000,圆满完成
【施工图设计】东方巴黎套房装修设计,638人,1人,¥23000,圆满完成
【教育场所】天天向上幼儿园施工图设计,359人,1人,¥24000,圆满完成
【效果图设计】厦门古湖5层别墅设计,198人,1人,¥24200,圆满完成
【施工图设计】厦门尚品湾四房两卫室内设计,561人,1人,¥24600,圆满完成
【别墅设计】福建南平4层别墅设计,435人,1人,¥24500,圆满完成
【教育场所】火炬园实验幼儿园施工图设计,339人,1人,¥27000,圆满完成
【别墅设计】宁波5层农家别墅设计,639人,1人,¥28000,圆满完成
【其他公装设计】东岸华侨城三房室内装饰设计,549人,1人,¥18000,圆满完成
【教育场所】海星幼儿园施工图设计,344人,1人,¥24500,圆满完成
【施工图设计】办公室设计,712人,1人,¥2000,圆满完成
【办公空间】办公室装修设计,358人,1人,¥2000,圆满完成
【其他家装服务】装修设计,927人,1人,¥22000,圆满完成
【别墅设计】翔安新圩6层农村别墅设计,497人,1人,¥28680,圆满完成
【其他公装设计】东方巴黎180平室内装修设计图纸,433人,1人,¥24500,圆满完成
【效果图设计】画一张20平方米的庭院景观平面图,757人,1人,¥17,圆满完成
,,,,
【效果图设计】定制家宅风水cad图,625人,1人,¥17,圆满完成
【其他家装服务】学习风水知识,695人,1人,¥18,圆满完成
【智能家居系統】Cad代画,1060人,1人,¥10,圆满完成
【效果图设计】CAD代画,913人,1人,¥10,圆满完成
【其他家装服务】风水咨询,437人,1人,¥10,圆满完成
【效果图设计】Cad 代画,805人,1人,¥10,圆满完成
【其他家装服务】家宅风水在线咨询,434人,1人,¥10,圆满完成
【别墅设计】厦门大嶝岛5层别墅设计,488人,1人,¥25000,圆满完成
【店铺厂房】宝来屋西餐厅店面设计,371人,1人,¥28500,圆满完成
【教育场所】小牛仔幼儿园施工图设计,273人,1人,¥29000,圆满完成
【别墅设计】湖州5层别墅施工图设计,555人,1人,¥25500,圆满完成
【别墅设计】福建永福镇6层农村别墅设计,421人,1人,¥26000,圆满完成
【酒店宾馆】小西山农家酒店施工图设计,375人,1人,¥24500,圆满完成
【教育场所】动感天地幼儿园施工图设计,269人,1人,¥28800,圆满完成
【别墅设计】福建长汀6层农村别墅设计,426人,1人,¥29500,圆满完成
【其他家装服务】套房设计,1035人,1人,¥50000,圆满完成
【单身公寓设计】九龙桂冠公寓施工图设计,599人,1人,¥29000,圆满完成
【教育场所】东方时空幼儿园建筑施工图设计,279人,1人,¥28000,圆满完成
【单身公寓设计】中山五华公寓施工图设计,547人,1人,¥28000,圆满完成
【别墅设计】四川龙湖4层别墅施工图设计,390人,1人,¥27000,圆满完成
【别墅设计】抚州6层别墅施工图设计,525人,1人,¥23000,圆满完成
【施工图设计】天星川菜馆店面装修设计,214人,1人,¥24800,圆满完成
【教育场所】东方时空幼儿园施工图设计,298人,1人,¥24000,圆满完成
【别墅设计】潮州5层别墅施工图设计,586人,1人,¥25000,圆满完成
【其他家装服务】套房装修设计,1233人,1人,¥50000,圆满完成
【别墅设计】广东佛山四层半别墅建筑设计,463人,1人,¥24500,圆满完成
【其他建筑设计】厦门锦绣翔安小三房室内设计,431人,1人,¥20000,圆满完成
【单身公寓设计】江苏乐活小镇公寓施工图设计,449人,1人,¥24000,圆满完成
【别墅设计】广东湛江6层农村别墅设计,465人,1人,¥28000,圆满完成
【教育场所】六一幼儿园施工图设计,244人,1人,¥25500,圆满完成
,,,,
【其他公装设计】新房装修设计,723人,1人,¥50000,圆满完成
【别墅设计】广东佛山4层别墅施工图设计,527人,1人,¥25000,圆满完成
【别墅设计】广西南宁6层别墅设计,397人,1人,¥22000,圆满完成
【其他建筑设计】招商卡达凯斯套房室内设计,612人,1人,¥10000,圆满完成
【店铺厂房】星火烧烤店面装修,336人,1人,¥11000,圆满完成
【店铺厂房】广东汕头2万平工业厂房设计,472人,1人,¥27500,圆满完成
【别墅设计】福建泉州6层别墅施工图设计,473人,1人,¥27000,圆满完成
【施工图设计】意式极简风软装设计,428人,1人,¥10750,圆满完成
【软装设计】年会活动现场布置,632人,1人,¥50000,圆满完成
【教育场所】小贝幼儿园施工图设计,420人,1人,¥26500,圆满完成
【别墅设计】湖南长沙4层农村别人设计,285人,1人,¥27000,圆满完成
【展台展厅】手游开发第二期,491人,1人,¥50000,圆满完成
【展台展厅】手游开发,485人,1人,¥50000,圆满完成
【其他家装服务】食堂吊顶装修,887人,1人,¥15000,圆满完成
【其他家装服务】二手房重新装修改造,1050人,1人,¥20000,圆满完成
【其他家装服务】86平米房子装修,843人,1人,¥49000,圆满完成
【其他家装服务】120平米3房简单装修,492人,1人,¥47000,圆满完成
【店铺厂房】泉州安溪工业园2万平厂房设计,267人,1人,¥27500,圆满完成
【其他定制】85平米房间打柜子,1162人,1人,¥20000,圆满完成
【其他家装服务】汀溪佳园小区别墅装修设计,475人,1人,¥24000,圆满完成
【其他家装服务】142平方洋房图纸设计,245人,1人,¥6500,圆满完成
【其他家装服务】75平米2房设计,727人,1人,¥43000,圆满完成
【其他家装服务】食堂装修设计施工,224人,1人,¥41000,圆满完成
【其他家装服务】102平米2房装修,500人,1人,¥45000,圆满完成
【其他家装服务】98平米小三房设计,342人,1人,¥50000,圆满完成
【店铺厂房】闽南菜馆店面施工图设计,353人,1人,¥18000,圆满完成
【其他家装服务】85平米2房装修设计,849人,1人,¥50000,圆满完成
【其他家装服务】63平米公寓装修设计,367人,1人,¥45000,圆满完成
【别墅设计】漳州云霄6层别墅建筑设计,368人,1人,¥27000,圆满完成
【实木定制】生产纯实木小样板,625人,1人,¥38500,圆满完成
,,,,
【其他公装设计】套房装修设计,419人,1人,¥50000,圆满完成
【其他家装服务】84平米小三房装修,354人,1人,¥37000,圆满完成
【办公空间】紫金商厦办公楼建筑设计,363人,1人,¥26000,圆满完成
【教育场所】阳光宝贝幼儿园建筑设计,258人,1人,¥26500,圆满完成
【其他家装服务】135平米地暖设计，安装,467人,1人,¥48000,圆满完成
【其他家装服务】85平米小三房装修,593人,1人,¥40000,圆满完成
【其他家装服务】食堂吊顶设计,590人,1人,¥50000,圆满完成
【其他家装服务】108平米二手房改造装修,773人,1人,¥50000,圆满完成
【其他家装服务】58平米公寓设计装修,459人,1人,¥20000,圆满完成
【别墅设计】同安汀溪4层别墅建筑图设计,434人,1人,¥27000,圆满完成
【其他家装服务】公寓改造装修,626人,1人,¥10000,圆满完成
【教育场所】星光贝贝幼儿园建筑施工图设计,255人,1人,¥26000,圆满完成
【其他家装服务】我118平米3房半包,430人,1人,¥50000,圆满完成
【展台展厅】游乐场场景空间设计,427人,1人,¥14500,圆满完成
【店铺厂房】双溪鱼头王川菜馆店面装修,489人,1人,¥24500,圆满完成
【其他家装服务】86平米2房装修,562人,1人,¥50000,圆满完成
【别墅设计】成都6层别墅施工图设计,441人,1人,¥28000,圆满完成
【其他家装服务】58平米公寓装修改造,490人,1人,¥35000,圆满完成
【别墅设计】浙江昆山6层别墅设计,221人,1人,¥28000,圆满完成
【其他家装服务】山语汀溪别墅施工图设计,259人,1人,¥26500,圆满完成
【其他家装服务】78平米2房装修设计,688人,1人,¥50000,圆满完成
【新房装修】厨房餐厅改造装修,402人,1人,¥20000,圆满完成
【其他家装服务】98平米小三房装修设计,313人,1人,¥45000,圆满完成
【店铺厂房】德化市2万平厂房设计,363人,1人,¥27000,圆满完成
【展台展厅】盗墓笔记展厅设计,611人,1人,¥12500,圆满完成
【别墅设计】漳州平和5层别墅设计,407人,1人,¥24000,圆满完成
【其他家装服务】100平米小三房装修,338人,1人,¥40000,圆满完成
【其他家装服务】65平米公寓装修,240人,1人,¥20000,圆满完成
【新房装修】厨房改造设计,316人,1人,¥6000,圆满完成
【其他家装服务】88平米小户型装修,356人,1人,¥17000,圆满完成
,,,,
【新房装修】商场卫生间设计,695人,1人,¥9428,圆满完成
【别墅设计】东山县6层别墅设计,360人,1人,¥26000,圆满完成
【其他家装服务】客厅改造设计,445人,1人,¥5100,圆满完成
【其他家装服务】75平两房装修,335人,1人,¥40000,圆满完成
【商业空间】安徽抚州2000平超市设计,346人,1人,¥28000,圆满完成
【展台展厅】展位设计,356人,1人,¥30000,圆满完成
【新房装修】厨房设计改造,308人,1人,¥18000,圆满完成
【其他家装服务】78平米2房设计,287人,1人,¥20000,圆满完成
【展台展厅】3D展厅效果图设计,664人,1人,¥44000,圆满完成
【其他家装服务】客厅改造装修,412人,1人,¥6080,圆满完成
【效果图设计】脚本定制开发第二期,227人,1人,¥38000,圆满完成
【效果图设计】脚本定制开发,267人,1人,¥42000,圆满完成
【展台展厅】帮我设计一个展位,459人,1人,¥4099,圆满完成
【别墅设计】同安西柯镇6层别墅设计,382人,1人,¥26000,圆满完成
【其他家装服务】餐厅设计改造,315人,1人,¥2900,圆满完成
【别墅设计】武夷山市5层别墅设计,302人,1人,¥24000,圆满完成
【施工图设计】厦门同安厦航高郡140平楼中楼室内设计,415人,1人,¥23500,圆满完成
【其他家装服务】120平米三房装修图纸设计,477人,1人,¥4350,圆满完成
【园林设计】户外庭院设计,1074人,1人,¥25500,圆满完成
【展台展厅】锅炉企业宣传册设计,225人,1人,¥5400,圆满完成
【展台展厅】改革开放40周年中俄图片展展厅设计,415人,1人,¥6200,圆满完成
【施工图设计】主要水电的施工图，其次就是一些硬装方面的图纸,565人,1人,¥250,圆满完成
【新房装修】厨房设计改造,386人,1人,¥3000,圆满完成
【教育场所】幼儿园设计规划第二期,520人,1人,¥50000,圆满完成
【教育场所】幼儿园设计规划,448人,1人,¥30000,圆满完成
【其他家装服务】套房软装设计,225人,1人,¥23285,圆满完成
【展台展厅】3D设计--展厅展台，家装，工装室内外设计,385人,1人,¥1850,圆满完成
【餐饮饮食】闽南猪脚店面装修设计,324人,1人,¥20000,圆满完成
【别墅设计】湖州5层农村别墅建筑设计,615人,1人,¥23500,圆满完成
【其他家装服务】图纸设计,347人,1人,¥2100,圆满完成
,,,,
【新房装修】厨房餐厅改造,379人,1人,¥13000,圆满完成
【效果图设计】需要46平方写字楼办公空间装修设计效果图,347人,1人,¥500,圆满完成
【其他家装服务】81平米两房装修,465人,1人,¥50000,圆满完成
【店铺厂房】福建土楼餐厅店面装修设计,481人,1人,¥24000,圆满完成
【其他家装服务】78平米两房装修设计,292人,1人,¥30000,圆满完成
【其他家装服务】79平米小户型装修,532人,1人,¥50000,圆满完成
【其他家装服务】厂房装修改造,448人,1人,¥50000,圆满完成
【其他家装服务】98平米小户型装修,520人,1人,¥50000,圆满完成
【其他家装服务】学校食堂装修改造,614人,1人,¥50000,圆满完成
【别墅设计】三明大田6层农村别墅设计,391人,1人,¥27000,圆满完成
【单身公寓设计】厦门中央天悦135平装修设计,522人,1人,¥24800,圆满完成
【其他家装服务】89平米小三房装修,402人,1人,¥50000,圆满完成
【其他家装服务】64平米公寓装修,342人,1人,¥50000,圆满完成
【其他家装服务】二手房装修改造,618人,1人,¥50000,圆满完成
【其他家装服务】108平米房子装修,320人,1人,¥50000,圆满完成
【店铺厂房】闽南古厝小吃馆店面设计,520人,1人,¥25000,圆满完成
【别墅设计】江西南昌600平别墅设计,507人,1人,¥26000,圆满完成
【其他家装服务】89平米装修设计,579人,1人,¥50000,圆满完成
【新房装修】客厅，厨房改造装修,688人,1人,¥50000,圆满完成
【其他家装服务】小三房装修设计,430人,1人,¥50000,圆满完成
【其他家装服务】118平米房子装修设计,485人,1人,¥50000,圆满完成
【其他家装服务】洋房设计,444人,1人,¥50000,圆满完成
【智能家居系統】装修设计,643人,1人,¥50000,圆满完成
【其他家装服务】室内装修设计,578人,1人,¥5000,圆满完成
【别墅设计】厦门同安莲花镇4层别墅设计,293人,1人,¥26000,圆满完成
【餐饮饮食】青苹果火锅店面装修施工图设计,309人,1人,¥24000,圆满完成
【教育场所】漳州云霄星光幼儿园建筑设计,309人,1人,¥27000,圆满完成
【店铺厂房】安徽黄山区2万平工业厂房设计,342人,1人,¥26000,圆满完成
【施工图设计】厦门凤凰城小区180平豪宅设计,549人,1人,¥24000,圆满完成
【别墅设计】安西感德6层别墅设计,268人,1人,¥25000,圆满完成
,,,,
【庭院设计】漳州玉龙康养中心,652人,1人,¥23000,圆满完成
【别墅设计】南平建阳六层别墅设计,359人,1人,¥23500,圆满完成
【施工图设计】芙蓉石川菜店面装修设计,370人,1人,¥24000,圆满完成
【别墅设计】福建永安6层别墅设计,385人,1人,¥22000,圆满完成
【效果图设计】展会展馆设计,858人,1人,¥50000,圆满完成
【别墅设计】禹州香溪里别墅装修设计,317人,1人,¥24000,圆满完成
【展台展厅】我急要一个展厅布置设计,466人,1人,¥3000,圆满完成
【软装设计】套房软装设计,812人,1人,¥49800,圆满完成
【实木定制】实木衣柜定制,1372人,1人,¥60000,圆满完成
【效果图设计】130房小区平层柜子设计定制（到货安装）,332人,1人,¥14285,圆满完成
【其他家装服务】房屋设计,506人,1人,¥14386,圆满完成
【效果图设计】餐厅门头设计二期,658人,1人,¥42000,圆满完成
【效果图设计】餐厅门头设计,376人,1人,¥40000,圆满完成
【办公空间】办公室装修,542人,1人,¥12000,圆满完成
【效果图设计】130房小区平层柜子设计定制（下单定做）,251人,1人,¥9326,圆满完成
【软装设计】公司形象墙设计,358人,1人,¥20000,圆满完成
【效果图设计】装修建筑设计（效果图+施工图）,334人,1人,¥1000,圆满完成
【新房装修】别墅设计,1005人,1人,¥17946,圆满完成
【新房装修】130房小区平层柜子设计定制（需求确定）,1198人,1人,¥13202,圆满完成
【别墅设计】130房小区平层柜子设计定制,607人,1人,¥11320,圆满完成
【新房装修】办公室装修设计,1064人,1人,¥4000,圆满完成
【其他建筑设计】3D设计公装渲染图,752人,1人,¥6800,圆满完成
【餐饮饮食】武平客家风味小吃店面设计,553人,1人,¥16000,圆满完成
【别墅设计】漳州南靖5层别墅设计,908人,1人,¥28000,圆满完成
【其他建筑设计】130房小区平层煽灰工程收尾,755人,1人,¥9622,圆满完成
【教育场所】宝贝乐园中英双语幼儿园,372人,1人,¥27500,圆满完成
【软装设计】做一户效果图,1257人,1人,¥500,圆满完成
【别墅设计】江西乐活小镇6层别墅设计,605人,1人,¥28000,圆满完成
【其他家装服务】同安区同城湾四房室内设计,793人,1人,¥27000,圆满完成
【店铺厂房】安溪工业园区3000平方厂房设计,436人,1人,¥26000,圆满完成
,,,,
【别墅设计】南平建瓯6层别墅设计,566人,1人,¥24000,圆满完成
【软装设计】背景墙设计,848人,1人,¥300,圆满完成
【商业空间】好又佳超市装修图设计,581人,1人,¥25000,圆满完成
【别墅设计】南平建瓯6层别墅设计,579人,1人,¥27000,圆满完成
【效果图设计】客餐厅效果图设计,383人,1人,¥400,圆满完成
【展台展厅】展位设计方案,1273人,1人,¥46000,圆满完成
【酒店宾馆】大陆阿里山民宿施工图设计,569人,1人,¥26000,圆满完成
【教育场所】同安欢乐世界幼儿园施工图设计,437人,1人,¥28000,圆满完成
【其他家装服务】小型舞蹈室内设计,913人,1人,¥44207,圆满完成
【其他建筑设计】小镇--大型超市设计,567人,1人,¥24288,圆满完成
【别墅设计】广东湛江6层别墅建筑设计,736人,1人,¥25000,圆满完成
【橱柜定制】生产花都商场橱柜样板一套,962人,1人,¥27160,圆满完成
【别墅设计】同安上陵5层别人施工图设计,442人,1人,¥27500,圆满完成
【效果图设计】电力大院、楼层等造型标识标牌整体设计,409人,1人,¥3000,圆满完成
【单身公寓设计】安溪龙门旅游公寓施工图设计,593人,1人,¥27000,圆满完成
【店铺厂房】同辉客家小吃店面设计,679人,1人,¥28000,圆满完成
【其他建筑设计】130房小区平层煽灰工程二期,690人,1人,¥12114,圆满完成
【别墅设计】安溪龙门6层别墅设计,500人,1人,¥19500,圆满完成
【新房装修】美源别墅翻新设计,1060人,1人,¥14700,圆满完成
【橱柜定制】生产商场橱柜样板订单一套,789人,1人,¥22576,圆满完成
【教育场所】丙洲海星幼儿园施工图设计,362人,1人,¥24800,圆满完成
【园林设计】生物制药公司全套vi设计,814人,1人,¥20000,圆满完成
【园林设计】办公室露台花园设计,1191人,1人,¥10000,圆满完成
【效果图设计】店铺效果图设计,395人,1人,¥2000,圆满完成
【园林设计】400平房屋设计,846人,1人,¥28000,圆满完成
【园林设计】鑫美汇农家乐施工图设计,862人,1人,¥24500,圆满完成
【橱柜定制】生产2020年橱柜样板一套,866人,1人,¥27700,圆满完成
【别墅设计】集美后溪6层别墅设计,378人,1人,¥28000,圆满完成
【其他家装服务】民福家园绿化图设计,626人,1人,¥45000,圆满完成
【效果图设计】130房小区平层铺砖施工,215人,1人,¥9381,圆满完成
,,,,
【其他建筑设计】农村庭院设计--乡村小别墅,1317人,1人,¥49990,圆满完成
【效果图设计】三室两厅室内装修设计,576人,1人,¥1800,圆满完成
【别墅设计】安溪湖头6层别墅设计,561人,1人,¥18000,圆满完成
【店铺厂房】可可西里儿童服装店设计,916人,1人,¥18500,圆满完成
【效果图设计】复式楼装修设计,308人,1人,¥21185,圆满完成
【新房装修】悅华和风别墅翻新设计,875人,1人,¥24000,圆满完成
【店铺厂房】小确幸咖啡厅店面设计,522人,1人,¥27500,圆满完成
【橱柜定制】生产新中式展厅上样产品,656人,1人,¥28600,圆满完成
【软装设计】党建会议室文化墙,1351人,1人,¥180,圆满完成
【新房装修】厦门乾皇楼中楼套房设计,845人,1人,¥18800,圆满完成
【商业空间】店铺效果图设计,666人,1人,¥600,圆满完成
【别墅设计】同安军营村5层别墅设计,444人,1人,¥27000,圆满完成
【别墅设计】祥安新圩6层别墅建筑设计,454人,1人,¥28000,圆满完成
【店铺厂房】门店整体设计方案,991人,1人,¥50000,圆满完成
【软装设计】形象墙 操作手册设计,592人,1人,¥2200,圆满完成
【教育场所】皇家宝贝幼儿园建筑设计,431人,1人,¥24500,圆满完成
【新房装修】整套房子的内部装修设计,1469人,1人,¥50000,圆满完成
【施工图设计】130房小区平层铺砖施工设计,788人,1人,¥8752,圆满完成
【店铺厂房】川菜名店餐厅设计,692人,1人,¥24000,圆满完成
【别墅设计】江西赣州6层别墅设计,273人,1人,¥23000,圆满完成
【橱柜定制】生产中式实木门板小样板,621人,1人,¥23000,圆满完成
【其他建筑设计】党建文化长廊设计,1165人,1人,¥600,圆满完成
【新房装修】湖里和旭里小区套房设计,1524人,1人,¥5000,圆满完成
【效果图设计】天悦酒店幕墙设计,478人,1人,¥38000,圆满完成
【教育场所】农村幼儿园设计,561人,1人,¥39104,圆满完成
