需求方,设计师,任务编号,能力标签,交易价格,发布时间
vitorru,阙歌影视制作服务商,任务编号：1091052,产品视频,1000.0,2024-09-04
龙致恩TgcZB,HR传媒,任务编号：1089920,剪辑服务,250.0,2024-08-20
至盛movHm,JCB Studio,任务编号：1089785,剪辑服务,500.0,2024-08-19
惟优社pImEH,JCB Studio,任务编号：1089761,视频定制,500.0,2024-08-19
自由人00007,HR传媒,任务编号：1088843,MV/混剪,500.0,2024-08-08
极品堂btZ7B,鲸语 科技,任务编号：1088503,剪辑服务,400.0,2024-08-05
k2994****14,慧域工作室,任务编号：1086946,影视拍摄,600.0,2024-07-19
V领1S9HW,润世设计,任务编号：1084595,三维动画,9000.0,2024-06-27
南阳食品市场部,慧域工作室,任务编号：1084438,视频定制,3200.0,2024-06-26
全企手s0sxe,慧域工作室,任务编号：1083678,剪辑服务,150.0,2024-06-19
开设堂P3CwJ,慧域工作室,任务编号：1078030,剪辑服务,100.0,2024-04-23
唯派通xHktL,拾光工作室,任务编号：1075203,剪辑服务,150.0,2024-03-25
vitorru,深圳市导影文化传媒有限公司,任务编号：1074379,影视拍摄,5400.0,2024-03-18
vitorru,慧域工作室,任务编号：1073535,影视拍摄,900.0,2024-03-11
威客特UhFuS,青岛众智创想文化传播有限公司,任务编号：1073092,剪辑服务,4000.0,2024-03-06
龙飞翔8phrT,东阳市卓林影视传媒,任务编号：1071456,剪辑服务,200.0,2024-02-12
macro_chen,拾光工作室,任务编号：1065274,视频定制,200.0,2023-11-28
水上景色,河南玄灵文化传播有限公司,任务编号：1064593,动画制作,4500.0,2023-11-21
vitorru,圣帆科技,任务编号：1064459,剪辑服务,300.0,2023-11-20
Motus,艺点商铺,任务编号：1063580,剪辑服务,4700.0,2023-11-10
vitorru,楷峰文化,任务编号：1063542,影视拍摄,24000.0,2023-11-10
vitorru,云南富冠传媒,任务编号：1061712,影视拍摄,1500.0,2023-10-25
k6794****72,云南富冠传媒,任务编号：1061711,影视拍摄,4500.0,2023-10-25
epqihua,观南山（厦门）文化创意有限公司,任务编号：1061703,后期制作,2500.0,2023-10-25
vitorru,辰启文化传媒,任务编号：1061554,创意短视频,1000.0,2023-10-24
vitorru,拾光工作室,任务编号：1061436,剪辑服务,500.0,2023-10-23
领航h5eMu,墨染文化传媒有限公司,任务编号：1059520,动画设计,3000.0,2023-10-07
威锐美客aVfe0,摩威文化传媒,任务编号：1059434,视频定制,300.0,2023-10-05
独创时空,林慧因视频设计,任务编号：1059449,剪辑服务,100.0,2023-10-06
vitorru,河南玄灵文化传播有限公司,任务编号：1058429,三维动画,10000.0,2023-09-21
创品kV9za,庆迪剪辑,任务编号：1058356,剪辑服务,300.0,2023-09-21
vitorru,拾光工作室,任务编号：1057871,剪辑服务,268.0,2023-09-18
o5f6d607cb1281,企大咖科技,任务编号：1055891,企业宣传片,3000.0,2023-08-31
yijingqudong,宇浩的工作室,任务编号：1055659,剪辑服务,300.0,2023-08-29
享客堂ZmjjU,海螺三维视觉设计,任务编号：1055432,二维动画,500.0,2023-08-28
威峰K9dGT,书卿工作室,任务编号：1055260,剪辑服务,200.0,2023-08-26
靓荐dwJXp,有且仅有文化传播,任务编号：1053397,产品视频,1500.0,2023-08-11
尼古拉斯海淇,陕西启创星辰工作室,任务编号：1052529,剪辑服务,1500.0,2023-08-05
遂美阁mZC0h,海合纵创,任务编号：1051902,3D效果图,400.0,2023-08-01
遂美阁mZC0h,海合纵创,任务编号：1051901,3D效果图,2000.0,2023-08-01
遂美阁mZC0h,海合纵创,任务编号：1051900,3D效果图,1600.0,2023-08-01
vitorru,唯秀辉视影视传媒,任务编号：1051586,影视拍摄,1300.0,2023-07-30
vitorru,唯秀辉视影视传媒,任务编号：1051585,影视拍摄,1200.0,2023-07-30
vitorru,四川一拳网络科技有限公司,任务编号：1051556,影视拍摄,6000.0,2023-07-30
vitorru,辰启文化传媒,任务编号：1050452,剪辑服务,625.0,2023-07-21
唯创IE6le,博辉传媒,任务编号：1049729,剪辑服务,80.0,2023-07-17
水上景色,河南玄灵文化传播有限公司,任务编号：1049314,剪辑服务,700.0,2023-07-14
群V荟萃bi1NG,甜薪文化,任务编号：1048205,剪辑服务,800.0,2023-07-06
py96315,剪创空间,任务编号：1043861,抖音视频,300.0,2023-06-03
vitorru,楷峰文化,任务编号：1042518,产品视频,1500.0,2023-05-25
vitorru,楷峰文化,任务编号：1038795,创意短视频,16000.0,2023-04-29
领尊rt1A8,瑞讯（重庆）文化传媒有限公司,任务编号：1036446,三维动画,10000.0,2023-04-11
vitorru,四川一拳网络科技有限公司,任务编号：1036268,影视拍摄,2000.0,2023-04-10
o5f003e761bc95,蓝标文化传媒,任务编号：1035964,图片处理,300.0,2023-04-06
k9496****3,故事老酒,任务编号：1042698,抖音视频,1500.0,2023-04-06
k7431****1,望川秋水,任务编号：1042697,抖音视频,800.0,2023-03-26
vitorru,四川一拳网络科技有限公司,任务编号：1033700,影视拍摄,7000.0,2023-03-21
vitorru,四川一拳网络科技有限公司,任务编号：1033474,影视拍摄,6000.0,2023-03-20
水上景色,影彧传媒,任务编号：1032715,影视拍摄,2000.0,2023-03-14
领尊rt1A8,瑞讯（重庆）文化传媒有限公司,任务编号：1032631,三维动画,5000.0,2023-03-13
k6226****5,霸气横秋,任务编号：1042694,抖音代运营,1800.0,2023-03-06
crazywin2013,噔噔工作室,任务编号：1031547,剪辑服务,59.0,2023-03-04
vitorru,众映广告传媒,任务编号：1031188,影视拍摄,2500.0,2023-03-01
vitorru,众映广告传媒,任务编号：1031142,影视拍摄,2500.0,2023-03-01
蓝色港湾WXL,漫雲动漫设计工作室,任务编号：1028559,三维动画,300.0,2023-02-07
vitorru,吉象高科（北京）科技发展有限公司,任务编号：1028437,剪辑服务,10000.0,2023-02-06
威益客ZKkGt,BOMUNI工作室,任务编号：1028283,动画设计,1200.0,2023-02-04
k7680****6,致命的玩笑,任务编号：1042693,抖音代运营,2000.0,2023-02-01
微服iNOLj,BOMUNI工作室,任务编号：1027426,剪辑服务,5000.0,2023-01-23
k2143****6,彼岸红尘,任务编号：1042683,动画制作,1300.0,2023-01-10
k3412****7,江湖墨年,任务编号：1044644,产品视频,1500.0,2022-12-15
k5116****9,江湖墨年,任务编号：1045337,产品视频,1500.0,2022-12-12
k2268****6,望川秋水,任务编号：1043643,产品视频,1200.0,2022-12-09
k3356****6,故事老酒,任务编号：1043212,产品视频,1500.0,2022-12-09
k6178****6,江湖墨年,任务编号：1044432,产品视频,1200.0,2022-12-08
k7892****3,aqi688,任务编号：1042686,产品视频,2500.0,2022-12-06
k1439****0,望川秋水,任务编号：1043211,3D视频,4500.0,2022-11-15
k5186****6,ozwn499spehxzf,任务编号：1043209,动画制作,3500.0,2022-11-14
时年风华,蓝标文化传媒,任务编号：1021114,企业宣传片,300.0,2022-11-09
七日春信,甜薪文化,任务编号：1021045,创意短视频,200.0,2022-11-08
k4465****5,caijunxiong,任务编号：1042681,3D视频,4500.0,2022-11-06
k8550****5,一濒箫声,任务编号：1042682,动画制作,5000.0,2022-11-06
七日春信,墨柒设计,任务编号：1020622,创意短视频,150.0,2022-11-04
o6163b1146ad75,蒙创传媒,任务编号：1020327,后期制作,200.0,2022-11-02
yeli2005,广州可米猫传媒,任务编号：1019674,剧本创作,4500.0,2022-10-28
水上景色,利宏营销策划,任务编号：1019097,动画设计,4000.0,2022-10-24
o5bd03767de70e,趣易开发设计,任务编号：1018761,动画设计,500.0,2022-10-21
拉8网,蓝标文化传媒,任务编号：1018474,创意短视频,300.0,2022-10-19
k9280****0,兮风夜影,任务编号：1045336,3D视频,3500.0,2022-10-19
k9508****4,江湖墨年,任务编号：1047309,产品视频,8000.0,2022-10-18
威勒尼xUUvx,亘鼎文化,任务编号：1018149,创意短视频,1000.0,2022-10-17
k2111****3,兮风夜影,任务编号：1044431,3D视频,2800.0,2022-10-16
k6684****4,霸气横秋,任务编号：1043642,3D视频,2800.0,2022-10-15
vitorru,蓝标文化传媒,任务编号：1017953,影视拍摄,4000.0,2022-10-14
k5186****6,江湖墨年,任务编号：1050333,产品视频,8000.0,2022-10-11
k3525****7,无敌帅锅,任务编号：1047898,产品视频,8000.0,2022-10-08
k7895****1,江湖墨年,任务编号：1046193,产品视频,20000.0,2022-10-04
o6238****d9a64,贵州乐硕文化传媒,任务编号：1016495,剪辑服务,100.0,2022-10-03
k4519****9,彼岸红尘,任务编号：1050344,抖音代运营,12000.0,2022-09-30
居喜爱,亘鼎文化,任务编号：1016010,企业宣传片,2500.0,2022-09-28
k9368****9,凉辰梦瑾,任务编号：1048926,抖音代运营,12000.0,2022-09-28
k2716****1,无敌帅锅,任务编号：1044443,GIF动画,1500.0,2022-09-25
k6988****3,颠覆風雲,任务编号：1046204,抖音视频,10000.0,2022-09-23
k4406****7,致命的玩笑,任务编号：1043219,GIF动画,3000.0,2022-09-22
k8328****9,无敌帅锅,任务编号：1046203,GIF动画,3000.0,2022-09-21
k5463****4,彼岸红尘,任务编号：1043653,GIF动画,1500.0,2022-09-20
k9237****3,皓月烟云,任务编号：1048925,抖音代运营,12000.0,2022-09-20
k1793****5,o60ee5c95d80c4,任务编号：1042699,GIF动画,3000.0,2022-09-20
k4188****5,颠覆風雲,任务编号：1045346,抖音视频,2000.0,2022-09-19
k3019****5,chenliwen666的店铺,任务编号：1042696,抖音视频,1500.0,2022-09-18
k2009****6,致命的玩笑,任务编号：1043652,广告摄影,2500.0,2022-09-18
k8953****7,十分逆天,任务编号：1044442,小红书营销,2500.0,2022-09-18
k9988****4,无敌帅锅,任务编号：1045345,GIF动画,2000.0,2022-09-16
k1957****9,浪漫使者,任务编号：1044441,广告摄影,2500.0,2022-09-16
k5186****1,无敌帅锅,任务编号：1044658,GIF动画,2000.0,2022-09-15
k7005****5,精品logo设计,任务编号：1042695,广告摄影,3500.0,2022-09-15
k8357****0,浅末工作室,任务编号：1048924,抖音视频,7000.0,2022-09-14
k8530****3,浪漫使者,任务编号：1045344,广告摄影,5000.0,2022-09-14
k6548****8,颠覆風雲,任务编号：1047319,抖音视频,7000.0,2022-09-14
k2268****6,傲世有限公司,任务编号：1048923,抖音视频,7000.0,2022-09-13
k5910****1,颠覆風雲,任务编号：1044653,抖音视频,2000.0,2022-09-12
k4115****3,霸气横秋,任务编号：1043218,广告摄影,3500.0,2022-09-11
k3019****5,颠覆風雲,任务编号：1050343,抖音视频,7000.0,2022-09-10
k4873****3,江湖墨年,任务编号：1043214,纪录片,5000.0,2022-09-10
k7072****71,蒙创传媒,任务编号：1013629,影视拍摄,3000.0,2022-09-10
k1326****3,颠覆風雲,任务编号：1043651,小红书营销,2500.0,2022-09-10
k9732****0,颠覆風雲,任务编号：1044444,抖音视频,1500.0,2022-09-09
k4406****7,ozwn499spehxzf,任务编号：1042700,小红书营销,4500.0,2022-09-09
k3525****7,故事老酒,任务编号：1043654,抖音视频,1500.0,2022-09-07
k3573****7,木雪涯设计工作室,任务编号：1043221,抖音视频,3500.0,2022-09-06
k1842****7,彼岸红尘,任务编号：1043220,小红书营销,3500.0,2022-09-05
k8446****7,浪漫使者,任务编号：1044652,广告摄影,3000.0,2022-09-01
k5381****92,蒙创传媒,任务编号：1012348,企业宣传片,1350.0,2022-08-31
k5204****6,彼岸红尘,任务编号：1045342,抖音代运营,3500.0,2022-08-25
k5799****1,彼岸红尘,任务编号：1047318,抖音代运营,12000.0,2022-08-20
xuwei0222,泽枫三维动画艺术设计工作室,任务编号：1010687,图片处理,200.0,2022-08-19
皓悦,亘鼎文化,任务编号：1010274,创意短视频,1100.0,2022-08-16
k1875****0,o5859e2d96a608,任务编号：1042692,抖音代运营,3500.0,2022-08-16
k1957****9,彼岸红尘,任务编号：1044440,抖音代运营,1000.0,2022-08-15
k4548****0,彼岸红尘,任务编号：1046202,抖音代运营,12000.0,2022-08-14
k9720****8,夢里飄雪,任务编号：1043217,抖音代运营,5500.0,2022-08-14
维联创0Wwkx,萧仕的店,任务编号：1009873,影视特效,1500.0,2022-08-13
k3796****7,彼岸红尘,任务编号：1044651,抖音代运营,3500.0,2022-08-12
k4882****7,浅末工作室,任务编号：1044439,纪录片,5000.0,2022-08-11
k4868****4,兮风夜影,任务编号：1043647,纪录片,3000.0,2022-08-10
k8545****5,木雪涯设计工作室,任务编号：1043650,抖音代运营,1000.0,2022-08-10
威府ezNSB,微影客传媒,任务编号：1009106,影视拍摄,500.0,2022-08-08
k6497****6,霸气横秋,任务编号：1046201,VR/AR/MR,5000.0,2022-07-30
k7100****80,誉冠设计,任务编号：1006539,影视拍摄,3000.0,2022-07-21
k7100****80,誉冠设计,任务编号：1006538,影视拍摄,3000.0,2022-07-21
k1793****5,霸气横秋,任务编号：1047317,VR/AR/MR,8000.0,2022-07-14
k4915****6,无敌帅锅,任务编号：1048922,VR/AR/MR,8000.0,2022-07-14
k1999****0,霸气横秋,任务编号：1050342,VR/AR/MR,8000.0,2022-07-13
k2327****8,浅末工作室,任务编号：1044650,纪录片,3500.0,2022-07-11
k3412****7,風雨英雄,任务编号：1048921,VR/AR/MR,8000.0,2022-07-10
际尊服RnPJe,微影客传媒,任务编号：1004046,创意短视频,150.0,2022-07-06
云嘉嘉UY2p7,武汉市签亿文化传媒有限公司,任务编号：1003660,动画设计,1450.0,2022-07-04
k4932****8,十分逆天,任务编号：1047903,3D视频,10000.0,2022-06-30
k1875****0,凉辰梦瑾,任务编号：1047902,广告摄影,8000.0,2022-06-25
k1284****7,十分逆天,任务编号：1047316,小红书营销,5000.0,2022-06-25
k9280****0,兮风夜影,任务编号：1047315,3D视频,10000.0,2022-06-21
k2009****6,霸气横秋,任务编号：1044649,VR/AR/MR,4500.0,2022-06-21
k8364****3,兮风夜影,任务编号：1050341,3D视频,10000.0,2022-06-20
k2790****9,十分逆天,任务编号：1050340,小红书营销,5000.0,2022-06-20
k1551****7,兮风夜影,任务编号：1046200,3D视频,10000.0,2022-06-14
k3114****6,皓月烟云,任务编号：1047901,纪录片,8000.0,2022-06-10
k4743****0,浅末工作室,任务编号：1050339,纪录片,8000.0,2022-06-10
k9508****47,子桐传媒,任务编号：999874,剪辑服务,3800.0,2022-06-09
k1361****1,霸气横秋,任务编号：1044438,VR/AR/MR,5000.0,2022-06-08
k4548****0,ozwn499spehxzf,任务编号：1043649,VR/AR/MR,5000.0,2022-06-07
k1330****1,風雨英雄,任务编号：1047904,小红书营销,5000.0,2022-06-05
k4421****6,浪漫使者,任务编号：1050338,广告摄影,8000.0,2022-06-01
k8334****19,吉象高科（北京）科技发展有限公司,任务编号：998677,创意短视频,500.0,2022-06-01
k8357****0,致命的玩笑,任务编号：1044647,动画制作,2500.0,2022-05-30
极光与雪山,梁少Team,任务编号：998027,图片处理,150.0,2022-05-27
o628d8e84824ee,奇点文化传媒服务有限公司,任务编号：997651,企业宣传片,2000.0,2022-05-25
k6142****7,十分逆天,任务编号：1046197,小红书营销,5000.0,2022-05-20
k5149****8,木雪涯设计工作室,任务编号：1043690,纪录片,3000.0,2022-05-20
o5d249dd23cdf3,青美知行,任务编号：996908,图片处理,1000.0,2022-05-19
k7892****3,十分逆天,任务编号：1048920,动画制作,15000.0,2022-05-18
k9971****4,横行天下有限公司,任务编号：1048919,动画制作,15000.0,2022-05-17
k4824****2,致命的玩笑,任务编号：1050336,动画制作,15000.0,2022-05-17
k4548****0,致命的玩笑,任务编号：1044433,动画制作,2500.0,2022-05-16
k4790****7,夢里飄雪,任务编号：1043644,动画制作,2500.0,2022-05-14
k2849****7,浅末工作室,任务编号：1047313,纪录片,8000.0,2022-05-10
臻品记qdW5M,奇点文化传媒服务有限公司,任务编号：995306,剪辑服务,200.0,2022-05-10
k2143****6,致命的玩笑,任务编号：1047314,动画制作,15000.0,2022-05-10
k8749****2,凉辰梦瑾,任务编号：1044437,小红书视频,1200.0,2022-05-09
k4548****0,颠覆風雲,任务编号：1043216,小红书视频,1500.0,2022-05-09
k7895****1,o60ee5c95d80c4,任务编号：1043215,VR/AR/MR,5000.0,2022-05-07
k5625****1,江湖墨年,任务编号：1043648,小红书视频,900.0,2022-05-07
k2790****9,夢里飄雪,任务编号：1042690,小红书视频,4000.0,2022-05-06
k9779****1,致命的玩笑,任务编号：1046198,动画制作,25000.0,2022-05-06
k9281****5,威和pIRtt,任务编号：1042691,VR/AR/MR,5500.0,2022-05-06
k1551****7,致命的玩笑,任务编号：1045340,动画制作,3000.0,2022-05-02
开心快乐007,柒七设计工作室,任务编号：993979,三维动画,4500.0,2022-04-29
k8176****9,无敌帅锅,任务编号：1047312,GIF动画,5000.0,2022-04-23
人众软件,华零创意,任务编号：992635,图片处理,100.0,2022-04-20
威震天qqQQz,青岛众智创想文化传播有限公司,任务编号：992539,剪辑服务,100.0,2022-04-20
k9325****3,十分逆天,任务编号：1044646,小红书营销,1500.0,2022-04-18
k3052****7,十分逆天,任务编号：1045339,小红书营销,2000.0,2022-04-15
k9093****5,无敌帅锅,任务编号：1050335,GIF动画,6000.0,2022-04-15
k8215****1,浅末工作室,任务编号：1046196,纪录片,6000.0,2022-04-11
鲸创客boaVw,果星文化创意,任务编号：989556,创意短视频,500.0,2022-04-01
k4374****4,浅末工作室,任务编号：1047900,GIF动画,6000.0,2022-04-01
mf189****9313,北京幻视互娱,任务编号：987856,三维动画,14000.0,2022-03-22
vitorru,北京尚品维客网络科技有限公司,任务编号：987475,影视拍摄,6200.0,2022-03-21
k5204****6,横行天下有限公司,任务编号：1047899,小红书视频,4500.0,2022-03-20
k9543****2,凉辰梦瑾,任务编号：1047311,小红书视频,3500.0,2022-03-19
k9064****6,凉辰梦瑾,任务编号：1050334,小红书视频,3500.0,2022-03-18
k1885****5,凉辰梦瑾,任务编号：1046195,小红书视频,5000.0,2022-03-10
国宾助力zSzqs,鑫光影视制作服务,任务编号：985352,影视拍摄,1300.0,2022-03-07
白马影视文化传媒,深圳市平行视界影视传媒有限责任公司,任务编号：984485,三维动画,4000.0,2022-03-02
北京盛大博通视频工厂,鑫光影视制作服务,任务编号：983895,后期制作,4500.0,2022-02-25
k9779****1,浪漫使者,任务编号：1047310,广告摄影,8000.0,2022-02-25
vitorru,北京幻视互娱,任务编号：983045,创意短视频,6000.0,2022-02-21
k7766****64,鑫光影视制作服务,任务编号：983006,三维动画,12000.0,2022-02-21
k5799****1,浪漫使者,任务编号：1046194,广告摄影,10000.0,2022-02-17
k8749****2,凉辰梦瑾,任务编号：1045338,小红书视频,2000.0,2022-02-14
k7619****9,凉辰梦瑾,任务编号：1044645,小红书视频,2000.0,2022-02-09
安威客9e6Qh,北京幻视互娱,任务编号：981280,剪辑服务,1500.0,2022-02-07
vitorru,深圳市东熹文化传播有限公司,任务编号：979133,创意短视频,23500.0,2022-01-13
k5947****1,浅末工作室,任务编号：1045335,纪录片,5000.0,2022-01-11
vitorru,北京幻视互娱,任务编号：976073,三维动画,360.0,2021-12-24
o5d4a37f67733b,雅诚毅然传媒科技有限公司,任务编号：975902,创意短视频,600.0,2021-12-23
西子卡静,摩威文化传媒,任务编号：975316,企业宣传片,500.0,2021-12-20
o61bb****2326a,北京幻视互娱,任务编号：974990,企业宣传片,500.0,2021-12-17
vitorru,杭州霓影华视影视文化有限公司,任务编号：972768,影视拍摄,2000.0,2021-12-03
集创iTGSK,映色传媒,任务编号：972626,创意短视频,1500.0,2021-12-02
k3277****44,上海奇映文化传媒,任务编号：971381,广告片/MV,4000.0,2021-11-25
o585e3d2d7c8bb,看点设计,任务编号：971240,图片处理,600.0,2021-11-24
o585e3d2d7c8bb,阳光品牌设计2002,任务编号：971211,图片处理,870.0,2021-11-24
o6180f12c37baa,北京幻视互娱,任务编号：970407,配音配乐,780.0,2021-11-19
集创iTGSK,映色传媒,任务编号：970223,创意短视频,4500.0,2021-11-18
vitorru,三行动漫,任务编号：969246,FLASH制作,3000.0,2021-11-12
o6182****2cbd8,哲花传媒影视后期,任务编号：967511,剪辑服务,500.0,2021-11-03
威站天下OxvRQ,深圳市平行视界影视传媒有限责任公司,任务编号：962320,三维动画,8000.0,2021-10-25
o5bcf39acc4112,利宏营销策划,任务编号：960508,后期制作,500.0,2021-10-15
创心WdRWO,北京幻视互娱,任务编号：957987,动画设计,4500.0,2021-09-29
k2790****9,k245057308,任务编号：959553,短视频营销,10000.0,2021-09-18
k7645****9,風雨英雄,任务编号：959326,网红营销,5000.0,2021-09-18
k6379****7,k350186578,任务编号：959449,短视频营销,30000.0,2021-09-17
k8987****7,k618279282,任务编号：959325,短视频营销,20000.0,2021-09-17
k1875****0,k208045243,任务编号：959230,短视频营销,50000.0,2021-09-16
k1793****5,k301827889,任务编号：959228,网红营销,2000.0,2021-09-16
k7790****8,k407753230,任务编号：959200,短视频营销,30000.0,2021-09-15
k1999****0,k119400291,任务编号：958928,网红营销,5000.0,2021-09-15
k3412****7,k988111976,任务编号：959052,短视频营销,30000.0,2021-09-15
k7841****4,k558167793,任务编号：958924,短视频营销,60000.0,2021-09-14
k9093****5,k187219582,任务编号：958788,网红营销,5000.0,2021-09-14
k9258****5,k671906064,任务编号：958790,短视频营销,50000.0,2021-09-14
vitorru,北京幻视互娱,任务编号：954786,三维动画,200.0,2021-09-13
k4402****0,k365967315,任务编号：958938,新媒体营销,10000.0,2021-09-13
k1683****4,k227457509,任务编号：958689,短视频营销,30000.0,2021-09-13
k3796****7,k207701974,任务编号：958637,短视频营销,30000.0,2021-09-12
k7959****7,k191802839,任务编号：958508,短视频营销,10000.0,2021-09-11
k9237****3,k782912427,任务编号：958620,短视频营销,50000.0,2021-09-11
k8566****1,k116232435,任务编号：958456,短视频营销,60000.0,2021-09-10
k3526****3,k542885471,任务编号：958838,新媒体营销,5000.0,2021-09-10
k6697****1,k265974597,任务编号：958784,新媒体营销,5000.0,2021-09-10
xiaolululu,彩腾设计,任务编号：953545,剪辑服务,800.0,2021-09-04
k7153****5,k145141521,任务编号：959452,网红营销,5000.0,2021-09-03
k3550****7,横行天下有限公司,任务编号：958630,新媒体营销,5000.0,2021-09-01
k6244****9,k568161615,任务编号：958403,短视频营销,50000.0,2021-08-28
k3573****7,浪漫使者,任务编号：958348,短视频营销,30000.0,2021-08-27
vitorru,深圳市东熹文化传播有限公司,任务编号：950623,创意短视频,20000.0,2021-08-18
k9978****2,颠覆風雲,任务编号：958312,短视频营销,50000.0,2021-08-18
k1884****8,k939168756,任务编号：958271,短视频营销,20000.0,2021-08-15
k1880****2,傲世有限公司,任务编号：958325,新媒体营销,5000.0,2021-08-15
叶摩拉aAPNW,崇尚简约品牌设计,任务编号：949933,图片处理,500.0,2021-08-14
享客堂qje5f,五角星球,任务编号：949526,图片处理,1750.0,2021-08-12
k7895****1,浪漫使者,任务编号：958232,短视频营销,20000.0,2021-08-11
k1906****3,酷也孤独,任务编号：958268,网红营销,5000.0,2021-08-10
k4128****6,k318924268,任务编号：958616,网红营销,8000.0,2021-08-05
o6093e1151d358,魔方空间影视传媒有限公司,任务编号：948047,创意短视频,1400.0,2021-08-04
k3573****7,k766120976,任务编号：958248,网红营销,8000.0,2021-08-01
vitorru,幻影科技,任务编号：947081,企业宣传片,350.0,2021-07-29
k9237****3,k267788374,任务编号：958247,新媒体营销,5000.0,2021-07-26
vitorru,驼笛创意设计（上海）有限公司,任务编号：945823,创意短视频,9500.0,2021-07-22
vitorru,武汉反光镜影视传媒有限公司,任务编号：944681,企业宣传片,3000.0,2021-07-15
k1842****7,k485050611,任务编号：958198,新媒体营销,5000.0,2021-07-15
vitorru,源点文化传媒,任务编号：944185,影视拍摄,11000.0,2021-07-13
k6876****9,k952278264,任务编号：958196,网红营销,5000.0,2021-07-01
vitorru,深圳市东熹文化传播有限公司,任务编号：941934,创意短视频,15000.0,2021-06-29
k5974****5,k356504772,任务编号：958195,短视频营销,60000.0,2021-06-28
o5eb5****34186,北京幻视互娱,任务编号：940397,企业宣传片,300.0,2021-06-19
dayuep,湖南木空文化传媒有限公司,任务编号：938974,图片处理,100.0,2021-06-09
o60b4b9035dc99,北京幻视互娱,任务编号：937522,配音配乐,350.0,2021-05-31
o60b331df059d4,北京幻视互娱,任务编号：937341,配音配乐,400.0,2021-05-30
k5308****85,广州观远文化,任务编号：937067,企业宣传片,1500.0,2021-05-28
zzdt2013,乐尚文化传媒,任务编号：937033,创意短视频,331.0,2021-05-27
o5f6d607cb1281,源点文化传媒,任务编号：936299,影视拍摄,1000.0,2021-05-24
zzdt2013,乐尚文化传媒,任务编号：935864,创意短视频,850.0,2021-05-21
o6077f6c9b445e,北京幻视互娱,任务编号：934987,图片处理,500.0,2021-05-17
steven大神,乐尚文化传媒,任务编号：934302,创意短视频,200.0,2021-05-13
o5ec5****43ebf,源点文化传媒,任务编号：934176,三维动画,3500.0,2021-05-12
o5ef27e4cbd5d3,泾县云顶文化传媒有限公司,任务编号：933827,动画设计,2600.0,2021-05-11
老杨设计,北京幻视互娱,任务编号：932194,影视拍摄,500.0,2021-04-28
成都初肆杨小鱼,利宏营销策划,任务编号：931637,动画设计,14350.0,2021-04-26
vitorru,芝茂文化传媒有限责任公司,任务编号：929929,影视拍摄,1500.0,2021-04-16
YRF_,木有文化传播有限公司,任务编号：928332,字幕处理,300.0,2021-04-07
o6065****274c0,不凡摄影工作室,任务编号：927485,影视拍摄,1300.0,2021-04-01
YRF_,木有文化传播有限公司,任务编号：927439,创意短视频,300.0,2021-04-01
vitorru,中洲域视觉,任务编号：926702,创意短视频,1000.0,2021-03-29
o60492b773d15d,源点文化传媒,任务编号：926564,三维动画,1000.0,2021-03-27
私人定制_李,鱼禾草设计,任务编号：926424,创意短视频,3000.0,2021-03-26
