标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【英语】论文摘要英文翻译,https://task.epwk.com/770931/,2582人,5人,¥110,圆满完成,雇佣,o5d286ff28dbdb,翻译一段论文摘要~~~有一点专业知识，所以最好懂工科机械方面的~~~~~~详情请私聊我,2019.07.12,2019.07.14,任务编号：770931,"￥110,￥110,￥110,￥110,￥110","1天,1天,1天,1天,1天","北京市-北京市-东城区,安徽省-阜阳市,江苏省-盐城市-滨海县,广东省-广州市-白云区,湖南省-益阳市-赫山区",o5d0b7c17503be,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】找到图片上的网站或者app,https://task.epwk.com/759151/,4136人,4人,¥300,圆满完成,雇佣,做条咸鱼,找到图片上的网站或者app。,2019.06.13,2019.06.14,任务编号：759151,"￥300,￥300,￥300,￥300","1天,1天,1天,1天","河南省-南阳市-邓州市,山东省-烟台市-牟平区,广东省-深圳市-宝安区,云南省-文山壮族苗族自治州-丘北县",Xx_2581,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】公司简介翻译（265个字）,https://task.epwk.com/749348/,2876人,9人,¥100,圆满完成,雇佣,o5cd3b0e778fcf,请帮忙把中文翻译英文，内容如下：公司简介嘉兴宝利来树脂化工有限公司，创建于1995年，座落于沪杭高速和乍嘉苏高速公路嘉兴出口处，嘉兴工业园区内。公司专业生产各类绝缘树脂系列（环氧水性乳化漆、水溶性绝缘漆、APG(互感器)绝缘树脂、各类有溶剂系列绝缘树脂）。诚信立身，品质立业，精进立命。公司通过ISO9001质量管理体系认证和ISO14001环境管理体系认证。产品获得美国UL安全认证、欧盟SGS(ROHS)和(REACH-SVHC)环保认证。我们孜孜以求，创造更绿色环保安全的产品，把健康、事业、环保、文明带到世界的每一个角落。期翼与您携手同创，共建美好未来！ 产品系列水性绝缘漆无溶剂绝缘漆有溶剂绝缘漆气干绝缘漆APG(互感器、绝缘件）绝缘树脂两个点意译为主：1、诚信立身，品质立业，精进立命。参考：我们以诚信为立身之本，以品质为立业之基，以不断精进使企业发展生生不息。 2、我们孜孜以求，创造更绿色环保安全的产品，期翼与您携手同创，共建美好未来！ 先把中文换成英文语境的习惯表达，再翻译，参考： 为把健康、事业、环保、文明传播到世界的每一个角落，我们一直在努力创造更绿色环保安全的产品。期待与您携手同创，共建美好未来！,2019.05.20,2019.05.23,任务编号：749348,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","1天,1天,1天,1天,1天,1天,1天,1天,1天","山东省-青岛市-黄岛区,四川省-成都市-市辖区,湖北省-武汉市-江汉区,浙江省-湖州市-长兴县,山东省-青岛市-黄岛区,宁夏回族自治区-银川市-西夏区,河北省-廊坊市-文安县,江苏省-南通市-市辖区,河北省-保定市",博强翻译6688,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】需要把pdf转换成cad文档,https://task.epwk.com/738359/,3621人,17人,¥200,圆满完成,雇佣,o5cbe720d11763,需要把pdf转换成cad文档，长期合作,2019.04.23,2019.04.29,任务编号：738359,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","1天,15天,7天,1天,5天,5天,3天,5天,7天,1天,1天,1天","河北省-廊坊市-文安县,浙江省-杭州市-余杭区,江苏省-南京市-建邺区,广东省-深圳市-福田区,河南省-郑州市-二七区,湖南省-长沙市-宁乡县,陕西省-咸阳市-渭城区,湖北省-武汉市-江夏区,江苏省-泰州市-泰兴市,江苏省-南京市-玄武区,广东省-江门市-新会区,湖北省-武汉市-洪山区",创意轩,https://shop.epwk.com/78dljm0g95lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】学习账号代登录学习,https://task.epwk.com/728179/,4834人,4人,¥100,圆满完成,雇佣,mf150****1187,帮我登录我的账号在学习强国上浏览新闻，累积1000分。具体投标联系,2019.03.29,2019.04.17,任务编号：728179,"￥100,￥100,￥100,￥100","29天,10天,30天,30天","山东省-济南市-历城区,广东省-广州市-番禺区,山西省-太原市-迎泽区,重庆市-重庆市-九龙坡区",o5b208183a7a04,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】在网站下载试卷电子版,https://task.epwk.com/713636/,1886人,3人,¥100,圆满完成,雇佣,o5c320c295ca5c,上网找到宁波广播电视大学然后找到信息查询  点击开放教育历年试卷库开放教育专科试卷开放教育本科试卷下载该专，本科试卷里所有科目下所有历年试卷并按照分科保存至文件夹上传至百度硬盘分享给我,2019.02.23,2019.03.01,任务编号：713636,"￥100,￥100,￥100","1天,1天,1天","河北省-廊坊市-文安县,广东省-中山市-中山市,河南省-许昌市-魏都区",创意轩,https://shop.epwk.com/78dljm0g95lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】整理商品资料录入excel、图片整理,https://task.epwk.com/670726/,9899人,73人,¥100,圆满完成,雇佣,bigsale777,整理商品数据及图片变成excel档，我们会提供需要的商品参数，你要做的是把图片及参数贴到提供给你的Excel文档里我们很重视美感，认为自己很会截图找美丽图片请踊跃参与本任务无法用任何软件制作，软件程式开发者请自退谢谢【一点小要求】1：要求有耐心、细心，能够保证数据质量和时效2：有问题留言或qq联系（加好友请写一品威客）,2018.10.16,2018.10.22,任务编号：670726,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","10天,1000天,10天,10天,15天,100天,200天,100天,100天,3天,100天,100天","天津市-天津市-西青区,上海市-市辖区-黄浦区,重庆市-市,新疆-昌吉回族自治州-昌吉市,广西-南宁市,河南省-新乡市-牧野区,河南省-郑州市-市辖区,河南省-驻马店市-驿城区,广东省-广州市-越秀区,浙江省-台州市-椒江区,河南省-濮阳市,广东省-汕头市-金平区",巴黎彼岸,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】英文小说翻译1000字,https://task.epwk.com/665107/,3461人,1人,¥110,圆满完成,雇佣,stermoon,英文小说翻译，一千字，按字数结算。每1000字一百元。翻译指定内容，出错率低于3%，验证合格后，可长期合作。,2018.09.28,2018.09.29,任务编号：665107,￥110,1天,北京市-北京市-东城区,pandan129,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【字幕翻译】需要翻译一个时长大概90分钟视频的字幕,https://task.epwk.com/664351/,8324人,1人,¥105,圆满完成,雇佣,苦逼工作室饲养员,需要英语专业人才翻译一个时长大概为90分钟的视频字幕，详情请细聊，谢谢！,2018.09.26,2018.09.27,任务编号：664351,￥105,2天,null-null-null,锻造完美人生,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【视频听译】要求翻译下面一段视频,https://task.epwk.com/662480/,4406人,1人,¥110,圆满完成,雇佣,cmh1991,https://www.youtube.com/watch?v=wsewxcLt-iU帮忙编辑到DOC。,2018.09.20,2018.09.20,任务编号：662480,￥110,2天,北京市-北京市-东城区,pandan129,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【咨询服务】查看图片信息,https://task.epwk.com/661805/,8497人,1人,¥100,圆满完成,雇佣,o5ba1a61ac7fe7,帮我看看后面字是什么，要完整的！谢谢！,2018.09.19,2018.09.20,任务编号：661805,￥100,1天,河北省-廊坊市,创意轩,https://shop.epwk.com/78dljm0g95lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】家居行业标准英文翻译,https://task.epwk.com/657647/,2057人,1人,¥120,圆满完成,雇佣,郎哥,家居行业标准，需翻译成英文，内容大概A4纸一张。要求：熟练英文，且熟悉家居行业专业词汇,2018.09.07,2018.09.10,任务编号：657647,￥120,2天,广东省-广州市-白云区,sarawzt,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】A3文稿英语、意大利语翻译,https://task.epwk.com/639714/,1693人,7人,¥120,圆满完成,雇佣,ytl21****305,一页A3文稿，需要英语、意大利语，两种语言专业翻译，有少量专业术语，家具行业。,2018.07.21,2018.07.25,任务编号：639714,"￥120,￥120,￥120,￥120,￥120,￥120,￥120","1天,1天,2天,2天,2天,2天,2天","广东省-广州市-白云区,山东省-济南市-市辖区,河北省-保定市,广西壮族自治区-钦州市-钦南区,上海市-市辖区-黄浦区,北京市-北京市,黑龙江-齐齐哈尔市",sarawzt,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】整理电影到百度网盘,https://task.epwk.com/638641/,5837人,5人,¥500,圆满完成,雇佣,o5b4ad847297ae,复制电影的电驴下载链接到百度网盘离线下载，500元/2500部要求每天能工作八个小时的以上的人员。,2018.07.18,2018.07.21,任务编号：638641,"￥500,￥500,￥500,￥500,￥500","3天,1000天,1000天,1天,1天","吉林省-长春市-二道区,河南省-开封市-开封市市辖区,北京市-北京市-昌平区,福建省-福州市,四川省-雅安市-天全县",MC沐寒,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】机动车驾驶科目一试题学习软件APP登陆练习,https://task.epwk.com/637589/,4122人,7人,¥300,圆满完成,雇佣,huangzuchao,下载驾培掌上通，须登录后练习科目一共17个小时，完成任务。,2018.07.16,2018.07.20,任务编号：637589,"￥300,￥300,￥300,￥300,￥300,￥300,￥300","500天,3天,5天,3天,200天,300天,7天","上海市-市辖区-黄浦区,安徽省-合肥市-蜀山区,湖北省-黄石市-阳新县,广东省-东莞市,浙江省-绍兴市-绍兴县,四川省-雅安市-天全县,湖南省-永州市-市辖区",赵大壮阿,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】英国专家技术指导翻译,https://task.epwk.com/630697/,1577人,1人,¥3000,圆满完成,雇佣,政客,英国专家车间技术指导翻译。地区：广州白云区时间：本周末,2018.06.28,2018.06.29,任务编号：630697,￥3000,1天,广东省-广州市-白云区,sarawzt,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】英文翻译为中文,https://task.epwk.com/627879/,5706人,22人,¥588,圆满完成,雇佣,qh330112,3-4日内翻译为中文，译后格式为word文档。,2018.06.20,2018.07.07,任务编号：627879,"￥588,￥588,￥588,￥588,￥588,￥588,￥588,￥588,￥588,￥588,￥588,￥588","4天,2天,4天,7天,3天,4天,4天,4天,3天,4天,2天,3天","上海市-市辖区-长宁区,山东省-济南市-历下区,河北省-沧州市-献县,广东省-中山市-中山市,山东省-济南市-历下区,重庆市-市辖区-渝北区,江苏省-南京市-秦淮区,福建省-漳州市-龙文区,广西-南宁市,福建省-厦门市,山东省-烟台市-莱山区,江苏省-盐城市-滨海县",燕子啁啾,https://shop.epwk.com/2j5jjy2495pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】打电话给保险公司确认车辆所投保公司,https://task.epwk.com/588458/,2518人,2人,¥120,圆满完成,雇佣,o5aa0f049baf42,背景：因车辆保险相关凭证丢失，需要去保险公司补相关凭证信息。问题：目前只知道车是还在保的，但不知道在哪家保险公司投保了，需要打保险电话确认目前在哪家投保了？难点：总共有80家保险公司，目前我已打了7家，因工作不方便老打电话。剩余国内的约4，50家，在国内保险公司投保的可能性比较大。如果运气好，也许一个电话你就搞定了，运气不好，那就需要打70个电话了。列表中保险公司电话没列的，请百度搜一下。操作指导：打保险公司财保电话，提供车牌就能查询。保险公司列表请见附件，有的保险公司收市话费，有的免费，打一家保险公司约需要2-3分钟。任务完成的标志：确定附件中指定的车辆(一辆）目前在哪家保险公司投的车险。,2018.03.08,2018.03.10,任务编号：588458,"￥100,￥100","2天,1天","湖南省-长沙市-开福区,河北省-沧州市-新华区",解忧杂货店7709,https://shop.epwk.com/mod04231k5yv/,解忧杂货店7709,出售服务,https://shop.epwk.com/mod04231k5yv/chushou/,工作室,九品,34分,,,解忧杂货店7709,,,,,,,,,,,,,,,,,,,
【英语】需要翻译一份ppt模板,https://task.epwk.com/565922/,2435人,1人,¥100,圆满完成,雇佣,wh423,30页，因为是英文模板。需要翻译词句并不多。需要当天翻译完成，12月22日,2017.12.22,2017.12.22,任务编号：565922,￥100,1天,江苏省-南京市-鼓楼区,灵动翻译有限公司,https://shop.epwk.com/09drjv3ve53w/,灵动翻译有限公司,出售服务,https://shop.epwk.com/09drjv3ve53w/chushou/,企业,九品,38分,,,灵动翻译有限公司,,专业人工翻译 工商注册专业翻译公司,"￥180
            /千字",签证材料翻译 签证 学位证 毕业证 留学 翻译公众 盖章,"￥10
            /件",专业人工翻译 100% 英译汉 汉译英 英汉互译 工商注册翻译公司,"￥10
            /件",美国驾照翻译 加拿大驾照翻译 驾驶证翻译 证件翻译 外国 国外驾照翻译,"￥10
            /件",,,,,,,,,,
【英语】英文宣传短文撰写,https://task.epwk.com/524280/,5066人,15人,¥200,圆满完成,雇佣,directgp,主要是消费类商品咨讯的中翻英的编辑，软文写作。提供主要内容是消费类海淘商品的信息等英文的素材，需要总结再编辑。最好懂全网络推广，营销以及社交媒体的推广，投标的话需要了解曾经做过类似的案例，以及可以工作的时间段。谢谢！,2017.08.08,2017.09.26,任务编号：524280,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","3天,10天,365天,5天,3天,5天,2天,5天,7天,6天,1天,10天","广东省-佛山市-南海区,广东省-珠海市-香洲区,浙江省-杭州市-拱墅区,广东省-揭阳市-榕城区,北京市-北京市-东城区,北京市-北京市-东城区,广东省-广州市-市辖区,广东省-汕头市-澄海区,北京市-北京市-西城区,广东省-广州市-天河区,福建省-厦门市-思明区,山东省-潍坊市-青州市",Fiona26,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】组装电脑主机,https://task.epwk.com/521704/,4333人,1人,¥3260,圆满完成,雇佣,mf189****2668,要求珠海本地，市区优先考虑,2017.07.31,2017.08.01,任务编号：521704,￥3260,1天,广东省-珠海市-香洲区,珠海市智科电脑科技,https://shop.epwk.com/2j5jj2yw95pz/,珠海市智科电脑科技,出售服务,https://shop.epwk.com/2j5jj2yw95pz/chushou/,个人,七品,36分,,,珠海市智科电脑科技,,,,,,,,,,,,,,,,,,,
【文化艺术服务】根据《当》这首歌改编成有关共享经济主题的歌词,https://task.epwk.com/513452/,4293人,2人,¥100,圆满完成,雇佣,o5954a626e4b31,要求：1、根据《当》这首歌改编成有关共享经济主题的歌词；2、改编后的共享经济主题歌词是作为沙龙活动开场暖场唱的；3、首先需要了解共享经济大背景内容，然后根据《当》歌词来补充内容，与《当》的歌词字数、节奏保持一致；4、完成时间在7月3日（周一）,2017.06.29,2017.07.06,任务编号：513452,"￥100,￥100","1天,1天","辽宁省-营口市-大石桥市,吉林省-长春市-南关区",秋收冬藏,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】excel表格数据录入,https://task.epwk.com/508006/,12017人,7人,¥400,圆满完成,雇佣,TEEDU,从APP上转录数据到Excel表格。共800条记录，横向有46列，基本为数字型数据。详情QQ具体沟通。,2017.06.08,2017.06.17,任务编号：508006,"￥300,￥300,￥300,￥300,￥300,￥300,￥300","3天,7天,3天,5天,7天,10天,10天","山东省-临沂市-沂南县,浙江省-宁波市-慈溪市,北京市-北京市-东城区,四川省-广安市-岳池县,黑龙江-黑河市-市辖区,山西省-晋中市-榆社县,山西省-太原市-古交市",ttempt23,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】机械设备网站翻译成英文，大概1.2万字,https://task.epwk.com/485665/,3067人,2人,¥2000,圆满完成,雇佣,WeorMe,本公司主要经营大型矿山机械设备，石材加工工具，叉车等；现在公司重新做一个面向欧美国家的企业网站，要求翻译的人懂机械设备用语，翻译精准，持有英语专八证书和翻译证书；并提供相应案例；任务很急，要求三天内翻译完毕。请尽快联系我。我会选择合适的竞标者让后提供我司网站和中文文案内容。,2017.03.22,2017.03.22,任务编号：485665,￥2000,3天,福建省-厦门市-思明区,中英翻译大咖,https://shop.epwk.com/2j5xooq2x5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】翻译一篇英文摘要,https://task.epwk.com/484837/,3906人,1人,¥200,圆满完成,雇佣,家悦,论文的英文摘要,2017.03.19,2017.03.31,任务编号：484837,￥200,2天,河南省-郑州市-中原区,专业英文翻译QQ1159891737,https://shop.epwk.com/4rn8qq1y3ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】word中的数据录入到阿里巴巴国际网发布产品,https://task.epwk.com/484415/,4891人,1人,¥150,圆满完成,雇佣,mf134****5902,所有操作流程和要求都在文档里， 没有任何技术含量，就是产品一共36页，所以产品量很大，较费时而已。由于文件较大，产品信息文档请打开链接下载。 http://pan.baidu.com/s/1eRVYenK要求： 懂基本英文最好。且速度要快。,2017.03.17,2017.03.22,任务编号：484415,￥150,2天,湖北省-襄阳市-枣阳市,毛毛虫儿,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】俱乐部网站和俱乐部公众号维护,https://task.epwk.com/483439/,2148人,8人,¥500,圆满完成,雇佣,sakaas,1.每个月四次-八次的订阅号编辑发布工作。2.俱乐部网站的维护  2.1.俱乐部网站已经购买了模版，需要把模版上的文字改成俱乐部的。  2.2.添加俱乐部的资料和信息  2.3.每个月有十次左右的新闻发布，文案由俱乐部编辑好的。导入到网站即可。说明：俱乐部网站的前期改模版会多一些工作，改好了就没啥事儿了。计划支出：500.00元/月。按季，季中支付，签工作协议。如果俱乐部扩大，工作量增大，薪金另行商定。附俱乐部网站模版：http://www.sitestar.cn/website/choose.aspx?tpl_domain=http://travel-123.view.sitestar.cn&tpl_id=5784&user_level=2&tpl_level=2&tem_type=1&all=all,2017.03.14,2017.04.13,任务编号：483439,"￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500","30天,30天,365天,365天,365天,30天,30天,30天","河南省-周口市-鹿邑县,null-null-null,江西省-南昌市,云南省-昆明市-盘龙区,上海市-市辖区-黄浦区,贵州省-黔南布依族苗族自治州-三都水族自治县,北京市-北京市-海淀区,广东省-韶关市-浈江区",东宇网络科技,https://shop.epwk.com/81n41zpjynp6/,东宇网络科技,出售服务,https://shop.epwk.com/81n41zpjynp6/chushou/,工作室,七品,36分,,,东宇网络科技,,网站建设公司网页设计企业手机网站定制作开发商城仿站一条龙全包,￥2000,做微信附近的小程序定制开发APP公众号手机商城模板源码制作设计,价格面议,,,,,,,,,,,,,,
【数据录入】约30万字书本文字录入,https://task.epwk.com/477342/,15185人,37人,¥400,圆满完成,雇佣,o58abe7c41a050,《观赏桃》 胡东燕 张佐双/ 著 中国林业出版社 具体297千字 2010年出版的,2017.02.21,2017.03.13,任务编号：477342,"￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400","2天,3天,3天,3天,3天,2天,3天,3天,3天,1天,10天,20天","四川省-成都市-金牛区,辽宁省-大连市-西岗区,重庆市-市辖区-沙坪坝区,广东省-清远市-英德市,陕西省-西安市-雁塔区,重庆市-市辖区-南岸区,浙江省-绍兴市-越城区,广东省-深圳市-南山区,陕西省-汉中市-南郑县,湖南省-湘潭市-岳塘区,山东省-青岛市-平度市,北京市-北京市-海淀区",林明设计,https://shop.epwk.com/v0n1xxmo257y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】整理带图片的文档,https://task.epwk.com/475501/,6345人,17人,¥200,圆满完成,雇佣,mf134****5902,"我有一个产品信息的PDF 文档，共35页，里面的图片和资料信息需要复制到word文档内，无技术含量，较费时间。文档信息在百度网盘链接下载： http://pan.baidu.com/s/1o7EffUM注意点1：word文档已经完成了3页，需要继续按照这种形式完成，里面的信息全部来自PDF,输入相应空格即可，无任何技术含量。注意点2：application model 的意思是“”适用车型“”，25-31页的PDF里有这个信息，需填入表格，其他产品的这一行信息空着就行。注意点3： 需要按产品编号逐一复制，PDF的图片信息可用adobe reader放大 125% 后，直接选中图片，并复制图片到word中，复制后，调整大小，留白面积，保持美观。注意点4： word中制作表格时，请按产品，分类制作。按照pdf中的分类，写上中文标题即可。",2017.02.15,2017.02.17,任务编号：475501,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","2天,3天,4天,3天,2天,2天,1天,7天,1天,2天,2天","广东省-佛山市-禅城区,广东省-惠州市-惠城区,福建省-漳州市-云霄县,广东省-深圳市-罗湖区,北京市-北京市-大兴区,山东省-青岛市-胶州市,四川省-成都市-金牛区,四川省-南充市-南部县,广西-梧州市-万秀区,江西省-吉安市-吉安县,广东省-广州市-黄埔区",佛山富途网络|网站制作|网站建设|网页制作|网站设计,https://shop.epwk.com/89dvgr8egdl2/,佛山富途网络|网站制作|网站建设|网页制,出售服务,https://shop.epwk.com/89dvgr8egdl2/chushou/,企业,九品,40分,,,佛山富途网络|网站制作|网站建设|网页制,,微信公众号建设|公众号注册|公众号开发|微信公众商城,"￥1000
            /件",手机网站建设,"￥1000
            /件",企业官网建设|网站开发|网站制作|网页设计,"￥1000
            /件",网站开发|网站制作|网站设计|网站建设|498元全包|大学生团队|包您满意,"￥498
            /件",网站开发|网页制作|网站建设|498元全包|大学生团队|包您满意,"￥498
            /件",网站建设|网页制作|网站制作|498元全包|大学生团队|包您满意,"￥498
            /件",网站制作|网页制作|网站设计|498元全包|大学生团队|包您满意,"￥498
            /件",,,,
