需求方,设计师,任务编号,能力标签,交易价格,发布时间
dayuep,利宏营销策划,任务编号：923157,公众号推广,1800.0,2021-03-09
vitorru,利宏营销策划,任务编号：922043,整合营销,9980.0,2021-03-03
vitorru,利宏营销策划,任务编号：916492,整合营销,30000.0,2021-01-20
o5b1394b15bb2b,利宏营销策划,任务编号：912744,活动策划,400.0,2020-12-30
vitorru,初创网络传媒有限公司,任务编号：901314,活动策划,10000.0,2020-10-28
vitorru,初创网络传媒有限公司,任务编号：901312,口碑营销,20000.0,2020-10-28
o5f6d607cb1281,利宏营销策划,任务编号：897087,活动策划,400.0,2020-10-09
o5f685698a988d,南京科研服务社,任务编号：894057,问卷调查,500.0,2020-09-21
vitorru,利宏营销策划,任务编号：891382,活动策划,9500.0,2020-09-09
vitorru,利宏营销策划,任务编号：891378,活动策划,7847.0,2020-09-09
vitorru,利宏营销策划,任务编号：880137,整合营销,3300.0,2020-07-23
vitorru,利宏营销策划,任务编号：880140,整合营销,3000.0,2020-07-23
vitorru,利宏营销策划,任务编号：873562,整合营销,5000.0,2020-06-27
vitorru,利宏营销策划,任务编号：873557,整合营销,12000.0,2020-06-27
vitorru,利宏营销策划,任务编号：873554,整合营销,13000.0,2020-06-27
vitorru,利宏营销策划,任务编号：872801,活动策划,10000.0,2020-06-23
vitorru,利宏营销策划,任务编号：872471,口碑营销,10000.0,2020-06-22
k1762****37,利宏营销策划,任务编号：867709,活动策划,2000.0,2020-06-04
dayuep,利宏营销策划,任务编号：867096,微信代运营,600.0,2020-06-03
vitorru,利宏营销策划,任务编号：866934,活动策划,2300.0,2020-06-02
k7680****61,乐心文策工作室 187-6845-9100,任务编号：863750,活动策划,800.0,2020-05-22
vitorru,利宏营销策划,任务编号：860800,整合营销,1000.0,2020-05-13
联泰科技,利宏营销策划,任务编号：855714,口碑营销,3800.0,2020-04-24
联泰科技,利宏营销策划,任务编号：855708,品牌策划,4280.0,2020-04-24
o5d2be9b76ef3f,利宏营销策划,任务编号：855031,活动策划,1200.0,2020-04-22
wazl,利宏营销策划,任务编号：853206,整合营销,1000.0,2020-04-15
vitorru,利宏营销策划,任务编号：850653,整合营销,600.0,2020-04-07
vitorru,利宏营销策划,任务编号：848666,整合营销,5000.0,2020-03-30
o5d831b7363f49,利宏营销策划,任务编号：847121,APP推广,1600.0,2020-03-25
vitorru,书澈广告,任务编号：846570,整合营销,800.0,2020-03-23
vitorru,利宏营销策划,任务编号：846560,活动策划,1800.0,2020-03-23
o5e3b9455b8ede,光影品牌策划,任务编号：836364,整合营销,5000.0,2020-02-15
k6214****16,亿帆文创,任务编号：829803,整合营销,1500.0,2020-01-08
vitorru,利宏营销策划,任务编号：828795,整合营销,3000.0,2020-01-06
vitorru,利宏营销策划,任务编号：825581,活动策划,1100.0,2019-12-25
o5dfb****370d5,紫彧营销咨询机构,任务编号：823565,活动策划,300.0,2019-12-19
k3739****76,利宏营销策划,任务编号：818747,活动策划,500.0,2019-12-05
mizi918,利宏营销策划,任务编号：816843,活动策划,400.0,2019-11-28
o5dde2136d0f56,拙朴品牌营销,任务编号：816431,整合营销,2800.0,2019-11-27
爻波汽车,竹子文案策划,任务编号：809534,产品推广,200.0,2019-11-05
vitorru,紫彧营销咨询机构,任务编号：807588,活动策划,600.0,2019-10-30
o5c04cbec409c5,言成信网络工作室【cqycxin_com】⬅微,任务编号：806879,微博营销,120.0,2019-10-28
ga137****2085,腾际品牌管理,任务编号：805415,公众号推广,650.0,2019-10-23
兜兜陈,铂铧营销广告推广,任务编号：799860,产品推广,10000.0,2019-10-05
vitorru,利宏营销策划,任务编号：798453,整合营销,800.0,2019-09-28
wl151****9589,星购商贸,任务编号：795541,活动策划,1000.0,2019-09-19
o5d81d262ec688,利宏营销策划,任务编号：795057,整合营销,800.0,2019-09-18
vitorru,利宏营销策划,任务编号：793190,整合营销,1000.0,2019-09-11
o5c04cbec409c5,言成信网络工作室【cqycxin_com】⬅微,任务编号：789482,微博营销,100.0,2019-09-01
o5cf25c73d5a11,言成信网络工作室【cqycxin_com】⬅微,任务编号：779550,整合营销,100.0,2019-08-05
lc577****91,言成信网络工作室【cqycxin_com】⬅微,任务编号：777245,产品推广,100.0,2019-07-29
o5d3a9bcddd74d,凯蓝-智诚致远,任务编号：776280,活动策划,420.0,2019-07-26
o5d390ad8087eb,腾际品牌管理,任务编号：775659,产品推广,100.0,2019-07-25
o5d214f62485f7,雅致品牌管理公司 | 20年香港设计师公司,任务编号：768349,品牌策划,6600.0,2019-07-22
o5d214f62485f7,雅致品牌管理公司 | 20年香港设计师公司,任务编号：774311,品牌策划,6000.0,2019-07-22
华翔iphone6,言成信网络工作室【cqycxin_com】⬅微,任务编号：773865,产品推广,100.0,2019-07-20
o591956bd907b9,言成信网络工作室【cqycxin_com】⬅微,任务编号：773645,产品推广,100.0,2019-07-19
二哥购物指导App,喵喵微博转发大拿,任务编号：772928,微博营销,600.0,2019-07-18
qycx,老张做威客,任务编号：772840,产品推广,400.0,2019-07-17
二哥购物指导App,喵喵微博转发大拿,任务编号：772019,微博营销,600.0,2019-07-16
二哥购物指导App,热情推广,任务编号：770717,微博营销,600.0,2019-07-12
o5d1db7ee51e0b,利宏营销策划,任务编号：770491,微信推广,350.0,2019-07-11
二哥购物指导App,热情推广,任务编号：769799,微博营销,600.0,2019-07-10
o5d1c5fc680d74,光影品牌策划,任务编号：769471,活动策划,13000.0,2019-07-09
o5d214f62485f7,雅致品牌管理公司 | 20年香港设计师公司,任务编号：768353,品牌策划,8000.0,2019-07-07
o5d1e0aec4424f,腾际品牌管理,任务编号：768339,产品推广,100.0,2019-07-07
二哥购物指导App,喵喵微博转发大拿,任务编号：767682,微博营销,600.0,2019-07-05
二哥购物指导App,喵喵微博转发大拿,任务编号：766922,微博营销,600.0,2019-07-03
喵喵任务,蓝晶互联网,任务编号：764920,关键词优化,2900.0,2019-06-27
二哥购物指导App,喵喵微博转发大拿,任务编号：764652,微博营销,600.0,2019-06-27
o58534ae8428b6,阿co的阿是阿,任务编号：761315,品牌策划,500.0,2019-06-19
o5bf2abf1eef00,开罗和罗马,任务编号：760793,活动策划,200.0,2019-06-17
二哥购物指导App,小猪闯天涯,任务编号：760618,网站优化方案,400.0,2019-06-17
o5bf2abf1eef00,光影品牌策划,任务编号：760333,活动策划,200.0,2019-06-17
o5cf5420e7e251,腾际品牌管理,任务编号：755844,信息流,100.0,2019-06-04
sm520****,腾际品牌管理,任务编号：755186,产品推广,100.0,2019-06-03
二哥购物指导App,小猪闯天涯,任务编号：754439,网站优化方案,400.0,2019-05-31
like3624,利宏营销策划,任务编号：754364,品牌策划,3000.0,2019-05-31
o5c6a1724b74e2,慕容网络,任务编号：754161,品牌策划,500.0,2019-05-30
o5c6df682966f5,沐米的异想,任务编号：752569,品牌策划,2500.0,2019-05-27
月笼沙,腾际品牌管理,任务编号：752150,产品推广,200.0,2019-05-26
du6789,映善中国,任务编号：750489,活动策划,400.0,2019-05-22
epqihua,天府互联/四川天虎互联科技有限公司,任务编号：711768,APP推广,1000.0,2019-02-18
喵喵任务,蓝晶互联网,任务编号：741616,关键词优化,2900.0,2019-04-30
o5cba77975f884,广州叁人间广告传媒有限公司,任务编号：737257,活动策划,500.0,2019-04-20
o5cb074ec93836,app注册推广,任务编号：734719,APP推广,180.0,2019-04-14
o5bf2abf1eef00,广州叁人间广告传媒有限公司,任务编号：726474,整合营销,100.0,2019-03-26
o5c287378eaf5d,下拉框网络科技有限公司,任务编号：721697,关键词优化,1500.0,2019-03-14
o5c7b527fa453e,光影品牌策划,任务编号：717140,活动策划,2000.0,2019-03-04
vitorru,千寻文化,任务编号：716076,微信推广,5950.0,2019-03-01
k3151****03,一悦企划,任务编号：709602,营销解决方案,1200.0,2019-02-14
吃素龙王,顺泽网络推广旗舰店,任务编号：710015,产品推广,100.0,2019-02-12
k7128****21,深圳市意典文化传媒有限公司,任务编号：708142,活动策划,200.0,2019-01-29
k7128****21,深圳市意典文化传媒有限公司,任务编号：708141,活动策划,800.0,2019-01-29
o5b0314cc7aa6f,天府互联/四川天虎互联科技有限公司,任务编号：701439,产品推广,500.0,2019-01-09
o5c26443ab9b3d,利宏营销策划,任务编号：697927,活动策划,3000.0,2018-12-29
vitorru,一起搞品牌策划  QQ  3370528179,任务编号：680752,活动策划,888.0,2018-11-12
o5b989407eb59b,利宏营销策划,任务编号：676448,微信推广,640.0,2018-10-31
o5bcd8d19388db,深圳呢喃文化有限公司,任务编号：672983,整合营销,1000.0,2018-10-22
x1985****285,利宏营销策划,任务编号：671536,品牌策划,800.0,2018-10-18
小二郎啊,利宏营销策划,任务编号：668906,小程序推广,200.0,2018-10-11
kinsy0019,利宏营销策划,任务编号：660242,微信推广,200.0,2018-09-14
k7450****00,广州观远文化,任务编号：644508,活动策划,1000.0,2018-08-19
叶星辰1,利宏营销策划,任务编号：650360,产品推广,3300.0,2018-08-17
o5b587ef8f10a0,九州营联,任务编号：649215,关键词优化,850.0,2018-08-15
k4226****28,利宏营销策划,任务编号：644734,品牌策划,450.0,2018-08-02
XXWH,金芭蕉文案服务工作室,任务编号：636693,活动策划,1000.0,2018-07-13
o5b45****85e4f,惠天下网络工作室,任务编号：635757,APP推广,500.0,2018-07-11
k7569****91,光影品牌策划,任务编号：621693,活动策划,400.0,2018-06-04
Zz大魔王,杰斯设计工作室,任务编号：617082,整合营销,600.0,2018-05-22
云企工作室,河北莱峰物联网科技有限公司,任务编号：612167,关键词优化,500.0,2018-05-10
BIUBIU000,乐心文策工作室 187-6845-9100,任务编号：611705,整合营销,3000.0,2018-05-09
rongxiao,利宏营销策划,任务编号：609418,信息流,600.0,2018-05-03
o5ad5adc5035a0,隆达设计,任务编号：603536,活动策划,200.0,2018-04-17
vitorru,一起搞品牌策划  QQ  3370528179,任务编号：603072,整合营销,1000.0,2018-04-16
老锅锅锅,智通策划文案,任务编号：599619,整合营销,300.0,2018-04-08
o5aab3c9f42fb8,脑洞创意文案策划,任务编号：594113,活动策划,100.0,2018-03-23
wangweijing1991,o59438be3c881a,任务编号：592573,关键词优化,200.0,2018-03-19
vitorru,云象视觉品牌设计,任务编号：588182,营销解决方案,8000.0,2018-03-08
zq880****,乐心文策工作室 187-6845-9100,任务编号：586458,整合营销,3800.0,2018-03-03
手媒广告,张影工作室,任务编号：584704,关键词优化,600.0,2018-02-26
XXWH,紫彧营销咨询机构,任务编号：583822,活动策划,2000.0,2018-02-24
o5a73d7ba9122e,利宏营销策划,任务编号：579803,产品推广,200.0,2018-02-02
o59534f8f43ca1,o5a5c28d109d3e,任务编号：579637,问卷调查,200.0,2018-02-01
金大人,乐心文策工作室 187-6845-9100,任务编号：573593,活动策划,5000.0,2018-01-15
花生日记介绍网,村口弹棉花的韩师傅,任务编号：572827,产品推广,200.0,2018-01-12
zx7817boy,利宏营销策划,任务编号：570099,产品推广,500.0,2018-01-04
huyili234,vzuozhu,任务编号：569962,问卷调查,1800.0,2018-01-04
alessiolsy,专业SEO优化团队,任务编号：569640,关键词优化,6000.0,2018-01-03
pbsh5992,利宏营销策划,任务编号：565544,产品推广,1000.0,2017-12-21
小嚼米,利宏营销策划,任务编号：561542,网店推广,500.0,2017-12-09
小海丶,村口弹棉花的韩师傅,任务编号：561493,网站优化方案,100.0,2017-12-09
老谋子,利宏营销策划,任务编号：556051,产品推广,600.0,2017-11-23
o59ad0dc31bcb8,o599fbf7001084,任务编号：553329,微信推广,100.0,2017-11-14
mf138****4104,广州先迈商贸,任务编号：553314,APP推广,1000.0,2017-11-14
pbsh5992,利宏营销策划,任务编号：549392,APP推广,1000.0,2017-11-01
o59e6b9ab047c7,飞亚传媒,任务编号：544896,关键词优化,600.0,2017-10-19
小米粒食品,利宏营销策划,任务编号：542448,微信推广,100.0,2017-10-11
rongsenm,利宏营销策划,任务编号：542190,产品推广,500.0,2017-10-10
o59d9****28084,利宏营销策划,任务编号：541401,网店推广,100.0,2017-10-08
风花雪月1980,一缕阳光520,任务编号：539692,APP推广,1445.0,2017-09-28
sherry886,紫彧营销咨询机构,任务编号：538571,活动策划,3000.0,2017-09-25
o59aa54dd1d32a,知乎点赞推广,任务编号：531361,产品推广,500.0,2017-09-02
o59aa19f8ba20a,利宏营销策划,任务编号：531291,产品推广,200.0,2017-09-02
炼狱火,o59818c7049bc4,任务编号：528828,网站优化方案,250.0,2017-08-24
o597a****04846,o597efe45d45a3,任务编号：521831,产品推广,30000.0,2017-07-31
kimitaozi,飞亚传媒,任务编号：512098,微信推广,400.0,2017-06-23
Y愚公Y,郑州翡翠文化传播有限公司,任务编号：511793,活动策划,1000.0,2017-06-22
o57f9b0909e7d3,简作设计,任务编号：504850,网站优化方案,20000.0,2017-05-25
o57f9b0909e7d3,简作设计,任务编号：503768,关键词优化,23000.0,2017-05-22
o5919****1e8db,无锡火狐网络科技有限公司,任务编号：502158,产品推广,3500.0,2017-05-16
vipxiatian,八方科技,任务编号：489601,微信代运营,1000.0,2017-04-05
行走的苹果,营销推广服务,任务编号：489425,微博营销,118.0,2017-04-05
qq515****53,真成服务网络,任务编号：488239,微信推广,300.0,2017-03-31
vitorru,深圳市意典文化传媒有限公司,任务编号：487668,活动策划,25000.0,2017-03-29
eric127,无锡火狐网络科技有限公司,任务编号：487364,关键词优化,800.0,2017-03-28
阿里发发,多多多多多,任务编号：482972,产品推广,9000.0,2017-03-13
o58be39a5b987c,脑洞创意文案策划,任务编号：481206,活动策划,300.0,2017-03-07
聚力威客,飞马科技网络公司,任务编号：475136,微信推广,400.0,2017-02-14
o5879****63739,o58798908a5405,任务编号：471643,关键词优化,12000.0,2017-01-18
o58787cc903b66,o58787fa63351b,任务编号：470817,微信推广,15000.0,2017-01-14
vitorru,济宁绝胜网络科技有限公司,任务编号：469784,产品推广,800.0,2017-01-09
mf130****7930,羊毛管家,任务编号：469742,产品推广,500.0,2017-01-09
昆山澳迪森电子材料有限公司,mf15349263318,任务编号：448805,网站优化方案,300.0,2016-09-29
M1803****838,冰火视觉,任务编号：440521,网站优化方案,4000.0,2016-08-17
mf152****8880,青岛CC设计工作室,任务编号：438212,网店推广,100.0,2016-08-04
o576b42d5d4acb,危机公关—为企业扫清一切障碍,任务编号：429426,网站优化方案,600.0,2016-06-23
hacljq,Geneeeee,任务编号：427502,活动策划,200.0,2016-06-14
践行者1,危机公关—为企业扫清一切障碍,任务编号：415661,产品推广,200.0,2016-04-13
o56ed4f68e6316,百荷工作室,任务编号：412965,关键词优化,200.0,2016-03-30
一了科技,mf13918779002,任务编号：409275,网站优化方案,200.0,2016-03-12
卤蛋302,佰蜂网络-SEO优化,任务编号：398569,关键词优化,500.0,2015-12-25
o565c46cda478a,道乐图文工作室,任务编号：394400,网站优化方案,110.0,2015-11-30
mf187****0502,火女熹桐推广,任务编号：391213,APP推广,100.0,2015-11-14
mf151****0833,魔手品牌设计,任务编号：391097,活动策划,100.0,2015-11-13
幸福就在拐角处,鹏程电子商务服务,任务编号：389887,微信推广,5000.0,2015-11-06
hlgd123,马亚科技,任务编号：389807,网站优化方案,5000.0,2015-11-06
mf155****4666,誉诚营销策划,任务编号：389599,产品推广,500.0,2015-11-05
mf136****3074,北京微众成行科技有限公司,任务编号：386809,网店推广,200.0,2015-10-23
集团事业部,网站建设.商城建设.微信开发-青翼网络科技,任务编号：382777,关键词优化,8300.0,2015-09-30
唐金龙,木想到科技,任务编号：381507,网站优化方案,1000.0,2015-09-23
leo2018,汐月工作室,任务编号：372975,产品推广,150.0,2015-08-15
欢欣网,vionlr,任务编号：370983,微信推广,5000.0,2015-08-06
o55b1039d043b0,华鼎网络科技,任务编号：368306,产品推广,100.0,2015-07-23
欢欣网,vionlr,任务编号：367384,网站优化方案,5000.0,2015-07-20
id88,恒盾互联网络营销大师,任务编号：366374,微信推广,20000.0,2015-07-15
id88,恒盾互联网络营销大师,任务编号：365260,网站优化方案,10000.0,2015-07-09
欢欣网,vionlr,任务编号：364964,产品推广,5000.0,2015-07-08
欢欣网,vionlr,任务编号：362798,微信推广,8000.0,2015-06-29
欢欣网,vionlr,任务编号：360588,网站优化方案,1000.0,2015-06-17
欢欣网,vionlr,任务编号：359683,关键词优化,699.0,2015-06-13
金利源,俊程堂网络工作室,任务编号：358821,微信推广,3500.0,2015-06-10
欢欣网,vionlr,任务编号：357705,网站优化方案,2700.0,2015-06-04
mf189****6158,mark_z,任务编号：356790,网络表决,500.0,2015-06-01
欢欣网,vionlr,任务编号：354619,产品推广,4000.0,2015-05-21
囧没啦,鹏毓网络,任务编号：352651,网站优化方案,200.0,2015-05-13
湖北大红马,林宇推广,任务编号：345041,网站优化方案,3000.0,2015-04-10
湖北大红马,林宇推广,任务编号：345039,网站优化方案,3000.0,2015-04-10
a6355****1,mark_z,任务编号：344444,产品推广,100.0,2015-04-08
mf186****8881,星海互联网络运营,任务编号：339222,关键词优化,500.0,2015-03-20
yaohuib,瀚森创意文字坊,任务编号：338613,关键词优化,100.0,2015-03-18
金利源,厦门品牌营销,任务编号：336901,网站优化方案,2120.0,2015-03-12
mf187****3579,独步清风,任务编号：331543,关键词优化,100.0,2015-02-03
id88,星海互联网络运营,任务编号：330643,网站优化方案,10000.0,2015-01-29
id88,星海互联网络运营,任务编号：322452,产品推广,2560.0,2014-12-17
id88,恒盾互联网络营销大师,任务编号：319256,网站优化方案,2200.0,2014-11-29
o53bf6c9d4b6b8,mf18731995240,任务编号：317538,微博营销,2000.0,2014-11-20
id88,星海互联网络运营,任务编号：317470,网站优化方案,35000.0,2014-11-20
id88,星海互联网络运营,任务编号：317469,产品推广,5000.0,2014-11-20
id88,星海互联网络运营,任务编号：315010,关键词优化,8000.0,2014-11-07
o53bccef83eace,一起走过的日子,任务编号：307365,网站优化方案,450.0,2014-09-23
o53bccef83eace,一起走过的日子,任务编号：307170,网站优化方案,450.0,2014-09-22
andy56222,sail119,任务编号：297524,产品推广,100.0,2014-07-29
andy56222,水哥策划,任务编号：296496,产品推广,100.0,2014-07-23
andy56222,浩哥网站工作室,任务编号：294629,产品推广,50.0,2014-07-12
andy56222,雨露蜻蜓,任务编号：292336,产品推广,50.0,2014-06-28
久驻信息,广州联享信息科技有限公司,任务编号：291695,关键词优化,800.0,2014-06-24
andy56222,慕容云飞VIP,任务编号：291395,产品推广,50.0,2014-06-22
o53a4e6d7471b5,金牌文秘在线,任务编号：291359,活动策划,100.0,2014-06-21
高压电棍,创联网络,任务编号：290947,关键词优化,5000.0,2014-06-19
andy56222,用心用脑用手,任务编号：290895,产品推广,50.0,2014-06-18
andy56222,用心用脑用手,任务编号：290394,产品推广,50.0,2014-06-16
andy56222,慕容云飞VIP,任务编号：290028,产品推广,50.0,2014-06-12
andy56222,王翠12345,任务编号：289435,产品推广,50.0,2014-06-09
心瘾1919,o5386b93f077c1,任务编号：288049,活动策划,150.0,2014-05-28
湖北大红马,愚山若,任务编号：287346,产品推广,6000.0,2014-05-24
JEFFLASER,容儿文案策划服务中心,任务编号：285988,活动策划,5000.0,2014-05-15
樟树的叶子,新闻发布软文推广淘宝流量京东粉丝视频推广网络推广,任务编号：285052,产品推广,60.0,2014-05-08
樟树的叶子,7878789898,任务编号：284127,产品推广,50.0,2014-05-02
湖北大红马,愚山若,任务编号：283590,网站优化方案,6000.0,2014-04-28
郭凯伦,达达设计工作室,任务编号：255442,网店推广,500.0,2014-04-08
湖北大红马,愚山若,任务编号：254694,网站优化方案,6000.0,2014-04-02
adiy289914,刘威小客,任务编号：251756,网站优化方案,50.0,2014-03-12
LED芯片,完美网络,任务编号：251747,APP推广,50.0,2014-03-12
湖北大红马,愚山若,任务编号：250381,网站优化方案,6000.0,2014-03-03
